"","areaName","LAD17CD","date","newCasesBySpecimenDate","RGN11NM","CTRY11NM","add","eng"
"29087","North West Leicestershire","E07000134",2020-05-22,2,"East Midlands","England",2,"North West Leicestershire"
"29088","North West Leicestershire","E07000134",2020-05-21,2,"East Midlands","England",2,"North West Leicestershire"
"29089","North West Leicestershire","E07000134",2020-05-20,6,"East Midlands","England",6,"North West Leicestershire"
"29090","North West Leicestershire","E07000134",2020-05-19,3,"East Midlands","England",3,"North West Leicestershire"
"29091","North West Leicestershire","E07000134",2020-05-18,1,"East Midlands","England",1,"North West Leicestershire"
"29092","North West Leicestershire","E07000134",2020-05-17,4,"East Midlands","England",4,"North West Leicestershire"
"29093","North West Leicestershire","E07000134",2020-05-16,3,"East Midlands","England",3,"North West Leicestershire"
"29094","North West Leicestershire","E07000134",2020-05-15,8,"East Midlands","England",8,"North West Leicestershire"
"29095","North West Leicestershire","E07000134",2020-05-14,2,"East Midlands","England",2,"North West Leicestershire"
"29096","North West Leicestershire","E07000134",2020-05-13,2,"East Midlands","England",2,"North West Leicestershire"
"29097","North West Leicestershire","E07000134",2020-05-12,4,"East Midlands","England",4,"North West Leicestershire"
"29098","North West Leicestershire","E07000134",2020-05-11,1,"East Midlands","England",1,"North West Leicestershire"
"29099","North West Leicestershire","E07000134",2020-05-10,2,"East Midlands","England",2,"North West Leicestershire"
"29100","North West Leicestershire","E07000134",2020-05-09,0,"East Midlands","England",0,"North West Leicestershire"
"29101","North West Leicestershire","E07000134",2020-05-08,1,"East Midlands","England",1,"North West Leicestershire"
"29102","North West Leicestershire","E07000134",2020-05-07,3,"East Midlands","England",3,"North West Leicestershire"
"29103","North West Leicestershire","E07000134",2020-05-06,4,"East Midlands","England",4,"North West Leicestershire"
"29104","North West Leicestershire","E07000134",2020-05-05,1,"East Midlands","England",1,"North West Leicestershire"
"29105","North West Leicestershire","E07000134",2020-05-04,2,"East Midlands","England",2,"North West Leicestershire"
"29106","North West Leicestershire","E07000134",2020-05-03,1,"East Midlands","England",1,"North West Leicestershire"
"29107","North West Leicestershire","E07000134",2020-05-02,4,"East Midlands","England",4,"North West Leicestershire"
"29108","North West Leicestershire","E07000134",2020-05-01,2,"East Midlands","England",2,"North West Leicestershire"
"29109","North West Leicestershire","E07000134",2020-04-30,3,"East Midlands","England",3,"North West Leicestershire"
"29110","North West Leicestershire","E07000134",2020-04-29,3,"East Midlands","England",3,"North West Leicestershire"
"29111","North West Leicestershire","E07000134",2020-04-28,2,"East Midlands","England",2,"North West Leicestershire"
"29112","North West Leicestershire","E07000134",2020-04-27,0,"East Midlands","England",0,"North West Leicestershire"
"29113","North West Leicestershire","E07000134",2020-04-26,1,"East Midlands","England",1,"North West Leicestershire"
"29114","North West Leicestershire","E07000134",2020-04-25,3,"East Midlands","England",3,"North West Leicestershire"
"29115","North West Leicestershire","E07000134",2020-04-24,3,"East Midlands","England",3,"North West Leicestershire"
"29116","North West Leicestershire","E07000134",2020-04-23,3,"East Midlands","England",3,"North West Leicestershire"
"29117","North West Leicestershire","E07000134",2020-04-22,8,"East Midlands","England",8,"North West Leicestershire"
"29118","North West Leicestershire","E07000134",2020-04-21,7,"East Midlands","England",7,"North West Leicestershire"
"29119","North West Leicestershire","E07000134",2020-04-20,3,"East Midlands","England",3,"North West Leicestershire"
"29120","North West Leicestershire","E07000134",2020-04-19,6,"East Midlands","England",6,"North West Leicestershire"
"29121","North West Leicestershire","E07000134",2020-04-18,6,"East Midlands","England",6,"North West Leicestershire"
"29122","North West Leicestershire","E07000134",2020-04-17,2,"East Midlands","England",2,"North West Leicestershire"
"29123","North West Leicestershire","E07000134",2020-04-16,9,"East Midlands","England",9,"North West Leicestershire"
"29124","North West Leicestershire","E07000134",2020-04-15,6,"East Midlands","England",6,"North West Leicestershire"
"29125","North West Leicestershire","E07000134",2020-04-14,4,"East Midlands","England",4,"North West Leicestershire"
"29126","North West Leicestershire","E07000134",2020-04-13,4,"East Midlands","England",4,"North West Leicestershire"
"29127","North West Leicestershire","E07000134",2020-04-12,3,"East Midlands","England",3,"North West Leicestershire"
"29128","North West Leicestershire","E07000134",2020-04-11,3,"East Midlands","England",3,"North West Leicestershire"
"29129","North West Leicestershire","E07000134",2020-04-10,4,"East Midlands","England",4,"North West Leicestershire"
"29130","North West Leicestershire","E07000134",2020-04-09,7,"East Midlands","England",7,"North West Leicestershire"
"29131","North West Leicestershire","E07000134",2020-04-08,5,"East Midlands","England",5,"North West Leicestershire"
"29132","North West Leicestershire","E07000134",2020-04-07,5,"East Midlands","England",5,"North West Leicestershire"
"29133","North West Leicestershire","E07000134",2020-04-06,1,"East Midlands","England",1,"North West Leicestershire"
"29134","North West Leicestershire","E07000134",2020-04-05,9,"East Midlands","England",9,"North West Leicestershire"
"29135","North West Leicestershire","E07000134",2020-04-04,4,"East Midlands","England",4,"North West Leicestershire"
"29136","North West Leicestershire","E07000134",2020-04-03,2,"East Midlands","England",2,"North West Leicestershire"
"29137","North West Leicestershire","E07000134",2020-04-02,4,"East Midlands","England",4,"North West Leicestershire"
"29138","North West Leicestershire","E07000134",2020-04-01,5,"East Midlands","England",5,"North West Leicestershire"
"29139","North West Leicestershire","E07000134",2020-03-31,6,"East Midlands","England",6,"North West Leicestershire"
"29140","North West Leicestershire","E07000134",2020-03-30,5,"East Midlands","England",5,"North West Leicestershire"
"29141","North West Leicestershire","E07000134",2020-03-29,1,"East Midlands","England",1,"North West Leicestershire"
"29142","North West Leicestershire","E07000134",2020-03-28,2,"East Midlands","England",2,"North West Leicestershire"
"29143","North West Leicestershire","E07000134",2020-03-27,1,"East Midlands","England",1,"North West Leicestershire"
"29144","North West Leicestershire","E07000134",2020-03-26,1,"East Midlands","England",1,"North West Leicestershire"
"29145","North West Leicestershire","E07000134",2020-03-25,5,"East Midlands","England",5,"North West Leicestershire"
"29146","North West Leicestershire","E07000134",2020-03-24,2,"East Midlands","England",2,"North West Leicestershire"
"29147","North West Leicestershire","E07000134",2020-03-23,3,"East Midlands","England",3,"North West Leicestershire"
"29148","North West Leicestershire","E07000134",2020-03-22,3,"East Midlands","England",3,"North West Leicestershire"
"29149","North West Leicestershire","E07000134",2020-03-21,2,"East Midlands","England",2,"North West Leicestershire"
"29150","North West Leicestershire","E07000134",2020-03-20,0,"East Midlands","England",0,"North West Leicestershire"
"29151","North West Leicestershire","E07000134",2020-03-19,3,"East Midlands","England",3,"North West Leicestershire"
"29152","North West Leicestershire","E07000134",2020-03-18,4,"East Midlands","England",4,"North West Leicestershire"
"29153","North West Leicestershire","E07000134",2020-03-17,2,"East Midlands","England",2,"North West Leicestershire"
"29154","North West Leicestershire","E07000134",2020-03-16,0,"East Midlands","England",0,"North West Leicestershire"
"29155","North West Leicestershire","E07000134",2020-03-15,0,"East Midlands","England",0,"North West Leicestershire"
"29156","North West Leicestershire","E07000134",2020-03-14,1,"East Midlands","England",1,"North West Leicestershire"
"29157","North West Leicestershire","E07000134",2020-03-13,1,"East Midlands","England",1,"North West Leicestershire"
"29158","North West Leicestershire","E07000134",2020-03-12,0,"East Midlands","England",0,"North West Leicestershire"
"29159","North West Leicestershire","E07000134",2020-03-11,2,"East Midlands","England",2,"North West Leicestershire"
"29160","Northumberland","E06000057",2020-08-15,0,"North East","England",0,"Northumberland"
"29161","Northumberland","E06000057",2020-08-14,0,"North East","England",0,"Northumberland"
"29162","Northumberland","E06000057",2020-08-13,3,"North East","England",3,"Northumberland"
"29163","Northumberland","E06000057",2020-08-12,8,"North East","England",8,"Northumberland"
"29164","Northumberland","E06000057",2020-08-11,5,"North East","England",5,"Northumberland"
"29165","Northumberland","E06000057",2020-08-10,2,"North East","England",2,"Northumberland"
"29166","Northumberland","E06000057",2020-08-09,0,"North East","England",0,"Northumberland"
"29167","Northumberland","E06000057",2020-08-08,1,"North East","England",1,"Northumberland"
"29168","Northumberland","E06000057",2020-08-07,0,"North East","England",0,"Northumberland"
"29169","Northumberland","E06000057",2020-08-06,1,"North East","England",1,"Northumberland"
"29170","Northumberland","E06000057",2020-08-05,1,"North East","England",1,"Northumberland"
"29171","Northumberland","E06000057",2020-08-04,0,"North East","England",0,"Northumberland"
"29172","Northumberland","E06000057",2020-08-03,2,"North East","England",2,"Northumberland"
"29173","Northumberland","E06000057",2020-08-02,2,"North East","England",2,"Northumberland"
"29174","Northumberland","E06000057",2020-08-01,0,"North East","England",0,"Northumberland"
"29175","Northumberland","E06000057",2020-07-31,0,"North East","England",0,"Northumberland"
"29176","Northumberland","E06000057",2020-07-30,1,"North East","England",1,"Northumberland"
"29177","Northumberland","E06000057",2020-07-29,0,"North East","England",0,"Northumberland"
"29178","Northumberland","E06000057",2020-07-28,1,"North East","England",1,"Northumberland"
"29179","Northumberland","E06000057",2020-07-27,0,"North East","England",0,"Northumberland"
"29180","Northumberland","E06000057",2020-07-26,0,"North East","England",0,"Northumberland"
"29181","Northumberland","E06000057",2020-07-25,0,"North East","England",0,"Northumberland"
"29182","Northumberland","E06000057",2020-07-24,0,"North East","England",0,"Northumberland"
"29183","Northumberland","E06000057",2020-07-23,2,"North East","England",2,"Northumberland"
"29184","Northumberland","E06000057",2020-07-22,1,"North East","England",1,"Northumberland"
"29185","Northumberland","E06000057",2020-07-21,1,"North East","England",1,"Northumberland"
"29186","Northumberland","E06000057",2020-07-20,2,"North East","England",2,"Northumberland"
"29187","Northumberland","E06000057",2020-07-19,0,"North East","England",0,"Northumberland"
"29188","Northumberland","E06000057",2020-07-18,0,"North East","England",0,"Northumberland"
"29189","Northumberland","E06000057",2020-07-17,2,"North East","England",2,"Northumberland"
"29190","Northumberland","E06000057",2020-07-16,2,"North East","England",2,"Northumberland"
"29191","Northumberland","E06000057",2020-07-15,1,"North East","England",1,"Northumberland"
"29192","Northumberland","E06000057",2020-07-14,0,"North East","England",0,"Northumberland"
"29193","Northumberland","E06000057",2020-07-13,0,"North East","England",0,"Northumberland"
"29194","Northumberland","E06000057",2020-07-12,0,"North East","England",0,"Northumberland"
"29195","Northumberland","E06000057",2020-07-11,1,"North East","England",1,"Northumberland"
"29196","Northumberland","E06000057",2020-07-10,0,"North East","England",0,"Northumberland"
"29197","Northumberland","E06000057",2020-07-09,1,"North East","England",1,"Northumberland"
"29198","Northumberland","E06000057",2020-07-08,0,"North East","England",0,"Northumberland"
"29199","Northumberland","E06000057",2020-07-07,1,"North East","England",1,"Northumberland"
"29200","Northumberland","E06000057",2020-07-06,3,"North East","England",3,"Northumberland"
"29201","Northumberland","E06000057",2020-07-05,1,"North East","England",1,"Northumberland"
"29202","Northumberland","E06000057",2020-07-04,2,"North East","England",2,"Northumberland"
"29203","Northumberland","E06000057",2020-07-03,0,"North East","England",0,"Northumberland"
"29204","Northumberland","E06000057",2020-07-02,2,"North East","England",2,"Northumberland"
"29205","Northumberland","E06000057",2020-07-01,0,"North East","England",0,"Northumberland"
"29206","Northumberland","E06000057",2020-06-30,1,"North East","England",1,"Northumberland"
"29207","Northumberland","E06000057",2020-06-29,4,"North East","England",4,"Northumberland"
"29208","Northumberland","E06000057",2020-06-28,2,"North East","England",2,"Northumberland"
"29209","Northumberland","E06000057",2020-06-27,0,"North East","England",0,"Northumberland"
"29210","Northumberland","E06000057",2020-06-26,1,"North East","England",1,"Northumberland"
"29211","Northumberland","E06000057",2020-06-25,1,"North East","England",1,"Northumberland"
"29212","Northumberland","E06000057",2020-06-24,1,"North East","England",1,"Northumberland"
"29213","Northumberland","E06000057",2020-06-23,1,"North East","England",1,"Northumberland"
"29214","Northumberland","E06000057",2020-06-22,3,"North East","England",3,"Northumberland"
"29215","Northumberland","E06000057",2020-06-21,0,"North East","England",0,"Northumberland"
"29216","Northumberland","E06000057",2020-06-20,0,"North East","England",0,"Northumberland"
"29217","Northumberland","E06000057",2020-06-19,2,"North East","England",2,"Northumberland"
"29218","Northumberland","E06000057",2020-06-18,1,"North East","England",1,"Northumberland"
"29219","Northumberland","E06000057",2020-06-17,5,"North East","England",5,"Northumberland"
"29220","Northumberland","E06000057",2020-06-16,1,"North East","England",1,"Northumberland"
"29221","Northumberland","E06000057",2020-06-15,2,"North East","England",2,"Northumberland"
"29222","Northumberland","E06000057",2020-06-14,5,"North East","England",5,"Northumberland"
"29223","Northumberland","E06000057",2020-06-13,3,"North East","England",3,"Northumberland"
"29224","Northumberland","E06000057",2020-06-12,3,"North East","England",3,"Northumberland"
"29225","Northumberland","E06000057",2020-06-11,0,"North East","England",0,"Northumberland"
"29226","Northumberland","E06000057",2020-06-10,7,"North East","England",7,"Northumberland"
"29227","Northumberland","E06000057",2020-06-09,6,"North East","England",6,"Northumberland"
"29228","Northumberland","E06000057",2020-06-08,2,"North East","England",2,"Northumberland"
"29229","Northumberland","E06000057",2020-06-07,4,"North East","England",4,"Northumberland"
"29230","Northumberland","E06000057",2020-06-06,7,"North East","England",7,"Northumberland"
"29231","Northumberland","E06000057",2020-06-05,0,"North East","England",0,"Northumberland"
"29232","Northumberland","E06000057",2020-06-04,5,"North East","England",5,"Northumberland"
"29233","Northumberland","E06000057",2020-06-03,2,"North East","England",2,"Northumberland"
"29234","Northumberland","E06000057",2020-06-02,5,"North East","England",5,"Northumberland"
"29235","Northumberland","E06000057",2020-06-01,9,"North East","England",9,"Northumberland"
"29236","Northumberland","E06000057",2020-05-31,4,"North East","England",4,"Northumberland"
"29237","Northumberland","E06000057",2020-05-30,11,"North East","England",11,"Northumberland"
"29238","Northumberland","E06000057",2020-05-29,7,"North East","England",7,"Northumberland"
"29239","Northumberland","E06000057",2020-05-28,10,"North East","England",10,"Northumberland"
"29240","Northumberland","E06000057",2020-05-27,23,"North East","England",23,"Northumberland"
"29241","Northumberland","E06000057",2020-05-26,4,"North East","England",4,"Northumberland"
"29242","Northumberland","E06000057",2020-05-25,10,"North East","England",10,"Northumberland"
"29243","Northumberland","E06000057",2020-05-24,8,"North East","England",8,"Northumberland"
"29244","Northumberland","E06000057",2020-05-23,0,"North East","England",0,"Northumberland"
"29245","Northumberland","E06000057",2020-05-22,5,"North East","England",5,"Northumberland"
"29246","Northumberland","E06000057",2020-05-21,11,"North East","England",11,"Northumberland"
"29247","Northumberland","E06000057",2020-05-20,6,"North East","England",6,"Northumberland"
"29248","Northumberland","E06000057",2020-05-19,6,"North East","England",6,"Northumberland"
"29249","Northumberland","E06000057",2020-05-18,8,"North East","England",8,"Northumberland"
"29250","Northumberland","E06000057",2020-05-17,5,"North East","England",5,"Northumberland"
"29251","Northumberland","E06000057",2020-05-16,8,"North East","England",8,"Northumberland"
"29252","Northumberland","E06000057",2020-05-15,8,"North East","England",8,"Northumberland"
"29253","Northumberland","E06000057",2020-05-14,10,"North East","England",10,"Northumberland"
"29254","Northumberland","E06000057",2020-05-13,12,"North East","England",12,"Northumberland"
"29255","Northumberland","E06000057",2020-05-12,24,"North East","England",24,"Northumberland"
"29256","Northumberland","E06000057",2020-05-11,39,"North East","England",39,"Northumberland"
"29257","Northumberland","E06000057",2020-05-10,15,"North East","England",15,"Northumberland"
"29258","Northumberland","E06000057",2020-05-09,10,"North East","England",10,"Northumberland"
"29259","Northumberland","E06000057",2020-05-08,15,"North East","England",15,"Northumberland"
"29260","Northumberland","E06000057",2020-05-07,26,"North East","England",26,"Northumberland"
"29261","Northumberland","E06000057",2020-05-06,33,"North East","England",33,"Northumberland"
"29262","Northumberland","E06000057",2020-05-05,15,"North East","England",15,"Northumberland"
"29263","Northumberland","E06000057",2020-05-04,16,"North East","England",16,"Northumberland"
"29264","Northumberland","E06000057",2020-05-03,15,"North East","England",15,"Northumberland"
"29265","Northumberland","E06000057",2020-05-02,14,"North East","England",14,"Northumberland"
"29266","Northumberland","E06000057",2020-05-01,27,"North East","England",27,"Northumberland"
"29267","Northumberland","E06000057",2020-04-30,48,"North East","England",48,"Northumberland"
"29268","Northumberland","E06000057",2020-04-29,31,"North East","England",31,"Northumberland"
"29269","Northumberland","E06000057",2020-04-28,25,"North East","England",25,"Northumberland"
"29270","Northumberland","E06000057",2020-04-27,31,"North East","England",31,"Northumberland"
"29271","Northumberland","E06000057",2020-04-26,16,"North East","England",16,"Northumberland"
"29272","Northumberland","E06000057",2020-04-25,20,"North East","England",20,"Northumberland"
"29273","Northumberland","E06000057",2020-04-24,46,"North East","England",46,"Northumberland"
"29274","Northumberland","E06000057",2020-04-23,30,"North East","England",30,"Northumberland"
"29275","Northumberland","E06000057",2020-04-22,41,"North East","England",41,"Northumberland"
"29276","Northumberland","E06000057",2020-04-21,35,"North East","England",35,"Northumberland"
"29277","Northumberland","E06000057",2020-04-20,31,"North East","England",31,"Northumberland"
"29278","Northumberland","E06000057",2020-04-19,35,"North East","England",35,"Northumberland"
"29279","Northumberland","E06000057",2020-04-18,51,"North East","England",51,"Northumberland"
"29280","Northumberland","E06000057",2020-04-17,39,"North East","England",39,"Northumberland"
"29281","Northumberland","E06000057",2020-04-16,46,"North East","England",46,"Northumberland"
"29282","Northumberland","E06000057",2020-04-15,25,"North East","England",25,"Northumberland"
"29283","Northumberland","E06000057",2020-04-14,37,"North East","England",37,"Northumberland"
"29284","Northumberland","E06000057",2020-04-13,31,"North East","England",31,"Northumberland"
"29285","Northumberland","E06000057",2020-04-12,37,"North East","England",37,"Northumberland"
"29286","Northumberland","E06000057",2020-04-11,39,"North East","England",39,"Northumberland"
"29287","Northumberland","E06000057",2020-04-10,24,"North East","England",24,"Northumberland"
"29288","Northumberland","E06000057",2020-04-09,36,"North East","England",36,"Northumberland"
"29289","Northumberland","E06000057",2020-04-08,35,"North East","England",35,"Northumberland"
"29290","Northumberland","E06000057",2020-04-07,31,"North East","England",31,"Northumberland"
"29291","Northumberland","E06000057",2020-04-06,28,"North East","England",28,"Northumberland"
"29292","Northumberland","E06000057",2020-04-05,23,"North East","England",23,"Northumberland"
"29293","Northumberland","E06000057",2020-04-04,25,"North East","England",25,"Northumberland"
"29294","Northumberland","E06000057",2020-04-03,23,"North East","England",23,"Northumberland"
"29295","Northumberland","E06000057",2020-04-02,25,"North East","England",25,"Northumberland"
"29296","Northumberland","E06000057",2020-04-01,40,"North East","England",40,"Northumberland"
"29297","Northumberland","E06000057",2020-03-31,17,"North East","England",17,"Northumberland"
"29298","Northumberland","E06000057",2020-03-30,7,"North East","England",7,"Northumberland"
"29299","Northumberland","E06000057",2020-03-29,6,"North East","England",6,"Northumberland"
"29300","Northumberland","E06000057",2020-03-28,10,"North East","England",10,"Northumberland"
"29301","Northumberland","E06000057",2020-03-27,7,"North East","England",7,"Northumberland"
"29302","Northumberland","E06000057",2020-03-26,12,"North East","England",12,"Northumberland"
"29303","Northumberland","E06000057",2020-03-25,8,"North East","England",8,"Northumberland"
"29304","Northumberland","E06000057",2020-03-24,8,"North East","England",8,"Northumberland"
"29305","Northumberland","E06000057",2020-03-23,7,"North East","England",7,"Northumberland"
"29306","Northumberland","E06000057",2020-03-22,3,"North East","England",3,"Northumberland"
"29307","Northumberland","E06000057",2020-03-21,0,"North East","England",0,"Northumberland"
"29308","Northumberland","E06000057",2020-03-20,1,"North East","England",1,"Northumberland"
"29309","Northumberland","E06000057",2020-03-19,2,"North East","England",2,"Northumberland"
"29310","Northumberland","E06000057",2020-03-18,1,"North East","England",1,"Northumberland"
"29311","Northumberland","E06000057",2020-03-17,2,"North East","England",2,"Northumberland"
"29312","Northumberland","E06000057",2020-03-16,1,"North East","England",1,"Northumberland"
"29313","Northumberland","E06000057",2020-03-15,2,"North East","England",2,"Northumberland"
"29314","Northumberland","E06000057",2020-03-14,0,"North East","England",0,"Northumberland"
"29315","Northumberland","E06000057",2020-03-13,1,"North East","England",1,"Northumberland"
"29316","Norwich","E07000148",2020-08-15,0,"East of England","England",0,"Norwich"
"29317","Norwich","E07000148",2020-08-14,2,"East of England","England",2,"Norwich"
"29318","Norwich","E07000148",2020-08-13,0,"East of England","England",0,"Norwich"
"29319","Norwich","E07000148",2020-08-12,1,"East of England","England",1,"Norwich"
"29320","Norwich","E07000148",2020-08-11,1,"East of England","England",1,"Norwich"
"29321","Norwich","E07000148",2020-08-10,2,"East of England","England",2,"Norwich"
"29322","Norwich","E07000148",2020-08-09,0,"East of England","England",0,"Norwich"
"29323","Norwich","E07000148",2020-08-08,0,"East of England","England",0,"Norwich"
"29324","Norwich","E07000148",2020-08-07,0,"East of England","England",0,"Norwich"
"29325","Norwich","E07000148",2020-08-06,0,"East of England","England",0,"Norwich"
"29326","Norwich","E07000148",2020-08-05,0,"East of England","England",0,"Norwich"
"29327","Norwich","E07000148",2020-08-04,3,"East of England","England",3,"Norwich"
"29328","Norwich","E07000148",2020-08-03,0,"East of England","England",0,"Norwich"
"29329","Norwich","E07000148",2020-08-02,0,"East of England","England",0,"Norwich"
"29330","Norwich","E07000148",2020-08-01,0,"East of England","England",0,"Norwich"
"29331","Norwich","E07000148",2020-07-31,0,"East of England","England",0,"Norwich"
"29332","Norwich","E07000148",2020-07-30,0,"East of England","England",0,"Norwich"
"29333","Norwich","E07000148",2020-07-29,1,"East of England","England",1,"Norwich"
"29334","Norwich","E07000148",2020-07-28,0,"East of England","England",0,"Norwich"
"29335","Norwich","E07000148",2020-07-27,1,"East of England","England",1,"Norwich"
"29336","Norwich","E07000148",2020-07-26,1,"East of England","England",1,"Norwich"
"29337","Norwich","E07000148",2020-07-25,0,"East of England","England",0,"Norwich"
"29338","Norwich","E07000148",2020-07-24,0,"East of England","England",0,"Norwich"
"29339","Norwich","E07000148",2020-07-23,0,"East of England","England",0,"Norwich"
"29340","Norwich","E07000148",2020-07-22,3,"East of England","England",3,"Norwich"
"29341","Norwich","E07000148",2020-07-21,1,"East of England","England",1,"Norwich"
"29342","Norwich","E07000148",2020-07-20,2,"East of England","England",2,"Norwich"
"29343","Norwich","E07000148",2020-07-19,0,"East of England","England",0,"Norwich"
"29344","Norwich","E07000148",2020-07-18,0,"East of England","England",0,"Norwich"
"29345","Norwich","E07000148",2020-07-17,0,"East of England","England",0,"Norwich"
"29346","Norwich","E07000148",2020-07-16,2,"East of England","England",2,"Norwich"
"29347","Norwich","E07000148",2020-07-15,0,"East of England","England",0,"Norwich"
"29348","Norwich","E07000148",2020-07-14,0,"East of England","England",0,"Norwich"
"29349","Norwich","E07000148",2020-07-13,1,"East of England","England",1,"Norwich"
"29350","Norwich","E07000148",2020-07-12,1,"East of England","England",1,"Norwich"
"29351","Norwich","E07000148",2020-07-11,0,"East of England","England",0,"Norwich"
"29352","Norwich","E07000148",2020-07-10,0,"East of England","England",0,"Norwich"
"29353","Norwich","E07000148",2020-07-09,2,"East of England","England",2,"Norwich"
"29354","Norwich","E07000148",2020-07-08,1,"East of England","England",1,"Norwich"
"29355","Norwich","E07000148",2020-07-07,0,"East of England","England",0,"Norwich"
"29356","Norwich","E07000148",2020-07-06,0,"East of England","England",0,"Norwich"
"29357","Norwich","E07000148",2020-07-05,0,"East of England","England",0,"Norwich"
"29358","Norwich","E07000148",2020-07-04,0,"East of England","England",0,"Norwich"
"29359","Norwich","E07000148",2020-07-03,2,"East of England","England",2,"Norwich"
"29360","Norwich","E07000148",2020-07-02,0,"East of England","England",0,"Norwich"
"29361","Norwich","E07000148",2020-07-01,0,"East of England","England",0,"Norwich"
"29362","Norwich","E07000148",2020-06-30,0,"East of England","England",0,"Norwich"
"29363","Norwich","E07000148",2020-06-29,0,"East of England","England",0,"Norwich"
"29364","Norwich","E07000148",2020-06-28,0,"East of England","England",0,"Norwich"
"29365","Norwich","E07000148",2020-06-27,1,"East of England","England",1,"Norwich"
"29366","Norwich","E07000148",2020-06-26,1,"East of England","England",1,"Norwich"
"29367","Norwich","E07000148",2020-06-25,0,"East of England","England",0,"Norwich"
"29368","Norwich","E07000148",2020-06-24,0,"East of England","England",0,"Norwich"
"29369","Norwich","E07000148",2020-06-23,0,"East of England","England",0,"Norwich"
"29370","Norwich","E07000148",2020-06-22,0,"East of England","England",0,"Norwich"
"29371","Norwich","E07000148",2020-06-21,0,"East of England","England",0,"Norwich"
"29372","Norwich","E07000148",2020-06-20,0,"East of England","England",0,"Norwich"
"29373","Norwich","E07000148",2020-06-19,0,"East of England","England",0,"Norwich"
"29374","Norwich","E07000148",2020-06-18,3,"East of England","England",3,"Norwich"
"29375","Norwich","E07000148",2020-06-17,1,"East of England","England",1,"Norwich"
"29376","Norwich","E07000148",2020-06-16,0,"East of England","England",0,"Norwich"
"29377","Norwich","E07000148",2020-06-15,4,"East of England","England",4,"Norwich"
"29378","Norwich","E07000148",2020-06-14,0,"East of England","England",0,"Norwich"
"29379","Norwich","E07000148",2020-06-13,0,"East of England","England",0,"Norwich"
"29380","Norwich","E07000148",2020-06-12,1,"East of England","England",1,"Norwich"
"29381","Norwich","E07000148",2020-06-11,0,"East of England","England",0,"Norwich"
"29382","Norwich","E07000148",2020-06-10,1,"East of England","England",1,"Norwich"
"29383","Norwich","E07000148",2020-06-09,1,"East of England","England",1,"Norwich"
"29384","Norwich","E07000148",2020-06-08,0,"East of England","England",0,"Norwich"
"29385","Norwich","E07000148",2020-06-07,0,"East of England","England",0,"Norwich"
"29386","Norwich","E07000148",2020-06-06,0,"East of England","England",0,"Norwich"
"29387","Norwich","E07000148",2020-06-05,0,"East of England","England",0,"Norwich"
"29388","Norwich","E07000148",2020-06-04,1,"East of England","England",1,"Norwich"
"29389","Norwich","E07000148",2020-06-03,2,"East of England","England",2,"Norwich"
"29390","Norwich","E07000148",2020-06-02,0,"East of England","England",0,"Norwich"
"29391","Norwich","E07000148",2020-06-01,3,"East of England","England",3,"Norwich"
"29392","Norwich","E07000148",2020-05-31,2,"East of England","England",2,"Norwich"
"29393","Norwich","E07000148",2020-05-30,1,"East of England","England",1,"Norwich"
"29394","Norwich","E07000148",2020-05-29,1,"East of England","England",1,"Norwich"
"29395","Norwich","E07000148",2020-05-28,0,"East of England","England",0,"Norwich"
"29396","Norwich","E07000148",2020-05-27,1,"East of England","England",1,"Norwich"
"29397","Norwich","E07000148",2020-05-26,5,"East of England","England",5,"Norwich"
"29398","Norwich","E07000148",2020-05-25,3,"East of England","England",3,"Norwich"
"29399","Norwich","E07000148",2020-05-24,1,"East of England","England",1,"Norwich"
"29400","Norwich","E07000148",2020-05-23,2,"East of England","England",2,"Norwich"
"29401","Norwich","E07000148",2020-05-22,0,"East of England","England",0,"Norwich"
"29402","Norwich","E07000148",2020-05-21,2,"East of England","England",2,"Norwich"
"29403","Norwich","E07000148",2020-05-20,3,"East of England","England",3,"Norwich"
"29404","Norwich","E07000148",2020-05-19,1,"East of England","England",1,"Norwich"
"29405","Norwich","E07000148",2020-05-18,4,"East of England","England",4,"Norwich"
"29406","Norwich","E07000148",2020-05-17,2,"East of England","England",2,"Norwich"
"29407","Norwich","E07000148",2020-05-16,2,"East of England","England",2,"Norwich"
"29408","Norwich","E07000148",2020-05-15,2,"East of England","England",2,"Norwich"
"29409","Norwich","E07000148",2020-05-14,2,"East of England","England",2,"Norwich"
"29410","Norwich","E07000148",2020-05-13,0,"East of England","England",0,"Norwich"
"29411","Norwich","E07000148",2020-05-12,6,"East of England","England",6,"Norwich"
"29412","Norwich","E07000148",2020-05-11,1,"East of England","England",1,"Norwich"
"29413","Norwich","E07000148",2020-05-10,3,"East of England","England",3,"Norwich"
"29414","Norwich","E07000148",2020-05-09,0,"East of England","England",0,"Norwich"
"29415","Norwich","E07000148",2020-05-08,6,"East of England","England",6,"Norwich"
"29416","Norwich","E07000148",2020-05-07,6,"East of England","England",6,"Norwich"
"29417","Norwich","E07000148",2020-05-06,6,"East of England","England",6,"Norwich"
"29418","Norwich","E07000148",2020-05-05,3,"East of England","England",3,"Norwich"
"29419","Norwich","E07000148",2020-05-04,1,"East of England","England",1,"Norwich"
"29420","Norwich","E07000148",2020-05-03,9,"East of England","England",9,"Norwich"
"29421","Norwich","E07000148",2020-05-02,6,"East of England","England",6,"Norwich"
