Código do Município,Sigla da Unidade da Federação,"Municípios e classes de tamanho
da população dos municípios (habitantes)",Urbana,Rural,,,,,,,
2903235,BA,Barro Alto,49.3,50.7,,,,,,,
2903276,BA,Barrocas,40.1,59.9,,,,,,,
2302057,CE,Barroquinha,67.5,32.5,,,,,,,
4302006,RS,Barros Cassal,31.7,68.3,,,,,,,
3105905,MG,Barroso,96.8,3.2,,,,,,,
5001904,MS,Bataguassu,76.8,23.2,,,,,,,
2700706,AL,Batalha,70.5,29.5,,,,,,,
5002001,MS,Batayporã,76.2,23.8,,,,,,,
3106002,MG,Bela Vista de Minas,93.7,6.3,,,,,,,
2101772,MA,Bela Vista do Maranhão,42.9,57.1,,,,,,,
4102802,PR,Bela Vista do Paraíso,94.1,5.9,,,,,,,
2501906,PB,Belém,82.6,17.4,,,,,,,
2601508,PE,Belém de Maria,70.4,29.6,,,,,,,
2903508,BA,Belo Campo,56.4,43.6,,,,,,,
1501451,PA,Belterra,42.0,58.0,,,,,,,
4202206,SC,Benedito Novo,56.2,43.9,,,,,,,
3106507,MG,Berilo,31.6,68.4,,,,,,,
3506300,SP,Bernardino de Campos,89.6,10.4,,,,,,,
1300631,AM,Beruri,50.2,49.8,,,,,,,
2601805,PE,Betânia,30.9,69.1,,,,,,,
3106903,MG,Bicas,94.9,5.1,,,,,,,
2903607,BA,Biritinga,23.7,76.3,,,,,,,
4102901,PR,Bituruna,62.3,37.7,,,,,,,
3201001,ES,Boa Esperança,72.1,27.9,,,,,,,
3506706,SP,Boa Esperança do Sul,89.3,10.7,,,,,,,
2903706,BA,Boa Nova,37.7,62.3,,,,,,,
1300680,AM,Boa Vista do Ramos,50.4,49.6,,,,,,,
2903805,BA,Boa Vista do Tupim,36.7,63.4,,,,,,,
3506805,SP,Bocaina,92.1,7.9,,,,,,,
4103107,PR,Bocaiúva do Sul,46.7,53.3,,,,,,,
4302303,RS,Bom Jesus,74.6,25.4,,,,,,,
2903953,BA,Bom Jesus da Serra,27.4,72.6,,,,,,,
3107802,MG,Bom Jesus do Galho,65.2,34.8,,,,,,,
1501576,PA,Bom Jesus do Tocantins,53.3,46.7,,,,,,,
3507100,SP,Bom Jesus dos Perdões,88.2,11.8,,,,,,,
2102077,MA,Bom Lugar,28.2,71.8,,,,,,,
4302352,RS,Bom Princípio,78.0,22.0,,,,,,,
3107901,MG,Bom Repouso,54.3,45.7,,,,,,,
4302402,RS,Bom Retiro do Sul,79.9,20.1,,,,,,,
3108008,MG,Bom Sucesso,82.3,17.7,,,,,,,
4202453,SC,Bombinhas,100.0,-,,,,,,,
1400159,RR,Bonfim,33.9,66.1,,,,,,,
2904001,BA,Boninal,33.6,66.4,,,,,,,
1501600,PA,Bonito,28.1,71.9,,,,,,,
2904050,BA,Bonito,42.0,58.0,,,,,,,
5002209,MS,Bonito,82.5,17.5,,,,,,,
2502409,PB,Bonito de Santa Fé,68.5,31.5,,,,,,,
2502508,PB,Boqueirão,71.1,28.9,,,,,,,
3507407,SP,Borborema,90.1,9.9,,,,,,,
3108305,MG,Borda da Mata,80.1,19.9,,,,,,,
3108404,MG,Botelhos,76.2,23.8,,,,,,,
2904209,BA,Botuporã,36.5,63.5,,,,,,,
2701100,AL,Branquinha,63.1,37.0,,,,,,,
1501725,PA,Brasil Novo,44.0,56.0,,,,,,,
5002308,MS,Brasilândia,67.8,32.2,,,,,,,
3108552,MG,Brasilândia de Minas,87.0,13.0,,,,,,,
5101902,MT,Brasnorte,65.4,34.6,,,,,,,
3108909,MG,Brasópolis,53.8,46.2,,,,,,,
3201159,ES,Brejetuba,28.7,71.3,,,,,,,
2401800,RN,Brejinho,77.1,22.9,,,,,,,
2502805,PB,Brejo do Cruz,75.4,24.6,,,,,,,
2904308,BA,Brejões,34.6,65.4,,,,,,,
2904407,BA,Brejolândia,17.9,82.1,,,,,,,
2904506,BA,Brotas de Macaúbas,29.1,70.9,,,,,,,
3109105,MG,Bueno Brandão,52.1,47.9,,,,,,,
3109204,MG,Buenópolis,75.5,24.5,,,,,,,
2602704,PE,Buenos Aires,63.2,36.9,,,,,,,
2904704,BA,Buerarema,82.1,17.9,,,,,,,
3508009,SP,Buri,80.8,19.2,,,,,,,
3508108,SP,Buritama,94.2,5.8,,,,,,,
2202000,PI,Buriti dos Lopes,54.0,46.0,,,,,,,
2904753,BA,Buritirama,40.3,59.7,,,,,,,
2102358,MA,Buritirana,28.0,72.0,,,,,,,
1300839,AM,Caapiranga,46.8,53.2,,,,,,,
2904803,BA,Caatiba,47.3,52.7,,,,,,,
2904852,BA,Cabaceiras do Paraguaçu,26.8,73.2,,,,,,,
3109501,MG,Cabo Verde,55.2,44.8,,,,,,,
4302907,RS,Cacequi,87.4,12.6,,,,,,,
5204102,GO,Cachoeira Alta,79.4,20.6,,,,,,,
3109709,MG,Cachoeira de Minas,64.0,36.0,,,,,,,
2603108,PE,Cachoeirinha,80.8,19.2,,,,,,,
2503506,PB,Cacimba de Dentro,54.7,45.3,,,,,,,
2701209,AL,Cacimbinhas,53.0,47.0,,,,,,,
3508702,SP,Caconde,68.2,31.8,,,,,,,
5204300,GO,Caçu,80.8,19.2,,,,,,,
2905107,BA,Caém,35.3,64.8,,,,,,,
3109907,MG,Caetanópolis,82.1,17.9,,,,,,,
2905156,BA,Caetanos,24.1,75.9,,,,,,,
2905305,BA,Cafarnaum,61.4,38.6,,,,,,,
3508801,SP,Cafelândia,86.9,13.1,,,,,,,
4103453,PR,Cafelândia,84.2,15.8,,,,,,,
5204409,GO,Caiapônia,73.2,26.8,,,,,,,
2905404,BA,Cairu,53.0,47.0,,,,,,,
2102408,MA,Cajapió,36.7,63.3,,,,,,,
2102507,MA,Cajari,23.4,76.6,,,,,,,
2603306,PE,Calçado,34.3,65.8,,,,,,,
3110301,MG,Caldas,56.8,43.2,,,,,,,
2905503,BA,Caldeirão Grande,36.5,63.5,,,,,,,
5002605,MS,Camapuã,71.9,28.1,,,,,,,
3300902,RJ,Cambuci,76.2,23.8,,,,,,,
3110707,MG,Cambuquira,83.0,17.0,,,,,,,
2603504,PE,Camocim de São Félix,83.8,16.2,,,,,,,
3110905,MG,Campanha,86.4,13.7,,,,,,,
2102556,MA,Campestre do Maranhão,79.4,20.6,,,,,,,
4103909,PR,Campina da Lagoa,81.6,18.4,,,,,,,
3111101,MG,Campina Verde,74.7,25.3,,,,,,,
5102603,MT,Campinápolis,33.7,66.3,,,,,,,
5204706,GO,Campinorte,81.0,19.0,,,,,,,
4203303,SC,Campo Alegre,61.6,38.4,,,,,,,
2516409,PB,Campo de Santana,42.6,57.4,,,,,,,
2801009,SE,Campo do Brito,49.7,50.3,,,,,,,
3111309,MG,Campo do Meio,87.7,12.4,,,,,,,
1100700,RO,Campo Novo de Rondônia,26.6,73.4,,,,,,,
2402105,RN,Campo Redondo,50.6,49.4,,,,,,,
3111507,MG,Campos Altos,90.9,9.1,,,,,,,
5204904,GO,Campos Belos,88.0,12.0,,,,,,,
3509908,SP,Cananéia,85.4,14.6,,,,,,,
2701605,AL,Canapi,32.1,67.9,,,,,,,
3111804,MG,Canápolis,89.6,10.4,,,,,,,
5102702,MT,Canarana,78.9,21.1,,,,,,,
3112000,MG,Candeias,69.9,30.1,,,,,,,
1100809,RO,Candeias do Jamari,65.2,34.9,,,,,,,
2906600,BA,Candiba,58.5,41.5,,,,,,,
4104402,PR,Cândido de Abreu,28.5,71.5,,,,,,,
2102606,MA,Cândido Mendes,64.4,35.6,,,,,,,
4104428,PR,Candói,46.9,53.1,,,,,,,
4203709,SC,Canelinha,63.4,36.6,,,,,,,
1400175,RR,Cantá,16.2,83.8,,,,,,,
3301108,RJ,Cantagalo,70.7,29.3,,,,,,,
4104451,PR,Cantagalo,65.7,34.3,,,,,,,
2906824,BA,Canudos,55.3,44.7,,,,,,,
1300904,AM,Canutama,52.5,47.5,,,,,,,
4104501,PR,Capanema,60.2,39.8,,,,,,,
2701704,AL,Capela,74.1,25.9,,,,,,,
4304689,RS,Capela de Santana,59.6,40.5,,,,,,,
3510302,SP,Capela do Alto,82.8,17.2,,,,,,,
2906857,BA,Capela do Alto Alegre,48.5,51.5,,,,,,,
3112604,MG,Capinópolis,93.5,6.5,,,,,,,
2102754,MA,Capinzal do Norte,52.4,47.6,,,,,,,
2302909,CE,Capistrano,36.4,63.6,,,,,,,
2202406,PI,Capitão de Campos,58.0,42.1,,,,,,,
3112703,MG,Capitão Enéas,81.1,18.9,,,,,,,
4104600,PR,Capitão Leônidas Marques,76.8,23.3,,,,,,,
2603801,PE,Capoeiras,32.0,68.0,,,,,,,
1400209,RR,Caracaraí,59.3,40.7,,,,,,,
2202505,PI,Caracol,39.4,60.6,,,,,,,
2906899,BA,Caraíbas,24.6,75.4,,,,,,,
4104659,PR,Carambeí,72.6,27.4,,,,,,,
3300936,RJ,Carapebus,78.9,21.1,,,,,,,
2402303,RN,Caraúbas,70.0,30.0,,,,,,,
3510708,SP,Cardoso,90.9,9.1,,,,,,,
3301157,RJ,Cardoso Moreira,69.5,30.5,,,,,,,
2303105,CE,Cariré,45.2,54.8,,,,,,,
2303303,CE,Cariús,44.8,55.2,,,,,,,
5102793,MT,Carlinda,41.6,58.4,,,,,,,
4104709,PR,Carlópolis,68.2,31.8,,,,,,,
3301207,RJ,Carmo,77.3,22.7,,,,,,,
3113909,MG,Carmo da Cachoeira,75.8,24.3,,,,,,,
3114006,MG,Carmo da Mata,78.8,21.2,,,,,,,
3114105,MG,Carmo de Minas,74.1,25.9,,,,,,,
2801504,SE,Carmópolis,79.4,20.6,,,,,,,
3114501,MG,Carmópolis de Minas,69.3,30.7,,,,,,,
2603900,PE,Carnaíba,41.1,59.0,,,,,,,
2303402,CE,Carnaubal,47.5,52.5,,,,,,,
2603926,PE,Carnaubeira da Penha,16.8,83.2,,,,,,,
2604155,PE,Casinhas,12.4,87.6,,,,,,,
3115102,MG,Cássia,81.7,18.3,,,,,,,
2202604,PI,Castelo do Piauí,62.6,37.4,,,,,,,
3511003,SP,Castilho,75.5,24.5,,,,,,,
4105003,PR,Catanduvas,52.4,47.6,,,,,,,
2303600,CE,Catarina,46.6,53.4,,,,,,,
2103109,MA,Cedral,23.3,76.7,,,,,,,
2604304,PE,Cedro,58.4,41.6,,,,,,,
4105102,PR,Centenário do Sul,83.4,16.6,,,,,,,
2907608,BA,Central,48.0,52.1,,,,,,,
3115805,MG,Centralina,90.7,9.3,,,,,,,
2103158,MA,Centro do Guilherme,56.3,43.7,,,,,,,
2103174,MA,Centro Novo do Maranhão,31.3,68.7,,,,,,,
1100056,RO,Cerejeiras,84.7,15.3,,,,,,,
3511409,SP,Cerqueira César,89.6,10.4,,,,,,,
4105201,PR,Cerro Azul,28.4,71.6,,,,,,,
2402709,RN,Cerro Corá,43.4,56.6,,,,,,,
4305173,RS,Cerro Grande do Sul,24.2,75.8,,,,,,,
4305207,RS,Cerro Largo,79.6,20.5,,,,,,,
3511607,SP,Cesário Lange,67.5,32.5,,,,,,,
4105300,PR,Céu Azul,76.0,24.0,,,,,,,
2604403,PE,Chã de Alegria,77.1,22.9,,,,,,,
3116100,MG,Chapada do Norte,37.5,62.5,,,,,,,
5103007,MT,Chapada dos Guimarães,61.9,38.1,,,,,,,
3116159,MG,Chapada Gaúcha,53.3,46.7,,,,,,,
5002951,MS,Chapadão do Sul,85.4,14.6,,,,,,,
3511706,SP,Charqueada,90.7,9.3,,,,,,,
2303907,CE,Chaval,72.7,27.3,,,,,,,
3557204,SP,Chavantes,92.0,8.1,,,,,,,
4105409,PR,Chopinzinho,63.6,36.4,,,,,,,
2303931,CE,Choró,29.5,70.5,,,,,,,
2303956,CE,Chorozinho,60.4,39.6,,,,,,,
2907707,BA,Chorrochó,24.5,75.5,,,,,,,
4105607,PR,Cidade Gaúcha,83.0,17.1,,,,,,,
2103257,MA,Cidelândia,44.1,55.9,,,,,,,
4305454,RS,Cidreira,96.8,3.2,,,,,,,
2907905,BA,Cipó,71.6,28.4,,,,,,,
5103056,MT,Cláudia,76.6,23.5,,,,,,,
4105706,PR,Clevelândia,85.6,14.4,,,,,,,
4204251,SC,Cocal do Sul,83.8,16.3,,,,,,,
5205513,GO,Cocalzinho de Goiás,37.0,63.0,,,,,,,
2908101,BA,Cocos,47.2,52.8,,,,,,,
2702009,AL,Coité do Nóia,34.2,65.8,,,,,,,
1502608,PA,Colares,32.2,67.8,,,,,,,
3512001,SP,Colina,93.4,6.6,,,,,,,
1100064,RO,Colorado do Oeste,73.5,26.5,,,,,,,
5103304,MT,Comodoro,69.2,30.8,,,,,,,
2504405,PB,Conceição,62.3,37.7,,,,,,,
2908309,BA,Conceição do Almeida,44.3,55.7,,,,,,,
3201704,ES,Conceição do Castelo,50.5,49.5,,,,,,,
2103554,MA,Conceição do Lago-Açu,47.6,52.4,,,,,,,
3117504,MG,Conceição do Mato Dentro,68.5,31.5,,,,,,,
3117702,MG,Conceição do Rio Verde,88.5,11.6,,,,,,,
3117801,MG,Conceição dos Ouros,78.2,21.8,,,,,,,
3512308,SP,Conchas,81.0,19.0,,,,,,,
2908705,BA,Condeúba,44.2,55.8,,,,,,,
3117900,MG,Congonhal,74.1,25.9,,,,,,,
4106209,PR,Contenda,58.1,41.9,,,,,,,
4106308,PR,Corbélia,85.7,14.3,,,,,,,
2504801,PB,Coremas,75.4,24.6,,,,,,,
2909109,BA,Coribe,42.9,57.1,,,,,,,
3119203,MG,Coroaci,50.5,49.6,,,,,,,
4204400,SC,Coronel Freitas,59.4,40.6,,,,,,,
2909208,BA,Coronel João Sá,41.3,58.7,,,,,,,
5003157,MS,Coronel Sapucaia,72.6,27.4,,,,,,,
4204558,SC,Correia Pinto,81.3,18.7,,,,,,,
2604700,PE,Correntes,59.3,40.7,,,,,,,
2604809,PE,Cortês,63.5,36.6,,,,,,,
5205802,GO,Corumbá de Goiás,61.9,38.1,,,,,,,
4204509,SC,Corupá,77.0,23.0,,,,,,,
1100080,RO,Costa Marques,54.8,45.2,,,,,,,
5003256,MS,Costa Rica,85.5,14.5,,,,,,,
2909406,BA,Cotegipe,48.8,51.3,,,,,,,
5103379,MT,Cotriguaçu,34.3,65.8,,,,,,,
4306007,RS,Crissiumal,43.5,56.5,,,,,,,
3120201,MG,Cristais,78.4,21.6,,,,,,,
3120508,MG,Cristina,58.3,41.7,,,,,,,
2801702,SE,Cristinápolis,50.5,49.5,,,,,,,
2909703,BA,Cristópolis,23.6,76.4,,,,,,,
5206404,GO,Crixás,78.2,21.8,,,,,,,
2304236,CE,Croatá,53.0,47.1,,,,,,,
2504900,PB,Cruz do Espírito Santo,45.8,54.2,,,,,,,
4106803,PR,Cruz Machado,33.6,66.4,,,,,,,
4306205,RS,Cruzeiro do Sul,60.7,39.3,,,,,,,
3120805,MG,Cruzília,91.1,8.9,,,,,,,
2505105,PB,Cuité,67.4,32.6,,,,,,,
1100940,RO,Cujubim,69.7,30.4,,,,,,,
2604908,PE,Cumaru,46.8,53.2,,,,,,,
1502764,PA,Cumaru do Norte,25.9,74.1,,,,,,,
4204707,SC,Cunha Porã,61.4,38.6,,,,,,,
2203206,PI,Curimatá,65.8,34.2,,,,,,,
1502772,PA,Curionópolis,68.5,31.5,,,,,,,
4107009,PR,Curiúva,68.8,31.2,,,,,,,
1502855,PA,Curuá,47.2,52.8,,,,,,,
2910008,BA,Dário Meira,39.7,60.4,,,,,,,
2103752,MA,Davinópolis,83.4,16.6,,,,,,,
2203305,PI,Demerval Lobão,81.9,18.1,,,,,,,
5003454,MS,Deodápolis,82.8,17.2,,,,,,,
1707009,TO,Dianópolis,86.0,14.0,,,,,,,
4205001,SC,Dionísio Cerqueira,68.8,31.2,,,,,,,
3122009,MG,Divino,56.4,43.6,,,,,,,
3513900,SP,Divinolândia,66.9,33.1,,,,,,,
5003488,MS,Dois Irmãos do Buriti,45.4,54.6,,,,,,,
2702504,AL,Dois Riachos,46.7,53.3,,,,,,,
2910107,BA,Dom Basílio,19.7,80.3,,,,,,,
4306502,RS,Dom Feliciano,23.2,76.8,,,,,,,
2505709,PB,Dona Inês,44.3,55.7,,,,,,,
3123205,MG,Dores do Indaiá,91.6,8.5,,,,,,,
2605152,PE,Dormentes,35.5,64.5,,,,,,,
3514502,SP,Duartina,89.8,10.2,,,,,,,
3301603,RJ,Duas Barras,70.8,29.2,,,,,,,
2103901,MA,Duque Bacelar,50.2,49.9,,,,,,,
5207402,GO,Edéia,84.7,15.3,,,,,,,
3514809,SP,Eldorado,49.2,50.8,,,,,,,
5003751,MS,Eldorado,79.9,20.1,,,,,,,
2203503,PI,Elesbão Veloso,69.8,30.2,,,,,,,
3514908,SP,Elias Fausto,79.6,20.4,,,,,,,
4107504,PR,Engenheiro Beltrão,88.3,11.7,,,,,,,
3123700,MG,Engenheiro Caldas,81.0,19.0,,,,,,,
3515152,SP,Engenheiro Coelho,73.1,26.9,,,,,,,
3301801,RJ,Engenheiro Paulo de Frontin,71.9,28.1,,,,,,,
3123908,MG,Entre Rios de Minas,69.4,30.6,,,,,,,
1301506,AM,Envira,64.6,35.4,,,,,,,
1200252,AC,Epitaciolândia,70.3,29.7,,,,,,,
2900504,BA,Érico Cardoso,18.6,81.4,,,,,,,
3124005,MG,Ervália,52.8,47.2,,,,,,,
2104008,MA,Esperantinópolis,54.4,45.6,,,,,,,
2403509,RN,Espírito Santo,47.7,52.3,,,,,,,
4307500,RS,Espumoso,73.0,27.0,,,,,,,
3124500,MG,Estiva,45.2,54.8,,,,,,,
3557303,SP,Estiva Gerbi,79.8,20.2,,,,,,,
2702553,AL,Estrela de Alagoas,23.4,76.6,,,,,,,
3124906,MG,Eugenópolis,70.3,29.7,,,,,,,
2506103,PB,Fagundes,47.9,52.1,,,,,,,
2304301,CE,Farias Brito,46.7,53.3,,,,,,,
3515400,SP,Fartura,79.9,20.1,,,,,,,
2910750,BA,Fátima,39.2,60.8,,,,,,,
5003801,MS,Fátima do Sul,89.1,10.9,,,,,,,
4107603,PR,Faxinal,78.1,21.9,,,,,,,
4205308,SC,Faxinal dos Guedes,72.4,27.6,,,,,,,
3125705,MG,Felixlândia,77.4,22.7,,,,,,,
4308102,RS,Feliz,76.2,23.8,,,,,,,
5103700,MT,Feliz Natal,74.3,25.7,,,,,,,
2605509,PE,Ferreiros,80.2,19.8,,,,,,,
3125903,MG,Ferros,47.0,53.0,,,,,,,
3125952,MG,Fervedouro,46.0,54.0,,,,,,,
2910859,BA,Filadélfia,53.9,46.1,,,,,,,
5207808,GO,Firminópolis,75.8,24.2,,,,,,,
2702801,AL,Flexeiras,65.1,35.0,,,,,,,
5207907,GO,Flores de Goiás,26.3,73.7,,,,,,,
2911006,BA,Floresta Azul,68.9,31.1,,,,,,,
1503044,PA,Floresta do Araguaia,49.0,51.0,,,,,,,
4108007,PR,Florestópolis,94.0,6.0,,,,,,,
3516002,SP,Flórida Paulista,78.9,21.1,,,,,,,
4308300,RS,Fontoura Xavier,38.3,61.8,,,,,,,
2104099,MA,Formosa da Serra Negra,33.3,66.7,,,,,,,
1708205,TO,Formoso do Araguaia,72.4,27.6,,,,,,,
2104107,MA,Fortaleza dos Nogueiras,60.3,39.7,,,,,,,
2304459,CE,Fortim,64.8,35.2,,,,,,,
2104206,MA,Fortuna,63.0,37.1,,,,,,,
3126505,MG,Francisco Badaró,31.1,68.9,,,,,,,
2304509,CE,Frecheirinha,58.8,41.2,,,,,,,
2605806,PE,Frei Miguelinho,23.7,76.3,,,,,,,
2802304,SE,Frei Paulo,59.2,40.8,,,,,,,
3127008,MG,Fronteira,93.3,6.7,,,,,,,
2204303,PI,Fronteiras,65.6,34.4,,,,,,,
3202207,ES,Fundão,84.5,15.6,,,,,,,
2802403,SE,Gararu,24.8,75.2,,,,,,,
4205704,SC,Garopaba,84.5,15.5,,,,,,,
4205803,SC,Garuva,77.6,22.4,,,,,,,
4108502,PR,General Carneiro,70.0,30.0,,,,,,,
3516903,SP,General Salgado,85.1,14.9,,,,,,,
2911303,BA,Gentio do Ouro,50.4,49.6,,,,,,,
3517000,SP,Getulina,77.4,22.6,,,,,,,
4308904,RS,Getúlio Vargas,85.8,14.2,,,,,,,
2204402,PI,Gilbués,57.6,42.4,,,,,,,
4309001,RS,Giruá,75.6,24.4,,,,,,,
2911402,BA,Glória,18.8,81.3,,,,,,,
2104305,MA,Godofredo Viana,63.2,36.8,,,,,,,
5208400,GO,Goianápolis,90.6,9.4,,,,,,,
1709005,TO,Goiatins,41.0,59.0,,,,,,,
2104404,MA,Gonçalves Dias,44.5,55.6,,,,,,,
3127602,MG,Gouveia,70.5,29.6,,,,,,,
2104503,MA,Governador Archer,65.0,35.0,,,,,,,
4206009,SC,Governador Celso Ramos,94.3,5.8,,,,,,,
2404309,RN,Governador Dix-Sept Rosado,55.0,45.0,,,,,,,
2104552,MA,Governador Edison Lobão,43.8,56.2,,,,,,,
2104602,MA,Governador Eugênio Barros,29.3,70.7,,,,,,,
1101005,RO,Governador Jorge Teixeira,22.5,77.5,,,,,,,
3202256,ES,Governador Lindenberg,38.9,61.1,,,,,,,
2911600,BA,Governador Mangabeira,37.4,62.6,,,,,,,
2104651,MA,Governador Newton Bello,36.0,64.0,,,,,,,
2304657,CE,Graça,38.6,61.4,,,,,,,
3127800,MG,Grão Mogol,35.9,64.1,,,,,,,
4206207,SC,Gravatal,41.8,58.2,,,,,,,
2304905,CE,Groaíras,69.2,30.8,,,,,,,
4206306,SC,Guabiruba,92.6,7.4,,,,,,,
2204501,PI,Guadalupe,95.9,4.2,,,,,,,
3517208,SP,Guaiçara,90.9,9.2,,,,,,,
1301654,AM,Guajará,53.2,46.9,,,,,,,
2911659,BA,Guajeru,20.0,80.1,,,,,,,
2404507,RN,Guamaré,35.5,64.5,,,,,,,
3128105,MG,Guapé,51.7,48.3,,,,,,,
3517505,SP,Guapiaçu,88.5,11.6,,,,,,,
3517604,SP,Guapiara,40.2,59.8,,,,,,,
5209200,GO,Guapó,81.1,18.9,,,,,,,
3517703,SP,Guará,96.8,3.2,,,,,,,
3128204,MG,Guaraciaba,31.5,68.5,,,,,,,
4206405,SC,Guaraciaba,46.9,53.1,,,,,,,
3128303,MG,Guaranésia,90.0,10.0,,,,,,,
4109302,PR,Guaraniaçu,53.5,46.5,,,,,,,
3518503,SP,Guareí,57.8,42.2,,,,,,,
5004106,MS,Guia Lopes da Laguna,84.8,15.3,,,,,,,
2104909,MA,Guimarães,57.2,42.8,,,,,,,
5104203,MT,Guiratinga,82.3,17.7,,,,,,,
2506400,PB,Gurinhém,41.8,58.2,,,,,,,
2911857,BA,Heliópolis,41.2,58.9,,,,,,,
2305209,CE,Hidrolândia,57.2,42.8,,,,,,,
5209705,GO,Hidrolândia,60.2,39.8,,,,,,,
3519055,SP,Holambra,72.4,27.6,,,,,,,
4309605,RS,Horizontina,79.4,20.6,,,,,,,
3519105,SP,Iacanga,87.2,12.9,,,,,,,
5209903,GO,Iaciara,74.8,25.2,,,,,,,
3129301,MG,Iapu,69.5,30.6,,,,,,,
2606507,PE,Iati,42.0,58.0,,,,,,,
2305266,CE,Ibaretama,34.4,65.6,,,,,,,
2703007,AL,Ibateguara,61.6,38.4,,,,,,,
2912004,BA,Ibiassucê,46.8,53.2,,,,,,,
2912202,BA,Ibicoara,63.4,36.6,,,,,,,
2912301,BA,Ibicuí,75.8,24.2,,,,,,,
2305332,CE,Ibicuitinga,50.7,49.3,,,,,,,
2912400,BA,Ibipeba,59.1,40.9,,,,,,,
2912509,BA,Ibipitanga,36.4,63.6,,,,,,,
3519402,SP,Ibirá,92.2,7.8,,,,,,,
3129707,MG,Ibiraci,67.4,32.6,,,,,,,
3202504,ES,Ibiraçu,75.7,24.3,,,,,,,
4206900,SC,Ibirama,85.5,14.5,,,,,,,
2912905,BA,Ibirataia,83.1,16.9,,,,,,,
4310009,RS,Ibirubá,79.5,20.6,,,,,,,
2913002,BA,Ibitiara,22.2,77.8,,,,,,,
2913101,BA,Ibititá,46.7,53.3,,,,,,,
2305357,CE,Icapuí,31.5,68.5,,,,,,,
3130051,MG,Icaraí de Minas,27.8,72.2,,,,,,,
3202603,ES,Iconha,58.1,41.9,,,,,,,
2404606,RN,Ielmo Marinho,12.7,87.3,,,,,,,
2913408,BA,Igaporã,51.7,48.3,,,,,,,
2105153,MA,Igarapé do Meio,49.5,50.5,,,,,,,
2105203,MA,Igarapé Grande,60.4,39.6,,,,,,,
2913457,BA,Igrapiúna,32.0,68.0,,,,,,,
2606903,PE,Iguaraci,51.9,48.1,,,,,,,
5004304,MS,Iguatemi,74.0,26.0,,,,,,,
4207106,SC,Ilhota,63.9,36.1,,,,,,,
3130507,MG,Ilicínea,79.2,20.8,,,,,,,
2506707,PB,Imaculada,44.6,55.4,,,,,,,
4207205,SC,Imaruí,34.3,65.7,,,,,,,
4110078,PR,Imbaú,62.6,37.4,,,,,,,
4310330,RS,Imbé,100.0,0.1,,,,,,,
4110201,PR,Inácio Martins,57.5,42.5,,,,,,,
2607000,PE,Inajá,41.7,58.3,,,,,,,
5209952,GO,Indiara,85.2,14.9,,,,,,,
2802809,SE,Indiaroba,35.3,64.7,,,,,,,
2506806,PB,Ingá,63.8,36.2,,,,,,,
1503408,PA,Inhangapi,27.6,72.4,,,,,,,
2703304,AL,Inhapi,37.4,62.6,,,,,,,
2204709,PI,Inhuma,49.0,51.0,,,,,,,
3131158,MG,Ipaba,89.9,10.1,,,,,,,
3131208,MG,Ipanema,78.2,21.9,,,,,,,
2404705,RN,Ipanguaçu,38.9,61.2,,,,,,,
2305654,CE,Ipaporanga,36.5,63.5,,,,,,,
2305704,CE,Ipaumirim,59.4,40.6,,,,,,,
3520905,SP,Ipaussu,92.1,7.9,,,,,,,
2913804,BA,Ipecaetá,17.2,82.8,,,,,,,
4110508,PR,Ipiranga,34.6,65.5,,,,,,,
4110607,PR,Iporã,78.6,21.4,,,,,,,
3521309,SP,Ipuã,95.9,4.1,,,,,,,
2306009,CE,Iracema,71.6,28.4,,,,,,,
2914307,BA,Iramaia,45.1,54.9,,,,,,,
4110805,PR,Iretama,58.3,41.8,,,,,,,
4207908,SC,Irineópolis,33.7,66.3,,,,,,,
3202652,ES,Irupi,37.9,62.2,,,,,,,
3521705,SP,Itaberá,68.0,32.0,,,,,,,
3131802,MG,Itabirinha,78.3,21.7,,,,,,,
3132107,MG,Itacarambi,77.9,22.1,,,,,,,
2915007,BA,Itaeté,41.6,58.4,,,,,,,
2915106,BA,Itagi,78.2,21.8,,,,,,,
2915205,BA,Itagibá,63.0,37.0,,,,,,,
3202702,ES,Itaguaçu,57.0,43.0,,,,,,,
2915353,BA,Itaguaçu da Bahia,19.7,80.3,,,,,,,
3132206,MG,Itaguara,77.0,23.0,,,,,,,
2205003,PI,Itainópolis,22.8,77.2,,,,,,,
2105351,MA,Itaipava do Grajaú,30.1,70.0,,,,,,,
3132305,MG,Itaipé,41.9,58.1,,,,,,,
3521903,SP,Itajobi,83.4,16.6,,,,,,,
3302056,RJ,Italva,72.8,27.2,,,,,,,
3132909,MG,Itamogi,75.0,25.0,,,,,,,
3133006,MG,Itamonte,68.6,31.4,,,,,,,
3133105,MG,Itanhandu,84.1,15.9,,,,,,,
3133204,MG,Itanhomi,72.3,27.7,,,,,,,
5210901,GO,Itapaci,90.3,9.7,,,,,,,
3133402,MG,Itapagipe,70.0,30.0,,,,,,,
2916203,BA,Itapé,65.3,34.7,,,,,,,
2916302,BA,Itapebi,78.8,21.2,,,,,,,
4111209,PR,Itapejara d'Oeste,66.4,33.7,,,,,,,
2607703,PE,Itapetim,60.7,39.3,,,,,,,
4208401,SC,Itapiranga,49.4,50.6,,,,,,,
2916609,BA,Itapitanga,74.4,25.6,,,,,,,
2306504,CE,Itapiúna,47.4,52.7,,,,,,,
