Código do Município,Sigla da Unidade da Federação,"Municípios e classes de tamanho
da população dos municípios (habitantes)",Urbana,Rural,,,,,,,
4208450,SC,Itapoá,96.0,4.0,,,,,,,
3522802,SP,Itaporanga,75.8,24.2,,,,,,,
2507101,PB,Itapororoca,63.9,36.1,,,,,,,
3522901,SP,Itapuí,95.5,4.5,,,,,,,
5004601,MS,Itaquiraí,40.8,59.2,,,,,,,
2607802,PE,Itaquitinga,76.9,23.1,,,,,,,
3202900,ES,Itarana,37.6,62.4,,,,,,,
2916807,BA,Itarantim,82.5,17.5,,,,,,,
3523305,SP,Itariri,63.9,36.2,,,,,,,
2916856,BA,Itatim,69.6,30.4,,,,,,,
3523503,SP,Itatinga,91.0,9.0,,,,,,,
2306603,CE,Itatira,50.4,49.6,,,,,,,
2507200,PB,Itatuba,58.4,41.6,,,,,,,
3133758,MG,Itaú de Minas,97.4,2.6,,,,,,,
2205102,PI,Itaueira,55.7,44.3,,,,,,,
3134004,MG,Itinga,45.5,54.5,,,,,,,
5104609,MT,Itiquira,38.7,61.3,,,,,,,
3523602,SP,Itirapina,90.2,9.8,,,,,,,
2916906,BA,Itiruçu,75.1,25.0,,,,,,,
2917102,BA,Itororó,90.9,9.1,,,,,,,
2917201,BA,Ituaçu,36.2,63.8,,,,,,,
2917334,BA,Iuiú,48.5,51.5,,,,,,,
4111407,PR,Ivaí,36.1,63.9,,,,,,,
4310801,RS,Ivoti,90.9,9.1,,,,,,,
3134608,MG,Jaboticatubas,62.7,37.3,,,,,,,
2917409,BA,Jacaraci,36.1,63.9,,,,,,,
2507309,PB,Jacaraú,57.6,42.4,,,,,,,
1503754,PA,Jacareacanga,35.0,65.0,,,,,,,
3134707,MG,Jacinto,75.8,24.2,,,,,,,
4208708,SC,Jacinto Machado,48.4,51.6,,,,,,,
3524600,SP,Jacupiranga,54.5,45.6,,,,,,,
4111902,PR,Jaguapitã,84.9,15.1,,,,,,,
2306702,CE,Jaguaretama,47.4,52.6,,,,,,,
4311106,RS,Jaguari,56.9,43.1,,,,,,,
2306801,CE,Jaguaribara,69.4,30.7,,,,,,,
2917805,BA,Jaguaripe,32.2,67.8,,,,,,,
4208807,SC,Jaguaruna,76.3,23.7,,,,,,,
2205201,PI,Jaicós,47.2,52.8,,,,,,,
2917904,BA,Jandaíra,59.5,40.5,,,,,,,
2803302,SE,Japaratuba,46.9,53.1,,,,,,,
2803401,SE,Japoatã,33.3,66.7,,,,,,,
2607950,PE,Jaqueira,61.6,38.4,,,,,,,
4112504,PR,Jardim Alegre,58.2,41.8,,,,,,,
2405603,RN,Jardim de Piranhas,78.5,21.6,,,,,,,
2405702,RN,Jardim do Seridó,81.2,18.8,,,,,,,
4112702,PR,Jataizinho,93.1,6.9,,,,,,,
2608008,PE,Jataúba,58.1,41.9,,,,,,,
2608057,PE,Jatobá,43.6,56.4,,,,,,,
5105002,MT,Jauru,59.0,41.0,,,,,,,
2105476,MA,Jenipapo dos Vieiras,16.3,83.7,,,,,,,
3135506,MG,Jequeri,56.8,43.2,,,,,,,
2703759,AL,Jequiá da Praia,23.9,76.1,,,,,,,
3203106,ES,Jerônimo Monteiro,78.5,21.6,,,,,,,
2307254,CE,Jijoca de Jericoacoara,32.7,67.3,,,,,,,
2918209,BA,Jiquiriçá,39.5,60.5,,,,,,,
2918308,BA,Jitaúna,65.6,34.4,,,,,,,
3136009,MG,Joaíma,68.8,31.2,,,,,,,
3525508,SP,Joanópolis,100.0,-,,,,,,,
3203130,ES,João Neiva,80.7,19.3,,,,,,,
2608206,PE,Joaquim Nabuco,72.9,27.1,,,,,,,
2205409,PI,Joaquim Pires,30.8,69.2,,,,,,,
4112801,PR,Joaquim Távora,76.6,23.4,,,,,,,
3136504,MG,Jordânia,69.9,30.1,,,,,,,
2105609,MA,Joselândia,38.6,61.4,,,,,,,
2507705,PB,Juazeirinho,54.4,45.6,,,,,,,
2608255,PE,Jucati,26.7,73.3,,,,,,,
2918456,BA,Jucuruçu,22.3,77.7,,,,,,,
2406106,RN,Jucurutu,59.7,40.3,,,,,,,
4311205,RS,Júlio de Castilhos,82.3,17.7,,,,,,,
3526001,SP,Junqueirópolis,82.2,17.8,,,,,,,
2608305,PE,Jupi,61.0,39.0,,,,,,,
3526100,SP,Juquiá,63.1,36.9,,,,,,,
2608404,PE,Jurema,60.2,39.8,,,,,,,
2507903,PB,Juripiranga,93.6,6.4,,,,,,,
1302207,AM,Juruá,52.6,47.4,,,,,,,
5105176,MT,Juruena,60.7,39.3,,,,,,,
5105200,MT,Juscimeira,74.4,25.6,,,,,,,
2918506,BA,Jussara,66.8,33.2,,,,,,,
5212204,GO,Jussara,79.4,20.6,,,,,,,
1302306,AM,Jutaí,58.7,41.4,,,,,,,
3137007,MG,Ladainha,25.4,74.6,,,,,,,
5005202,MS,Ladário,94.8,5.3,,,,,,,
2105807,MA,Lago do Junco,36.5,63.5,,,,,,,
2105906,MA,Lago Verde,32.8,67.2,,,,,,,
2704104,AL,Lagoa da Canoa,50.2,49.8,,,,,,,
1711902,TO,Lagoa da Confusão,62.0,38.0,,,,,,,
2608453,PE,Lagoa do Carro,72.7,27.3,,,,,,,
2105922,MA,Lagoa do Mato,40.7,59.3,,,,,,,
2608602,PE,Lagoa do Ouro,49.7,50.3,,,,,,,
2608701,PE,Lagoa dos Gatos,55.3,44.7,,,,,,,
3137403,MG,Lagoa Dourada,56.2,43.8,,,,,,,
3137502,MG,Lagoa Formosa,75.6,24.4,,,,,,,
2105963,MA,Lagoa Grande do Maranhão,52.3,47.7,,,,,,,
2406502,RN,Lagoa Nova,48.6,51.4,,,,,,,
2918753,BA,Lagoa Real,20.2,79.9,,,,,,,
2406700,RN,Lajes,77.7,22.3,,,,,,,
3137700,MG,Lajinha,62.5,37.5,,,,,,,
3137809,MG,Lambari,71.8,28.2,,,,,,,
3203163,ES,Laranja da Terra,32.6,67.4,,,,,,,
4209607,SC,Lauro Muller,77.3,22.7,,,,,,,
4209706,SC,Lebon Régis,63.5,36.5,,,,,,,
2919306,BA,Lençóis,77.5,22.5,,,,,,,
2919405,BA,Licínio de Almeida,50.8,49.2,,,,,,,
2106003,MA,Lima Campos,59.5,40.5,,,,,,,
3138609,MG,Lima Duarte,76.6,23.4,,,,,,,
4209904,SC,Lontras,68.5,31.5,,,,,,,
2106102,MA,Loreto,55.8,44.2,,,,,,,
3527405,SP,Lucélia,86.6,13.4,,,,,,,
2508604,PB,Lucena,86.6,13.5,,,,,,,
3527603,SP,Luís Antônio,96.6,3.4,,,,,,,
4210001,SC,Luiz Alves,31.2,68.8,,,,,,,
3138807,MG,Luz,89.8,10.2,,,,,,,
2919603,BA,Macajuba,61.2,38.8,,,,,,,
2919702,BA,Macarani,79.8,20.2,,,,,,,
3528007,SP,Macatuba,97.0,3.0,,,,,,,
2609105,PE,Machados,62.2,37.8,,,,,,,
2307635,CE,Madalena,49.3,50.7,,,,,,,
2919926,BA,Madre de Deus,97.0,3.0,,,,,,,
2106300,MA,Magalhães de Almeida,51.0,49.0,,,,,,,
2920106,BA,Mairi,57.5,42.5,,,,,,,
2704401,AL,Major Isidoro,49.3,50.8,,,,,,,
3139201,MG,Malacacheta,62.9,37.1,,,,,,,
2920205,BA,Malhada,41.0,59.0,,,,,,,
2803906,SE,Malhador,46.7,53.3,,,,,,,
4113908,PR,Mallet,58.4,41.7,,,,,,,
4114005,PR,Mamborê,64.4,35.7,,,,,,,
2509008,PB,Manaíra,56.0,44.0,,,,,,,
2609154,PE,Manari,21.1,78.9,,,,,,,
1200336,AC,Mâncio Lima,57.5,42.5,,,,,,,
4114104,PR,Mandaguaçu,88.9,11.1,,,,,,,
3139300,MG,Manga,69.9,30.1,,,,,,,
4114401,PR,Mangueirinha,49.2,50.8,,,,,,,
4114500,PR,Manoel Ribas,51.7,48.3,,,,,,,
2920403,BA,Manoel Vitorino,51.2,48.9,,,,,,,
2920452,BA,Mansidão,38.0,62.0,,,,,,,
3203304,ES,Mantenópolis,63.5,36.5,,,,,,,
3139805,MG,Mar de Espanha,91.5,8.5,,,,,,,
5212808,GO,Mara Rosa,74.8,25.2,,,,,,,
1302801,AM,Maraã,49.9,50.1,,,,,,,
2106326,MA,Maracaçumé,82.6,17.4,,,,,,,
3528809,SP,Maracaí,90.7,9.4,,,,,,,
2609204,PE,Maraial,70.0,30.0,,,,,,,
2106375,MA,Maranhãozinho,64.1,35.9,,,,,,,
2920700,BA,Maraú,18.6,81.4,,,,,,,
2704609,AL,Maravilha,50.0,50.1,,,,,,,
5105580,MT,Marcelândia,61.9,38.2,,,,,,,
2920809,BA,Marcionílio Souza,50.6,49.4,,,,,,,
3203346,ES,Marechal Floriano,52.0,48.0,,,,,,,
1200351,AC,Marechal Thaumaturgo,27.9,72.1,,,,,,,
3139904,MG,Maria da Fé,59.0,41.0,,,,,,,
2704807,AL,Maribondo,73.3,26.7,,,,,,,
3203353,ES,Marilândia,50.9,49.2,,,,,,,
4115101,PR,Mariluz,82.8,17.2,,,,,,,
3140159,MG,Mário Campos,94.4,5.6,,,,,,,
4115408,PR,Marmeleiro,63.5,36.5,,,,,,,
3140506,MG,Martinho Campos,87.3,12.7,,,,,,,
2307908,CE,Martinópole,78.4,21.6,,,,,,,
2804003,SE,Maruim,73.7,26.3,,,,,,,
2920908,BA,Mascote,79.8,20.2,,,,,,,
2509206,PB,Massaranduba,34.8,65.3,,,,,,,
4210605,SC,Massaranduba,51.8,48.2,,,,,,,
2106409,MA,Mata Roma,47.1,52.9,,,,,,,
4115606,PR,Matelândia,72.2,27.8,,,,,,,
3140803,MG,Matias Barbosa,96.4,3.7,,,,,,,
2206100,PI,Matias Olímpio,45.8,54.2,,,,,,,
2921054,BA,Matina,31.2,68.8,,,,,,,
3140902,MG,Matipó,78.4,21.6,,,,,,,
3141009,MG,Mato Verde,74.6,25.4,,,,,,,
2106631,MA,Matões do Norte,33.9,66.1,,,,,,,
5105606,MT,Matupá,77.1,22.9,,,,,,,
5213004,GO,Maurilândia,96.5,3.5,,,,,,,
2407500,RN,Maxaranguape,37.3,62.8,,,,,,,
1600402,AP,Mazagão,48.6,51.4,,,,,,,
3302809,RJ,Mendes,98.7,1.3,,,,,,,
3141603,MG,Mercês,70.0,30.0,,,,,,,
2308203,CE,Meruoca,54.2,45.8,,,,,,,
2705200,AL,Messias,91.0,9.1,,,,,,,
2921302,BA,Milagres,75.6,24.4,,,,,,,
2308351,CE,Milhã,45.6,54.4,,,,,,,
3529807,SP,Mineiros do Tietê,95.5,4.5,,,,,,,
1101203,RO,Ministro Andreazza,29.7,70.3,,,,,,,
3142007,MG,Mirabela,76.9,23.1,,,,,,,
3142106,MG,Miradouro,55.3,44.7,,,,,,,
3142205,MG,Miraí,75.3,24.7,,,,,,,
2308377,CE,Miraíma,53.5,46.5,,,,,,,
2609303,PE,Mirandiba,49.9,50.1,,,,,,,
2921401,BA,Mirangaba,48.4,51.6,,,,,,,
1713304,TO,Miranorte,87.4,12.6,,,,,,,
2921450,BA,Mirante,17.2,82.8,,,,,,,
1101302,RO,Mirante da Serra,54.3,45.8,,,,,,,
3530201,SP,Mirante do Paranapanema,58.9,41.1,,,,,,,
2106805,MA,Mirinzal,63.5,36.5,,,,,,,
4116059,PR,Missal,51.8,48.3,,,,,,,
2509404,PB,Mogeiro,44.7,55.3,,,,,,,
2804102,SE,Moita Bonita,41.8,58.2,,,,,,,
4211009,SC,Mondaí,61.6,38.4,,,,,,,
2206407,PI,Monsenhor Gil,51.4,48.6,,,,,,,
2308609,CE,Monsenhor Tabosa,56.0,44.0,,,,,,,
3142700,MG,Montalvânia,64.6,35.5,,,,,,,
3203502,ES,Montanha,75.8,24.2,,,,,,,
2407708,RN,Montanhas,77.7,22.3,,,,,,,
3142809,MG,Monte Alegre de Minas,73.9,26.1,,,,,,,
2804201,SE,Monte Alegre de Sergipe,59.0,41.0,,,,,,,
2206605,PI,Monte Alegre do Piauí,28.8,71.2,,,,,,,
3531506,SP,Monte Azul Paulista,93.6,6.4,,,,,,,
3143005,MG,Monte Belo,69.4,30.7,,,,,,,
1101401,RO,Monte Negro,52.4,47.6,,,,,,,
5213756,GO,Montividiu,81.2,18.8,,,,,,,
2614303,PE,Moreilândia,61.4,38.6,,,,,,,
4116109,PR,Moreira Sales,78.8,21.2,,,,,,,
4116208,PR,Morretes,45.7,54.3,,,,,,,
4211207,SC,Morro da Fumaça,86.0,14.0,,,,,,,
2107100,MA,Morros,37.8,62.2,,,,,,,
2921807,BA,Mortugaba,47.2,52.8,,,,,,,
3532009,SP,Morungaba,85.4,14.6,,,,,,,
4312500,RS,Mostardas,67.2,32.8,,,,,,,
5214002,GO,Mozarlândia,90.7,9.3,,,,,,,
1400308,RR,Mucajaí,60.4,39.6,,,,,,,
2309003,CE,Mucambo,64.3,35.7,,,,,,,
2921906,BA,Mucugê,39.6,60.4,,,,,,,
2309102,CE,Mulungu,36.6,63.5,,,,,,,
2922052,BA,Mulungu do Morro,48.3,51.7,,,,,,,
5005681,MS,Mundo Novo,89.6,10.4,,,,,,,
3203700,ES,Muniz Freire,47.1,52.9,,,,,,,
2922250,BA,Muquém de São Francisco,12.5,87.5,,,,,,,
3203809,ES,Muqui,64.7,35.3,,,,,,,
4312658,RS,Não-Me-Toque,87.6,12.4,,,,,,,
3303104,RJ,Natividade,79.9,20.1,,,,,,,
2509909,PB,Natuba,34.4,65.6,,,,,,,
3532405,SP,Nazaré Paulista,84.8,15.3,,,,,,,
2804409,SE,Neópolis,56.8,43.2,,,,,,,
1303007,AM,Nhamundá,38.4,61.7,,,,,,,
3532603,SP,Nhandeara,81.0,19.0,,,,,,,
2922607,BA,Nilo Peçanha,24.8,75.2,,,,,,,
2107209,MA,Nina Rodrigues,35.6,64.4,,,,,,,
5005806,MS,Nioaque,49.0,51.0,,,,,,,
5105903,MT,Nobres,83.0,17.0,,,,,,,
4312708,RS,Nonoai,75.1,24.9,,,,,,,
2922656,BA,Nordestina,31.7,68.3,,,,,,,
5106109,MT,Nossa Senhora do Livramento,36.5,63.5,,,,,,,
5006002,MS,Nova Alvorada do Sul,74.8,25.2,,,,,,,
4116703,PR,Nova Aurora,76.2,23.8,,,,,,,
5106158,MT,Nova Bandeirantes,34.9,65.1,,,,,,,
1100148,RO,Nova Brasilândia D'Oeste,42.2,57.8,,,,,,,
2922706,BA,Nova Canaã,41.0,59.0,,,,,,,
5106216,MT,Nova Canaã do Norte,56.2,43.8,,,,,,,
5214838,GO,Nova Crixás,64.8,35.2,,,,,,,
3144706,MG,Nova Era,88.0,12.0,,,,,,,
2510105,PB,Nova Floresta,74.9,25.1,,,,,,,
3533007,SP,Nova Granada,92.7,7.3,,,,,,,
4313060,RS,Nova Hartz,83.2,16.8,,,,,,,
1504976,PA,Nova Ipixuna,52.8,47.2,,,,,,,
4117057,PR,Nova Laranjeiras,21.1,78.9,,,,,,,
4117107,PR,Nova Londrina,91.9,8.1,,,,,,,
5106232,MT,Nova Olímpia,90.4,9.6,,,,,,,
1714880,TO,Nova Olinda,69.9,30.1,,,,,,,
2309201,CE,Nova Olinda,68.0,32.0,,,,,,,
2107357,MA,Nova Olinda do Maranhão,62.0,38.0,,,,,,,
4313201,RS,Nova Petrópolis,74.2,25.8,,,,,,,
3145000,MG,Nova Ponte,85.8,14.2,,,,,,,
4117255,PR,Nova Prata do Iguaçu,58.5,41.5,,,,,,,
3145109,MG,Nova Resende,57.6,42.4,,,,,,,
1505007,PA,Nova Timboteua,40.4,59.6,,,,,,,
4211504,SC,Nova Trento,74.9,25.1,,,,,,,
4211603,SC,Nova Veneza,67.1,32.9,,,,,,,
5106257,MT,Nova Xavantina,80.2,19.8,,,,,,,
1303205,AM,Novo Airão,64.5,35.5,,,,,,,
2923035,BA,Novo Horizonte,32.8,67.2,,,,,,,
1100502,RO,Novo Horizonte do Oeste,16.9,83.1,,,,,,,
2705606,AL,Novo Lino,60.8,39.2,,,,,,,
3145356,MG,Novo Oriente de Minas,42.8,57.2,,,,,,,
2923050,BA,Novo Triunfo,49.9,50.2,,,,,,,
2107407,MA,Olho d'Água das Cunhãs,51.6,48.4,,,,,,,
2107456,MA,Olinda Nova do Maranhão,45.4,54.6,,,,,,,
2706000,AL,Olivença,28.4,71.6,,,,,,,
5215306,GO,Orizona,55.8,44.2,,,,,,,
2609808,PE,Orocó,35.0,65.0,,,,,,,
4211751,SC,Otacílio Costa,91.2,8.9,,,,,,,
1505403,PA,Ourém,45.6,54.4,,,,,,,
2706109,AL,Ouro Branco,63.1,37.0,,,,,,,
2923357,BA,Ourolândia,38.6,61.4,,,,,,,
3534906,SP,Pacaembu,73.7,26.3,,,,,,,
1400456,RR,Pacaraima,43.3,56.7,,,,,,,
2804904,SE,Pacatuba,20.5,79.5,,,,,,,
2309805,CE,Pacoti,40.9,59.1,,,,,,,
3146305,MG,Padre Paraíso,61.1,38.9,,,,,,,
3535002,SP,Palestina,83.1,16.9,,,,,,,
2310100,CE,Palmácia,41.3,58.7,,,,,,,
4313656,RS,Palmares do Sul,89.4,10.6,,,,,,,
3535101,SP,Palmares Paulista,97.1,2.9,,,,,,,
2207504,PI,Palmeirais,38.9,61.1,,,,,,,
2107605,MA,Palmeirândia,18.4,81.6,,,,,,,
4117800,PR,Palmital,49.8,50.2,,,,,,,
4212106,SC,Palmitos,61.6,38.4,,,,,,,
3535408,SP,Panorama,97.1,2.9,,,,,,,
3146909,MG,Papagaios,84.1,15.9,,,,,,,
4212205,SC,Papanduva,51.2,48.8,,,,,,,
3535606,SP,Paraibuna,30.2,69.9,,,,,,,
4118006,PR,Paraíso do Norte,94.3,5.7,,,,,,,
3147303,MG,Paraisópolis,82.9,17.1,,,,,,,
2310407,CE,Paramoti,49.0,51.0,,,,,,,
1716208,TO,Paranã,45.7,54.3,,,,,,,
4118105,PR,Paranacity,92.4,7.6,,,,,,,
5106299,MT,Paranaíta,52.9,47.1,,,,,,,
3535804,SP,Paranapanema,81.3,18.7,,,,,,,
2610301,PE,Paranatama,20.4,79.6,,,,,,,
5106307,MT,Paranatinga,76.8,23.2,,,,,,,
5006358,MS,Paranhos,50.7,49.3,,,,,,,
3536000,SP,Parapuã,82.0,18.0,,,,,,,
5216403,GO,Paraúna,73.5,26.5,,,,,,,
2706422,AL,Pariconha,27.2,72.8,,,,,,,
2706448,AL,Paripueira,88.6,11.4,,,,,,,
3536208,SP,Pariquera-Açu,68.6,31.4,,,,,,,
2207603,PI,Parnaguá,52.0,48.0,,,,,,,
2409100,RN,Passa e Fica,60.9,39.1,,,,,,,
3147600,MG,Passa Quatro,76.9,23.1,,,,,,,
2107902,MA,Passagem Franca,59.6,40.4,,,,,,,
2706505,AL,Passo de Camaragibe,49.0,51.0,,,,,,,
2108009,MA,Pastos Bons,68.1,31.9,,,,,,,
3536307,SP,Patrocínio Paulista,80.8,19.2,,,,,,,
2409308,RN,Patu,84.9,15.1,,,,,,,
2923902,BA,Pau Brasil,68.0,32.0,,,,,,,
1303502,AM,Pauini,51.0,49.0,,,,,,,
2108058,MA,Paulino Neves,32.1,68.0,,,,,,,
2510907,PB,Paulista,48.5,51.5,,,,,,,
2207801,PI,Paulistana,53.9,46.1,,,,,,,
2924058,BA,Pé de Serra,37.6,62.4,,,,,,,
4118808,PR,Peabiru,80.8,19.2,,,,,,,
3148608,MG,Peçanha,52.7,47.3,,,,,,,
1600154,AP,Pedra Branca do Amapari,55.4,44.6,,,,,,,
5106372,MT,Pedra Preta,72.3,27.8,,,,,,,
3149101,MG,Pedralva,48.5,51.5,,,,,,,
3149150,MG,Pedras de Maria da Cruz,61.4,38.7,,,,,,,
3537008,SP,Pedregulho,73.8,26.2,,,,,,,
1716505,TO,Pedro Afonso,86.8,13.2,,,,,,,
2924207,BA,Pedro Alexandre,16.4,83.6,,,,,,,
3537206,SP,Pedro de Toledo,68.9,31.1,,,,,,,
2409803,RN,Pedro Velho,51.4,48.7,,,,,,,
1716604,TO,Peixe,50.4,49.6,,,,,,,
2409902,RN,Pendências,78.7,21.3,,,,,,,
3149804,MG,Perdizes,69.0,31.0,,,,,,,
2310803,CE,Pereiro,34.5,65.5,,,,,,,
2108405,MA,Peri Mirim,26.6,73.4,,,,,,,
4118907,PR,Pérola,79.1,20.9,,,,,,,
5216809,GO,Petrolina de Goiás,65.0,35.0,,,,,,,
2706802,AL,Piaçabuçu,60.7,39.3,,,,,,,
2511301,PB,Piancó,72.9,27.1,,,,,,,
2924306,BA,Piatã,42.3,57.7,,,,,,,
1505635,PA,Piçarra,28.2,71.8,,,,,,,
2511400,PB,Picuí,66.5,33.5,,,,,,,
4119103,PR,Piên,40.3,59.8,,,,,,,
2511509,PB,Pilar,68.6,31.4,,,,,,,
2208106,PI,Pimenteiras,40.9,59.1,,,,,,,
2924504,BA,Pindaí,27.6,72.4,,,,,,,
3538105,SP,Pindorama,94.7,5.4,,,,,,,
2310852,CE,Pindoretama,60.4,39.6,,,,,,,
3538204,SP,Pinhalzinho,49.3,50.7,,,,,,,
4212908,SC,Pinhalzinho,83.4,16.6,,,,,,,
4314506,RS,Pinheiro Machado,76.6,23.4,,,,,,,
2924652,BA,Pintadas,56.5,43.5,,,,,,,
2208205,PI,Pio IX,29.9,70.1,,,,,,,
2310902,CE,Piquet Carneiro,48.1,51.9,,,,,,,
3538501,SP,Piquete,93.7,6.3,,,,,,,
3150802,MG,Piranga,34.6,65.4,,,,,,,
3539004,SP,Pirangi,89.7,10.3,,,,,,,
5217203,GO,Piranhas,80.5,19.5,,,,,,,
2108801,MA,Pirapemas,64.1,35.9,,,,,,,
3151107,MG,Pirapetinga,87.8,12.2,,,,,,,
3539103,SP,Pirapora do Bom Jesus,100.0,-,,,,,,,
4314605,RS,Piratini,58.3,41.7,,,,,,,
3539400,SP,Piratininga,85.8,14.3,,,,,,,
3151305,MG,Piraúba,81.2,18.9,,,,,,,
2310951,CE,Pires Ferreira,32.8,67.2,,,,,,,
2924702,BA,Piripá,48.5,51.5,,,,,,,
2511806,PB,Pirpirituba,76.5,23.6,,,,,,,
2511905,PB,Pitimbu,61.0,39.0,,,,,,,
3204203,ES,Piúma,96.3,3.7,,,,,,,
1200385,AC,Plácido de Castro,60.3,39.7,,,,,,,
4119806,PR,Planalto,44.4,55.6,,,,,,,
4314704,RS,Planalto,56.4,43.6,,,,,,,
3151602,MG,Planura,97.2,2.8,,,,,,,
2611200,PE,Poção,62.2,37.8,,,,,,,
2108900,MA,Poção de Pedras,42.5,57.5,,,,,,,
2512002,PB,Pocinhos,56.5,43.5,,,,,,,
2410108,RN,Poço Branco,53.2,46.8,,,,,,,
2707206,AL,Poço das Trincheiras,14.7,85.3,,,,,,,
3151701,MG,Poço Fundo,58.2,41.8,,,,,,,
3540002,SP,Pompéia,93.0,7.0,,,,,,,
5217708,GO,Pontalina,81.2,18.8,,,,,,,
4213401,SC,Ponte Serrada,69.1,30.9,,,,,,,
3152170,MG,Ponto dos Volantes,35.5,64.5,,,,,,,
2925253,BA,Ponto Novo,53.4,46.6,,,,,,,
2311009,CE,Poranga,65.0,35.0,,,,,,,
3304102,RJ,Porciúncula,78.2,21.8,,,,,,,
4120002,PR,Porecatu,80.6,19.4,,,,,,,
2311108,CE,Porteiras,41.1,58.9,,,,,,,
2208502,PI,Porto,63.1,36.9,,,,,,,
1200807,AC,Porto Acre,13.3,86.7,,,,,,,
5106778,MT,Porto Alegre do Norte,48.2,51.8,,,,,,,
4213500,SC,Porto Belo,94.3,5.7,,,,,,,
5106828,MT,Porto Esperidião,38.1,61.9,,,,,,,
3152303,MG,Porto Firme,46.4,53.6,,,,,,,
1600535,AP,Porto Grande,64.3,35.7,,,,,,,
5006903,MS,Porto Murtinho,65.4,34.6,,,,,,,
3304110,RJ,Porto Real,99.4,0.6,,,,,,,
2707503,AL,Porto Real do Colégio,34.2,65.8,,,,,,,
4315107,RS,Porto Xavier,49.4,50.7,,,,,,,
3152402,MG,Poté,59.6,40.4,,,,,,,
2311207,CE,Potengi,55.6,44.4,,,,,,,
3540754,SP,Potim,75.8,24.2,,,,,,,
3540804,SP,Potirendaba,89.9,10.1,,,,,,,
4213708,SC,Pouso Redondo,60.9,39.1,,,,,,,
5107008,MT,Poxoréo,67.8,32.3,,,,,,,
3540903,SP,Pradópolis,92.7,7.4,,,,,,,
3541208,SP,Presidente Bernardes,77.4,22.6,,,,,,,
2925600,BA,Presidente Dutra,65.9,34.1,,,,,,,
4214003,SC,Presidente Getúlio,70.8,29.2,,,,,,,
2925709,BA,Presidente Jânio Quadros,30.8,69.3,,,,,,,
2109205,MA,Presidente Juscelino,35.7,64.3,,,,,,,
3204302,ES,Presidente Kennedy,33.4,66.7,,,,,,,
3153400,MG,Presidente Olegário,70.8,29.2,,,,,,,
2109270,MA,Presidente Sarney,25.0,75.0,,,,,,,
2109304,MA,Presidente Vargas,42.8,57.3,,,,,,,
1506104,PA,Primavera,62.2,37.8,,,,,,,
2611408,PE,Primavera,63.8,36.2,,,,,,,
2109403,MA,Primeira Cruz,30.7,69.3,,,,,,,
4120507,PR,Primeiro de Maio,93.1,6.9,,,,,,,
2512408,PB,Puxinanã,32.6,67.4,,,,,,,
3541703,SP,Quatá,93.8,6.2,,,,,,,
1506112,PA,Quatipuru,42.8,57.2,,,,,,,
3304128,RJ,Quatis,94.0,6.0,,,,,,,
4120804,PR,Quatro Barras,90.4,9.6,,,,,,,
2707602,AL,Quebrangulo,56.4,43.6,,,,,,,
3541901,SP,Queluz,82.0,18.0,,,,,,,
5107065,MT,Querência,45.8,54.2,,,,,,,
4121000,PR,Querência do Norte,65.0,35.0,,,,,,,
4214201,SC,Quilombo,56.1,43.9,,,,,,,
4121208,PR,Quitandinha,28.6,71.4,,,,,,,
2311264,CE,Quiterianópolis,31.7,68.4,,,,,,,
2311355,CE,Quixelô,32.9,67.1,,,,,,,
2311504,CE,Quixeré,61.5,38.5,,,,,,,
3153905,MG,Raposos,94.9,5.2,,,,,,,
4121406,PR,Realeza,72.2,27.8,,,,,,,
4121505,PR,Rebouças,52.9,47.1,,,,,,,
3154101,MG,Recreio,88.1,11.9,,,,,,,
4315404,RS,Redentora,29.4,70.6,,,,,,,
2208809,PI,Regeneração,78.6,21.4,,,,,,,
3542404,SP,Regente Feijó,92.2,7.8,,,,,,,
2512705,PB,Remígio,73.7,26.3,,,,,,,
2311702,CE,Reriutaba,54.4,45.6,,,,,,,
3154200,MG,Resende Costa,80.4,19.6,,,,,,,
3154309,MG,Resplendor,75.1,24.9,,,,,,,
4315503,RS,Restinga Seca,56.7,43.3,,,,,,,
2926103,BA,Retirolândia,55.8,44.2,,,,,,,
2805802,SE,Riachão do Dantas,25.1,74.9,,,,,,,
2611705,PE,Riacho das Almas,45.7,54.3,,,,,,,
5218607,GO,Rialma,93.1,6.9,,,,,,,
2926509,BA,Ribeira do Amparo,13.5,86.5,,,,,,,
3542909,SP,Ribeirão Bonito,92.5,7.5,,,,,,,
3543006,SP,Ribeirão Branco,50.9,49.1,,,,,,,
4121802,PR,Ribeirão Claro,66.4,33.7,,,,,,,
4121901,PR,Ribeirão do Pinhal,81.9,18.1,,,,,,,
2806008,SE,Ribeirópolis,69.5,30.5,,,,,,,
3543709,SP,Rincão,81.2,18.8,,,,,,,
4122008,PR,Rio Azul,35.6,64.4,,,,,,,
3204351,ES,Rio Bananal,38.7,61.3,,,,,,,
4122156,PR,Rio Bonito do Iguaçu,24.3,75.7,,,,,,,
3154903,MG,Rio Casca,79.8,20.2,,,,,,,
3304409,RJ,Rio Claro,79.0,21.0,,,,,,,
2926707,BA,Rio de Contas,48.5,51.5,,,,,,,
2926806,BA,Rio do Antônio,40.5,59.6,,,,,,,
2408953,RN,Rio do Fogo,37.3,62.7,,,,,,,
2926905,BA,Rio do Pires,44.2,55.8,,,,,,,
