AREA Code,AREA,/ITEMS,A1101_Total population (Both sexes)[person],Annotation,A1801_Densely inhabited districts population[person],Annotation,A1802_Densely inhabited districts area[km2],Annotation
15103,Niigata-ken Niigata-shi Chuo-ku,,"183,767",,"182,228",,30.40,
15104,Niigata-ken Niigata-shi Konan-ku,,"68,906",,"30,292",,4.55,
15105,Niigata-ken Niigata-shi Akiha-ku,,"76,843",,"48,689",,10.18,
15106,Niigata-ken Niigata-shi Minami-ku,,"45,685",,"7,816",,1.99,
15107,Niigata-ken Niigata-shi Nishi-ku,,"162,833",,"135,303",,19.73,
15108,Niigata-ken Niigata-shi Nishikan-ku,,"58,218",,"17,055",,4.04,
15202,Niigata-ken Nagaoka-shi,,"275,133",,"132,473",,27.00,
15204,Niigata-ken Sanjo-shi,,"99,192",,"50,608",,11.23,
15205,Niigata-ken Kashiwazaki-shi,,"86,833",,"30,987",,9.15,
15206,Niigata-ken Shibata-shi,,"98,611",,"48,368",,9.71,
15208,Niigata-ken Ojiya-shi,,"36,498",,"12,520",,3.17,
15209,Niigata-ken Kamo-shi,,"27,852",,"17,496",,4.19,
15210,Niigata-ken Tokamachi-shi,,"54,917",,"16,008",,4.08,
15211,Niigata-ken Mitsuke-shi,,"40,608",,"25,179",,5.17,
15212,Niigata-ken Murakami-shi,,"62,442",,"16,279",,4.04,
15213,Niigata-ken Tsubame-shi,,"79,784",,"31,202",,8.35,
15216,Niigata-ken Itoigawa-shi,,"44,162",,"17,970",,5.96,
15217,Niigata-ken Myoko-shi,,"33,199",,"8,809",,2.86,
15218,Niigata-ken Gosen-shi,,"51,404",,"21,748",,5.53,
15222,Niigata-ken Joetsu-shi,,"196,987",,"82,507",,23.13,
15223,Niigata-ken Agano-shi,,"43,415",,"12,040",,2.98,
15224,Niigata-ken Sado-shi,,"57,255",,-,,-,
15225,Niigata-ken Uonuma-shi,,"37,352",,-,,-,
15226,Niigata-ken Minamiuonuma-shi,,"58,568",,"6,466",,1.68,
15227,Niigata-ken Tainai-shi,,"30,198",,-,,-,
15307,Niigata-ken Seiro-machi,,"14,040",,-,,-,
15342,Niigata-ken Yahiko-mura,,"8,209",,-,,-,
15361,Niigata-ken Tagami-machi,,"12,188",,-,,-,
15385,Niigata-ken Aga-machi,,"11,680",,-,,-,
15405,Niigata-ken Izumozaki-machi,,"4,528",,-,,-,
15461,Niigata-ken Yuzawa-machi,,"8,046",,-,,-,
15482,Niigata-ken Tsunan-machi,,"10,029",,-,,-,
15504,Niigata-ken Kariwa-mura,,"4,775",,-,,-,
15581,Niigata-ken Sekikawa-mura,,"5,832",,-,,-,
15586,Niigata-ken Awashimaura-mura,,370,,-,,-,
16201,Toyama-ken Toyama-shi,,"418,686",,"235,868",,57.89,
16202,Toyama-ken Takaoka-shi,,"172,125",,"86,544",,23.55,
16204,Toyama-ken Uozu-shi,,"42,935",,"13,849",,4.21,
16205,Toyama-ken Himi-shi,,"47,992",,"10,561",,3.08,
16206,Toyama-ken Namerikawa-shi,,"32,755",,"6,921",,2.11,
16207,Toyama-ken Kurobe-shi,,"40,991",,-,,-,
16208,Toyama-ken Tonami-shi,,"49,000",,-,,-,
16209,Toyama-ken Oyabe-shi,,"30,399",,"6,386",,1.79,
16210,Toyama-ken Nanto-shi,,"51,327",,-,,-,
16211,Toyama-ken Imizu-shi,,"92,308",,"42,798",,11.35,
16321,Toyama-ken Funahashi-mura,,"2,982",,-,,-,
16322,Toyama-ken Kamiichi-machi,,"20,930",,-,,-,
16323,Toyama-ken Tateyama-machi,,"26,317",,-,,-,
16342,Toyama-ken Nyuzen-machi,,"25,335",,-,,-,
16343,Toyama-ken Asahi-machi,,"12,246",,-,,-,
17201,Ishikawa-ken Kanazawa-shi,,"465,699",,"387,341",,63.18,
17202,Ishikawa-ken Nanao-shi,,"55,325",,"11,455",,3.50,
17203,Ishikawa-ken Komatsu-shi,,"106,919",,"33,617",,8.68,
17204,Ishikawa-ken Wajima-shi,,"27,216",,"8,611",,2.25,
17205,Ishikawa-ken Suzu-shi,,"14,625",,-,,-,
17206,Ishikawa-ken Kaga-shi,,"67,186",,"14,516",,3.88,
17207,Ishikawa-ken Hakui-shi,,"21,729",,"6,054",,2.03,
17209,Ishikawa-ken Kahoku-shi,,"34,219",,-,,-,
17210,Ishikawa-ken Hakusan-shi,,"109,287",,"41,908",,9.13,
17211,Ishikawa-ken Nomi-shi,,"48,881",,"7,029",,1.95,
17212,Ishikawa-ken Nonoichi-shi,,"55,099",,"43,211",,6.89,
17324,Ishikawa-ken Kawakita-machi,,"6,347",,-,,-,
17361,Ishikawa-ken Tsubata-machi,,"36,968",,"17,979",,3.92,
17365,Ishikawa-ken Uchinada-machi,,"26,987",,"22,030",,3.73,
17384,Ishikawa-ken Shika-machi,,"20,422",,-,,-,
17386,Ishikawa-ken Hodatsushimizu-cho,,"13,174",,-,,-,
17407,Ishikawa-ken Nakanoto-machi,,"17,571",,-,,-,
17461,Ishikawa-ken Anamizu-machi,,"8,786",,-,,-,
17463,Ishikawa-ken Noto-cho,,"17,568",,-,,-,
18201,Fukui-ken Fukui-shi,,"265,904",,"177,268",,36.37,
18202,Fukui-ken Tsuruga-shi,,"66,165",,"44,689",,12.04,
18204,Fukui-ken Obama-shi,,"29,670",,"10,279",,3.15,
18205,Fukui-ken Ono-shi,,"33,109",,"13,518",,3.94,
18206,Fukui-ken Katsuyama-shi,,"24,125",,"9,936",,2.95,
18207,Fukui-ken Sabae-shi,,"68,284",,"26,868",,8.13,
18208,Fukui-ken Awara-shi,,"28,729",,"5,038",,1.47,
18209,Fukui-ken Echizen-shi,,"81,524",,"26,244",,7.17,
18210,Fukui-ken Sakai-shi,,"90,280",,"26,748",,6.80,
18322,Fukui-ken Eiheiji-cho,,"19,883",,"5,406",,1.27,
18382,Fukui-ken Ikeda-cho,,"2,638",,-,,-,
18404,Fukui-ken Minamiechizen-cho,,"10,799",,-,,-,
18423,Fukui-ken Echizen-cho,,"21,538",,-,,-,
18442,Fukui-ken Mihama-cho,,"9,914",,-,,-,
18481,Fukui-ken Takahama-cho,,"10,596",,-,,-,
18483,Fukui-ken Ohi-cho,,"8,325",,-,,-,
18501,Fukui-ken Wakasa-cho,,"15,257",,-,,-,
19201,Yamanashi-ken Kofu-shi,,"193,125",,"154,036",,32.28,
19202,Yamanashi-ken Fujiyoshida-shi,,"49,003",,"25,026",,6.53,
19204,Yamanashi-ken Tsuru-shi,,"32,002",,"8,151",,1.76,
19205,Yamanashi-ken Yamanashi-shi,,"35,141",,"5,057",,1.79,
19206,Yamanashi-ken Otsuki-shi,,"25,419",,-,,-,
19207,Yamanashi-ken Nirasaki-shi,,"30,680",,-,,-,
19208,Yamanashi-ken Minamiarupusu-shi,,"70,828",,-,,-,
19209,Yamanashi-ken Hokuto-shi,,"45,111",,-,,-,
19210,Yamanashi-ken Kai-shi,,"74,386",,"52,363",,11.06,
19211,Yamanashi-ken Fuefuki-shi,,"69,559",,-,,-,
19212,Yamanashi-ken Uenohara-shi,,"24,805",,"7,974",,1.87,
19213,Yamanashi-ken Koshu-shi,,"31,671",,-,,-,
19214,Yamanashi-ken Chuo-shi,,"31,124",,"8,206",,1.70,
19346,Yamanashi-ken Ichikawamisato-cho,,"15,673",,-,,-,
19364,Yamanashi-ken Hayakawa-cho,,"1,068",,-,,-,
19365,Yamanashi-ken Minobu-cho,,"12,669",,-,,-,
19366,Yamanashi-ken Nambu-cho,,"8,067",,-,,-,
19368,Yamanashi-ken Fujikawa-cho,,"15,294",,-,,-,
19384,Yamanashi-ken Showa-cho,,"19,505",,-,,-,
19422,Yamanashi-ken Doshi-mura,,"1,743",,-,,-,
19423,Yamanashi-ken Nishikatsura-cho,,"4,342",,-,,-,
19424,Yamanashi-ken Oshino-mura,,"8,968",,-,,-,
19425,Yamanashi-ken Yamanakako-mura,,"5,208",,-,,-,
19429,Yamanashi-ken Narusawa-mura,,"2,921",,-,,-,
19430,Yamanashi-ken Fujikawaguchiko-machi,,"25,329",,-,,-,
19442,Yamanashi-ken Kosuge-mura,,726,,-,,-,
19443,Yamanashi-ken Tabayama-mura,,563,,-,,-,
20201,Nagano-ken Nagano-shi,,"377,598",,"255,665",,48.87,
20202,Nagano-ken Matsumoto-shi,,"243,293",,"146,481",,31.35,
20203,Nagano-ken Ueda-shi,,"156,827",,"47,185",,12.53,
20204,Nagano-ken Okaya-shi,,"50,128",,"41,056",,11.07,
20205,Nagano-ken Iida-shi,,"101,581",,"32,938",,9.37,
20206,Nagano-ken Suwa-shi,,"50,140",,"15,081",,3.89,
20207,Nagano-ken Suzaka-shi,,"50,725",,"23,019",,5.69,
20208,Nagano-ken Komoro-shi,,"42,512",,"5,345",,1.99,
20209,Nagano-ken Ina-shi,,"68,271",,"10,452",,4.33,
20210,Nagano-ken Komagane-shi,,"32,759",,"6,592",,2.05,
20211,Nagano-ken Nakano-shi,,"43,909",,"12,343",,3.09,
20212,Nagano-ken Omachi-shi,,"28,041",,"5,503",,2.10,
20213,Nagano-ken Iiyama-shi,,"21,438",,-,,-,
20214,Nagano-ken Chino-shi,,"55,912",,"11,322",,3.79,
20215,Nagano-ken Shiojiri-shi,,"67,135",,"36,186",,8.31,
20217,Nagano-ken Saku-shi,,"99,368",,"19,176",,5.96,
20218,Nagano-ken Chikuma-shi,,"60,298",,"19,393",,5.98,
20219,Nagano-ken Tomi-shi,,"30,107",,"5,143",,1.66,
20220,Nagano-ken Azumino-shi,,"95,282",,"8,676",,2.38,
20303,Nagano-ken Koumi-machi,,"4,713",,-,,-,
20304,Nagano-ken Kawakami-mura,,"4,607",,-,,-,
20305,Nagano-ken Minamimaki-mura,,"3,408",,-,,-,
20306,Nagano-ken Minamiaiki-mura,,"1,005",,-,,-,
20307,Nagano-ken Kitaaiki-mura,,774,,-,,-,
20309,Nagano-ken Sakuho-machi,,"11,186",,-,,-,
20321,Nagano-ken Karuizawa-machi,,"18,994",,-,,-,
20323,Nagano-ken Miyota-machi,,"15,184",,-,,-,
20324,Nagano-ken Tateshina-machi,,"7,265",,-,,-,
20349,Nagano-ken Aoki-mura,,"4,343",,-,,-,
20350,Nagano-ken Nagawa-machi,,"6,166",,-,,-,
20361,Nagano-ken Shimosuwa-machi,,"20,236",,"16,958",,4.37,
20362,Nagano-ken Fujimi-machi,,"14,493",,-,,-,
20363,Nagano-ken Hara-mura,,"7,566",,-,,-,
20382,Nagano-ken Tatsuno-machi,,"19,770",,-,,-,
20383,Nagano-ken Minowa-machi,,"25,241",,-,,-,
20384,Nagano-ken Iijima-machi,,"9,530",,-,,-,
20385,Nagano-ken Minamiminowa-mura,,"15,063",,-,,-,
20386,Nagano-ken Nakagawa-mura,,"4,850",,-,,-,
20388,Nagano-ken Miyada-mura,,"8,821",,-,,-,
20402,Nagano-ken Matsukawa-machi,,"13,167",,-,,-,
20403,Nagano-ken Takamori-machi,,"13,080",,-,,-,
20404,Nagano-ken Anan-cho,,"4,962",,-,,-,
20407,Nagano-ken Achi-mura,,"6,538",,-,,-,
20409,Nagano-ken Hiraya-mura,,484,,-,,-,
20410,Nagano-ken Neba-mura,,970,,-,,-,
20411,Nagano-ken Shimojo-mura,,"3,851",,-,,-,
20412,Nagano-ken Urugi-mura,,575,,-,,-,
20413,Nagano-ken Tenryu-mura,,"1,365",,-,,-,
20414,Nagano-ken Yasuoka-mura,,"1,702",,-,,-,
20415,Nagano-ken Takagi-mura,,"6,310",,-,,-,
20416,Nagano-ken Toyooka-mura,,"6,592",,-,,-,
20417,Nagano-ken Oshika-mura,,"1,023",,-,,-,
20422,Nagano-ken Agematsu-machi,,"4,670",,-,,-,
20423,Nagano-ken Nagiso-machi,,"4,313",,-,,-,
20425,Nagano-ken Kiso-mura,,"2,926",,-,,-,
20429,Nagano-ken Otaki-mura,,839,,-,,-,
20430,Nagano-ken Okuwa-mura,,"3,825",,-,,-,
20432,Nagano-ken Kiso-machi,,"11,826",,-,,-,
20446,Nagano-ken Omi-mura,,"2,788",,-,,-,
20448,Nagano-ken Ikusaka-mura,,"1,843",,-,,-,
20450,Nagano-ken Yamagata-mura,,"8,395",,-,,-,
20451,Nagano-ken Asahi-mura,,"4,462",,-,,-,
20452,Nagano-ken Chikuhoku-mura,,"4,730",,-,,-,
20481,Nagano-ken Ikeda-machi,,"9,926",,-,,-,
20482,Nagano-ken Matsukawa-mura,,"9,948",,-,,-,
20485,Nagano-ken Hakuba-mura,,"8,929",,-,,-,
20486,Nagano-ken Otari-mura,,"2,904",,-,,-,
20521,Nagano-ken Sakaki-machi,,"14,871",,-,,-,
20541,Nagano-ken Obuse-machi,,"10,702",,-,,-,
20543,Nagano-ken Takayama-mura,,"7,033",,-,,-,
20561,Nagano-ken Yamanouchi-machi,,"12,429",,-,,-,
20562,Nagano-ken Kijimadaira-mura,,"4,658",,-,,-,
20563,Nagano-ken Nozawaonsen-mura,,"3,479",,-,,-,
20583,Nagano-ken Shinano-machi,,"8,469",,-,,-,
20588,Nagano-ken Ogawa-mura,,"2,665",,-,,-,
20590,Nagano-ken Iizuna-machi,,"11,063",,-,,-,
20602,Nagano-ken Sakae-mura,,"1,953",,-,,-,
21201,Gifu-ken Gifu-shi,,"406,735",,"286,484",,54.98,
21202,Gifu-ken Ogaki-shi,,"159,879",,"93,199",,21.46,
21203,Gifu-ken Takayama-shi,,"89,182",,"37,269",,8.19,
21204,Gifu-ken Tajimi-shi,,"110,441",,"59,813",,13.91,
21205,Gifu-ken Seki-shi,,"89,153",,"25,486",,5.71,
21206,Gifu-ken Nakatsugawa-shi,,"78,883",,"7,353",,2.56,
21207,Gifu-ken Mino-shi,,"20,760",,-,,-,
21208,Gifu-ken Mizunami-shi,,"38,730",,"7,473",,1.96,
21209,Gifu-ken Hashima-shi,,"67,337",,"23,571",,5.40,
21210,Gifu-ken Ena-shi,,"51,073",,"5,707",,1.64,
21211,Gifu-ken Minokamo-shi,,"55,384",,"9,949",,2.75,
21212,Gifu-ken Toki-shi,,"57,827",,"24,979",,7.46,
21213,Gifu-ken Kakamigahara-shi,,"144,690",,"84,998",,20.40,
21214,Gifu-ken Kani-shi,,"98,695",,"30,777",,7.39,
21215,Gifu-ken Yamagata-shi,,"27,114",,-,,-,
21216,Gifu-ken Mizuho-shi,,"54,354",,"18,654",,4.26,
21217,Gifu-ken Hida-shi,,"24,696",,"5,400",,1.35,
21218,Gifu-ken Motosu-shi,,"33,995",,-,,-,
21219,Gifu-ken Gujo-shi,,"42,090",,-,,-,
21220,Gifu-ken Gero-shi,,"33,585",,-,,-,
21221,Gifu-ken Kaizu-shi,,"35,206",,-,,-,
21302,Gifu-ken Ginan-cho,,"24,622",,"11,960",,2.77,
21303,Gifu-ken Kasamatsu-cho,,"22,750",,"10,996",,2.58,
21341,Gifu-ken Yoro-cho,,"29,029",,-,,-,
21361,Gifu-ken Tarui-cho,,"27,556",,"13,223",,4.34,
21362,Gifu-ken Sekigahara-cho,,"7,419",,-,,-,
21381,Gifu-ken Godo-cho,,"19,282",,"6,380",,2.97,
21382,Gifu-ken Wanouchi-cho,,"9,973",,-,,-,
21383,Gifu-ken Anpachi-cho,,"14,752",,-,,-,
21401,Gifu-ken Ibigawa-cho,,"21,503",,-,,-,
21403,Gifu-ken Ono-cho,,"23,453",,-,,-,
21404,Gifu-ken Ikeda-cho,,"24,347",,-,,-,
21421,Gifu-ken Kitagata-cho,,"18,169",,"12,692",,2.68,
21501,Gifu-ken Sakahogi-cho,,"8,202",,-,,-,
21502,Gifu-ken Tomika-cho,,"5,564",,-,,-,
21503,Gifu-ken Kawabe-cho,,"10,197",,-,,-,
21504,Gifu-ken Hichiso-cho,,"3,876",,-,,-,
21505,Gifu-ken Yaotsu-cho,,"11,027",,-,,-,
21506,Gifu-ken Shirakawa-cho,,"8,392",,-,,-,
21507,Gifu-ken Higashishirakawa-mura,,"2,261",,-,,-,
21521,Gifu-ken Mitake-cho,,"18,111",,-,,-,
21604,Gifu-ken Shirakawa-mura,,"1,609",,-,,-,
22100,Shizuoka-ken Shizuoka-shi,,"704,989",,"621,501",,103.90,
22101,Shizuoka-ken Shizuoka-shi Aoi-ku,,"253,593",,"215,521",,29.78,
22102,Shizuoka-ken Shizuoka-shi Suruga-ku,,"212,419",,"202,070",,33.24,
22103,Shizuoka-ken Shizuoka-shi Shimizu-ku,,"238,977",,"203,910",,40.88,
22130,Shizuoka-ken Hamamatsu-shi,,"797,980",,"475,253",,85.37,
22131,Shizuoka-ken Hamamatsu-shi Naka-ku,,"237,443",,"231,120",,38.37,
22132,Shizuoka-ken Hamamatsu-shi Higashi-ku,,"128,555",,"79,831",,16.32,
22133,Shizuoka-ken Hamamatsu-shi Nishi-ku,,"111,353",,"53,163",,10.72,
22134,Shizuoka-ken Hamamatsu-shi Minami-ku,,"100,870",,"58,749",,10.64,
22135,Shizuoka-ken Hamamatsu-shi Kita-ku,,"93,567",,"14,070",,2.68,
22136,Shizuoka-ken Hamamatsu-shi Hamakita-ku,,"95,900",,"38,320",,6.63,
22137,Shizuoka-ken Hamamatsu-shi Tenryu-ku,,"30,292",,-,,-,
22203,Shizuoka-ken Numazu-shi,,"195,633",,"164,605",,31.77,
22205,Shizuoka-ken Atami-shi,,"37,544",,"14,134",,2.45,
22206,Shizuoka-ken Mishima-shi,,"110,046",,"85,837",,13.98,
22207,Shizuoka-ken Fujinomiya-shi,,"130,770",,"70,335",,16.32,
22208,Shizuoka-ken Ito-shi,,"68,345",,"28,602",,5.83,
22209,Shizuoka-ken Shimada-shi,,"98,112",,"51,478",,12.03,
22210,Shizuoka-ken Fuji-shi,,"248,399",,"198,008",,49.02,
22211,Shizuoka-ken Iwata-shi,,"167,210",,"69,580",,14.90,
22212,Shizuoka-ken Yaizu-shi,,"139,462",,"78,698",,16.69,
22213,Shizuoka-ken Kakegawa-shi,,"114,602",,"30,122",,6.21,
22214,Shizuoka-ken Fujieda-shi,,"143,605",,"85,167",,15.61,
22215,Shizuoka-ken Gotemba-shi,,"88,078",,"31,399",,5.68,
22216,Shizuoka-ken Fukuroi-shi,,"85,789",,"16,242",,3.84,
22219,Shizuoka-ken Shimoda-shi,,"22,916",,"5,947",,1.28,
22220,Shizuoka-ken Susono-shi,,"52,737",,"19,963",,4.02,
22221,Shizuoka-ken Kosai-shi,,"59,789",,"32,403",,8.19,
22222,Shizuoka-ken Izu-shi,,"31,317",,-,,-,
22223,Shizuoka-ken Omaezaki-shi,,"32,578",,-,,-,
22224,Shizuoka-ken Kikugawa-shi,,"46,763",,"8,445",,2.12,
22225,Shizuoka-ken Izunokuni-shi,,"48,152",,"24,551",,5.11,
22226,Shizuoka-ken Makinohara-shi,,"45,547",,"8,912",,2.37,
22301,Shizuoka-ken Higashiizu-cho,,"12,624",,-,,-,
22302,Shizuoka-ken Kawazu-cho,,"7,303",,-,,-,
22304,Shizuoka-ken Minamiizu-cho,,"8,524",,-,,-,
22305,Shizuoka-ken Matsuzaki-cho,,"6,837",,-,,-,
22306,Shizuoka-ken Nishiizu-cho,,"8,234",,-,,-,
22325,Shizuoka-ken Kannami-cho,,"37,661",,"22,965",,3.73,
22341,Shizuoka-ken Shimizu-cho,,"32,118",,"27,345",,5.55,
22342,Shizuoka-ken Nagaizumi-cho,,"42,331",,"37,095",,6.75,
22344,Shizuoka-ken Oyama-cho,,"19,497",,-,,-,
22424,Shizuoka-ken Yoshida-cho,,"29,093",,"7,654",,1.75,
22429,Shizuoka-ken Kawanehon-cho,,"7,192",,-,,-,
22461,Shizuoka-ken Mori-machi,,"18,528",,-,,-,
23100,Aichi-ken Nagoya-shi,,"2,295,638",,"2,250,106",,279.18,
23101,Aichi-ken Nagoya-shi Chikusa-ku,,"164,696",,"164,696",,18.18,
23102,Aichi-ken Nagoya-shi Higashi-ku,,"78,043",,"78,043",,7.71,
23103,Aichi-ken Nagoya-shi Kita-ku,,"163,579",,"163,579",,17.53,
23104,Aichi-ken Nagoya-shi Nishi-ku,,"149,098",,"149,098",,17.93,
23105,Aichi-ken Nagoya-shi Nakamura-ku,,"133,206",,"133,206",,16.30,
23106,Aichi-ken Nagoya-shi Naka-ku,,"83,203",,"83,203",,9.38,
23107,Aichi-ken Nagoya-shi Showa-ku,,"107,170",,"107,170",,10.94,
23108,Aichi-ken Nagoya-shi Mizuho-ku,,"105,357",,"105,357",,11.22,
23109,Aichi-ken Nagoya-shi Atsuta-ku,,"65,895",,"65,895",,8.20,
23110,Aichi-ken Nagoya-shi Nakagawa-ku,,"220,281",,"213,612",,28.05,
23111,Aichi-ken Nagoya-shi Minato-ku,,"146,745",,"139,186",,32.00,
23112,Aichi-ken Nagoya-shi Minami-ku,,"136,935",,"136,935",,18.46,
23113,Aichi-ken Nagoya-shi Moriyama-ku,,"172,845",,"156,548",,19.06,
23114,Aichi-ken Nagoya-shi Midori-ku,,"241,822",,"232,730",,30.00,
23115,Aichi-ken Nagoya-shi Meito-ku,,"164,080",,"160,213",,16.54,
23116,Aichi-ken Nagoya-shi Tempaku-ku,,"162,683",,"160,635",,17.69,
23201,Aichi-ken Toyohashi-shi,,"374,765",,"265,822",,44.54,
23202,Aichi-ken Okazaki-shi,,"381,051",,"289,249",,50.21,
23203,Aichi-ken Ichinomiya-shi,,"380,868",,"273,842",,50.52,
23204,Aichi-ken Seto-shi,,"129,046",,"95,517",,15.66,
23205,Aichi-ken Handa-shi,,"116,908",,"102,791",,23.66,
23206,Aichi-ken Kasugai-shi,,"306,508",,"271,984",,46.52,
23207,Aichi-ken Toyokawa-shi,,"182,436",,"118,762",,24.33,
23208,Aichi-ken Tsushima-shi,,"63,431",,"30,976",,5.04,
23209,Aichi-ken Hekinan-shi,,"71,346",,"63,766",,17.78,
23210,Aichi-ken Kariya-shi,,"149,765",,"120,449",,21.17,
23211,Aichi-ken Toyota-shi,,"422,542",,"244,914",,41.04,
23212,Aichi-ken Anjo-shi,,"184,140",,"123,674",,17.28,
23213,Aichi-ken Nishio-shi,,"167,990",,"80,028",,16.85,
23214,Aichi-ken Gamagori-shi,,"81,100",,"56,140",,14.77,
23215,Aichi-ken Inuyama-shi,,"74,308",,"35,815",,7.00,
23216,Aichi-ken Tokoname-shi,,"56,547",,"37,975",,9.53,
23217,Aichi-ken Konan-shi,,"98,359",,"55,280",,9.23,
23219,Aichi-ken Komaki-shi,,"149,462",,"116,432",,22.56,
23220,Aichi-ken Inazawa-shi,,"136,867",,"54,346",,7.29,
23221,Aichi-ken Shinshiro-shi,,"47,133",,"9,345",,2.14,
23222,Aichi-ken Tokai-shi,,"111,944",,"100,236",,28.74,
23223,Aichi-ken Obu-shi,,"89,157",,"66,144",,11.05,
23224,Aichi-ken Chita-shi,,"84,617",,"56,252",,16.72,
23225,Aichi-ken Chiryu-shi,,"70,501",,"55,575",,8.10,
23226,Aichi-ken Owariasahi-shi,,"80,787",,"76,938",,13.21,
23227,Aichi-ken Takahama-shi,,"46,236",,"43,013",,9.23,
23228,Aichi-ken Iwakura-shi,,"47,562",,"41,483",,4.94,
23229,Aichi-ken Toyoake-shi,,"69,127",,"57,624",,9.19,
23230,Aichi-ken Nisshin-shi,,"87,977",,"50,513",,6.79,
23231,Aichi-ken Tahara-shi,,"62,364",,"11,370",,2.50,
23232,Aichi-ken Aisai-shi,,"63,088",,"16,061",,2.87,
23233,Aichi-ken Kiyosu-shi,,"67,327",,"57,305",,11.51,
23234,Aichi-ken Kitanagoya-shi,,"84,133",,"72,909",,9.96,
23235,Aichi-ken Yatomi-shi,,"43,269",,"23,113",,4.83,
23236,Aichi-ken Miyoshi-shi,,"61,810",,"36,891",,5.54,
23237,Aichi-ken Ama-shi,,"86,898",,"69,152",,11.84,
23238,Aichi-ken Nagakute-shi,,"57,598",,"43,381",,5.18,
23302,Aichi-ken Togo-cho,,"42,858",,"26,997",,3.53,
23342,Aichi-ken Toyoyama-cho,,"15,177",,"13,891",,4.97,
23361,Aichi-ken Oguchi-cho,,"23,274",,"12,453",,2.29,
23362,Aichi-ken Fuso-cho,,"33,806",,"25,439",,4.68,
23424,Aichi-ken Oharu-cho,,"30,990",,"28,801",,5.45,
23425,Aichi-ken Kanie-cho,,"37,085",,"32,231",,5.18,
23427,Aichi-ken Tobishima-mura,,"4,397",,-,,-,
23441,Aichi-ken Agui-cho,,"27,747",,"6,046",,0.73,
23442,Aichi-ken Higashiura-cho,,"49,230",,"33,009",,5.10,
23445,Aichi-ken Minamichita-cho,,"18,707",,-,,-,
23446,Aichi-ken Mihama-cho,,"23,575",,-,,-,
23447,Aichi-ken Taketoyo-cho,,"42,473",,"30,250",,8.70,
23501,Aichi-ken Kota-cho,,"39,549",,"18,173",,2.82,
23561,Aichi-ken Shitara-cho,,"5,074",,-,,-,
23562,Aichi-ken Toei-cho,,"3,446",,-,,-,
23563,Aichi-ken Toyone-mura,,"1,135",,-,,-,
24201,Mie-ken Tsu-shi,,"279,886",,"133,801",,30.54,
24202,Mie-ken Yokkaichi-shi,,"311,031",,"217,294",,59.55,
24203,Mie-ken Ise-shi,,"127,817",,"58,359",,15.23,
24204,Mie-ken Matsusaka-shi,,"163,863",,"71,932",,14.92,
24205,Mie-ken Kuwana-shi,,"140,303",,"77,836",,15.07,
24207,Mie-ken Suzuka-shi,,"196,403",,"114,564",,27.50,
24208,Mie-ken Nabari-shi,,"78,795",,"43,621",,8.57,
24209,Mie-ken Owase-shi,,"18,009",,"11,023",,3.65,
24210,Mie-ken Kameyama-shi,,"50,254",,"7,873",,2.69,
24211,Mie-ken Toba-shi,,"19,448",,-,,-,
24212,Mie-ken Kumano-shi,,"17,322",,-,,-,
24214,Mie-ken Inabe-shi,,"45,815",,-,,-,
24215,Mie-ken Shima-shi,,"50,341",,-,,-,
24216,Mie-ken Iga-shi,,"90,581",,"18,913",,4.55,
24303,Mie-ken Kisosaki-cho,,"6,357",,-,,-,
24324,Mie-ken Toin-cho,,"25,344",,"12,213",,2.08,
24341,Mie-ken Komono-cho,,"40,210",,"12,651",,2.92,
24343,Mie-ken Asahi-cho,,"10,560",,-,,-,
24344,Mie-ken Kawagoe-cho,,"14,752",,"9,107",,2.26,
24441,Mie-ken Taki-cho,,"14,878",,-,,-,
24442,Mie-ken Meiwa-cho,,"22,586",,-,,-,
24443,Mie-ken Odai-cho,,"9,557",,-,,-,
24461,Mie-ken Tamaki-cho,,"15,431",,-,,-,
24470,Mie-ken Watarai-cho,,"8,309",,-,,-,
24471,Mie-ken Taiki-cho,,"8,939",,-,,-,
24472,Mie-ken Minamiise-cho,,"12,788",,-,,-,
24543,Mie-ken Kihoku-cho,,"16,338",,-,,-,
24561,Mie-ken Mihama-cho,,"8,741",,-,,-,
24562,Mie-ken Kiho-cho,,"11,207",,-,,-,
25201,Shiga-ken Otsu-shi,,"340,973",,"268,627",,38.88,
25202,Shiga-ken Hikone-shi,,"113,679",,"64,905",,13.10,
25203,Shiga-ken Nagahama-shi,,"118,193",,"33,258",,6.95,
25204,Shiga-ken Omihachiman-shi,,"81,312",,"29,639",,5.12,
25206,Shiga-ken Kusatsu-shi,,"137,247",,"103,264",,13.97,
25207,Shiga-ken Moriyama-shi,,"79,859",,"55,052",,9.08,
25208,Shiga-ken Ritto-shi,,"66,749",,"44,491",,6.58,
25209,Shiga-ken Koka-shi,,"90,901",,"17,775",,3.82,
25210,Shiga-ken Yasu-shi,,"49,889",,"23,365",,3.20,
25211,Shiga-ken Konan-shi,,"54,289",,"27,967",,6.74,
25212,Shiga-ken Takashima-shi,,"50,025",,-,,-,
25213,Shiga-ken Higashiomi-shi,,"114,180",,"33,603",,6.43,
25214,Shiga-ken Maibara-shi,,"38,719",,-,,-,
25383,Shiga-ken Hino-cho,,"21,873",,-,,-,
25384,Shiga-ken Ryuo-cho,,"12,434",,-,,-,
25425,Shiga-ken Aisho-cho,,"20,778",,-,,-,
