"","combine","coefficient","se","t","number"
"623","win7_childcare_close+win7_shop_close+win7_restaurant_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.69390749887631,0.192169456211169,-3.61091461961466,6
"624","win7_school_close+win7_childcare_close+win7_shop_close+win7_restaurant_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.761878418506827,0.284521451920108,-2.67775386834718,7
"625","win7_bar_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.539993923424742,0.189007527370097,-2.85699691932045,4
"626","win7_school_close+win7_bar_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.607964843055258,0.29583865669044,-2.05505544764361,5
"627","win7_childcare_close+win7_bar_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.664876906316823,0.187282966532645,-3.55011947229557,5
"628","win7_school_close+win7_childcare_close+win7_bar_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.732847825947339,0.27989541644346,-2.61829162927853,6
"629","win7_shop_close+win7_bar_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.426723926453916,0.19897300282145,-2.1446322888178,5
"630","win7_school_close+win7_shop_close+win7_bar_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.494694846084432,0.30069279028476,-1.64518359624103,6
"631","win7_childcare_close+win7_shop_close+win7_bar_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.551606909345996,0.19861025498659,-2.77733347345654,6
"632","win7_school_close+win7_childcare_close+win7_shop_close+win7_bar_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.619577828976512,0.285905230568158,-2.16707413063158,7
"633","win7_restaurant_close+win7_bar_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.467304694152067,0.203063855380185,-2.30126968325879,5
"634","win7_school_close+win7_restaurant_close+win7_bar_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.535275613782584,0.308465978109944,-1.7352825003988,6
"635","win7_childcare_close+win7_restaurant_close+win7_bar_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.592187677044148,0.203955204694829,-2.90351833840287,6
"636","win7_school_close+win7_childcare_close+win7_restaurant_close+win7_bar_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.660158596674664,0.294930373163757,-2.23835405486745,7
"637","win7_shop_close+win7_restaurant_close+win7_bar_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.354034697181241,0.208936332662707,-1.69446210081982,6
"638","win7_school_close+win7_shop_close+win7_restaurant_close+win7_bar_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.422005616811757,0.310805331813347,-1.35778113698896,7
"639","win7_childcare_close+win7_shop_close+win7_restaurant_close+win7_bar_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.478917680073321,0.211002134231222,-2.26972908031589,7
"640","win7_school_close+win7_childcare_close+win7_shop_close+win7_restaurant_close+win7_bar_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.546888599703838,0.298223629228364,-1.8338204826991,8
"641","win7_worship_close+win7_sports_outdoor_close",-0.155117406886843,0.157996091175397,-0.981780028435272,2
"642","win7_school_close+win7_worship_close+win7_sports_outdoor_close",-0.223088326517359,0.260805280994157,-0.855382704165248,3
"643","win7_childcare_close+win7_worship_close+win7_sports_outdoor_close",-0.280000389778923,0.175066929018252,-1.59939053794524,3
"644","win7_school_close+win7_childcare_close+win7_worship_close+win7_sports_outdoor_close",-0.34797130940944,0.255293808398406,-1.36302290914319,4
"645","win7_shop_close+win7_worship_close+win7_sports_outdoor_close",-0.0418474099160166,0.171065829767053,-0.244627521305697,3
"646","win7_school_close+win7_shop_close+win7_worship_close+win7_sports_outdoor_close",-0.109818329546533,0.267113048668968,-0.411130531038303,4
"647","win7_childcare_close+win7_shop_close+win7_worship_close+win7_sports_outdoor_close",-0.166730392808097,0.188292050566166,-0.885488220595418,4
"648","win7_school_close+win7_childcare_close+win7_shop_close+win7_worship_close+win7_sports_outdoor_close",-0.234701312438613,0.262696836990276,-0.893430294508271,5
