CBSA_code,MSA,Median,Under18,y18to24,y25to34,y35to44,y45to54,y55to64,y65to74,y75,,,,,,,,,
47380,"Waco, TX",32.7,"59,745 ","33,482 ","30,379 ","26,815 ","30,205 ","25,021 ","15,188 ","14,071 ",,,,,,,,,
47580,"Warner Robins, GA",34.5,"37,491 ","13,333 ","19,992 ","18,918 ","21,205 ","14,390 ","8,463 ","6,108 ",,,,,,,,,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",36.1,"1,332,270 ","515,655 ","855,574 ","840,542 ","853,242 ","627,097 ","319,808 ","237,982 ",,,,,,,,,
47940,"Waterloo-Cedar Falls, IA",35.8,"36,974 ","24,238 ","21,190 ","18,302 ","21,891 ","20,559 ","12,260 ","12,405 ",,,,,,,,,
48140,"Wausau, WI",39.4,"32,869 ","10,513 ","16,363 ","17,712 ","20,965 ","16,653 ","9,675 ","9,313 ",,,,,,,,,
48300,"Wenatchee-East Wenatchee, WA",38.4,"28,534 ","9,457 ","13,111 ","13,033 ","15,833 ","14,298 ","8,857 ","7,761 ",,,,,,,,,
48540,"Wheeling, WV-OH",43.6,"29,212 ","13,156 ","16,377 ","17,771 ","22,811 ","22,177 ","13,120 ","13,326 ",,,,,,,,,
48620,"Wichita, KS",35.0,"168,294 ","58,900 ","84,480 ","76,417 ","89,427 ","70,518 ","37,967 ","37,058 ",,,,,,,,,
48660,"Wichita Falls, TX",35.2,"35,036 ","19,912 ","20,314 ","17,456 ","21,339 ","16,706 ","10,774 ","9,769 ",,,,,,,,,
48700,"Williamsport, PA",41.1,"24,212 ","12,819 ","12,818 ","14,012 ","17,788 ","15,350 ","9,417 ","9,695 ",,,,,,,,,
48900,"Wilmington, NC",40.5,"72,463 ","36,027 ","46,901 ","46,120 ","49,884 ","51,916 ","35,596 ","23,408 ",,,,,,,,,
49020,"Winchester, VA-WV",39.1,"30,882 ","11,172 ","15,621 ","17,729 ","19,796 ","15,744 ","9,972 ","7,556 ",,,,,,,,,
49180,"Winston-Salem, NC",38.7,"114,611 ","44,153 ","57,650 ","65,021 ","71,255 ","58,871 ","36,097 ","30,059 ",,,,,,,,,
49340,"Worcester, MA",39.2,"187,231 ","76,644 ","92,556 ","113,226 ","130,690 ","96,170 ","51,473 ","50,562 ",,,,,,,,,
49420,"Yakima, WA",32.2,"74,038 ","24,180 ","31,918 ","29,431 ","30,343 ","25,199 ","15,199 ","12,923 ",,,,,,,,,
49620,"York-Hanover, PA",40.1,"102,014 ","35,996 ","50,384 ","60,442 ","69,306 ","55,773 ","32,701 ","28,356 ",,,,,,,,,
49660,"Youngstown-Warren-Boardman, OH-PA",42.8,"123,199 ","47,793 ","59,678 ","67,974 ","86,616 ","79,638 ","49,057 ","51,818 ",,,,,,,,,
49700,"Yuba City, CA",33.4,"47,102 ","16,649 ","23,079 ","20,855 ","22,290 ","17,672 ","10,671 ","8,574 ",,,,,,,,,
49740,"Yuma, AZ",33.8,"55,185 ","21,155 ","24,195 ","22,944 ","22,598 ","19,028 ","17,377 ","13,269 ",,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,In micropolitan statistical area,39.3,"7,193,908 ","3,080,718 ","3,646,467 ","3,761,466 ","4,502,965 ","3,994,810 ","2,600,932 ","2,162,286 ",,,,,,,,,
10020,"Abbeville, LA",36.4,"15,477 ","5,040 ","7,520 ","7,261 ","8,695 ","6,498 ","4,038 ","3,470 ",,,,,,,,,
10100,"Aberdeen, SD",39.3,"9,450 ","4,147 ","4,899 ","4,432 ","5,933 ","4,985 ","3,089 ","3,667 ",,,,,,,,,
10140,"Aberdeen, WA",41.9,"15,724 ","6,252 ","8,560 ","8,606 ","10,883 ","10,923 ","6,869 ","4,980 ",,,,,,,,,
10220,"Ada, OK",35.7,"8,759 ","4,912 ","4,799 ","4,159 ","4,993 ","4,300 ","3,006 ","2,564 ",,,,,,,,,
10300,"Adrian, MI",40.0,"23,128 ","9,466 ","11,036 ","12,985 ","15,241 ","13,456 ","7,847 ","6,733 ",,,,,,,,,
10460,"Alamogordo, NM",36.5,"15,961 ","6,634 ","8,263 ","7,117 ","8,747 ","7,523 ","5,493 ","4,059 ",,,,,,,,,
10540,"Albany-Lebanon, OR",39.2,"28,173 ","9,891 ","14,341 ","14,148 ","16,347 ","15,781 ","9,948 ","8,043 ",,,,,,,,,
10620,"Albemarle, NC",40.5,"13,733 ","5,567 ","6,648 ","8,162 ","9,038 ","7,930 ","5,311 ","4,196 ",,,,,,,,,
10660,"Albert Lea, MN",44.2,"6,872 ","2,254 ","3,329 ","3,495 ","4,779 ","4,217 ","3,036 ","3,273 ",,,,,,,,,
10700,"Albertville, AL",38.2,"23,259 ","8,142 ","11,364 ","12,179 ","13,008 ","11,205 ","8,013 ","5,849 ",,,,,,,,,
10760,"Alexander City, AL",42.8,"11,589 ","4,191 ","5,545 ","6,831 ","8,054 ","7,782 ","5,267 ","3,896 ",,,,,,,,,
10820,"Alexandria, MN",43.1,"7,876 ","2,922 ","4,125 ","3,855 ","5,330 ","4,832 ","3,627 ","3,442 ",,,,,,,,,
10860,"Alice, TX",34.9,"11,758 ","3,835 ","4,887 ","4,867 ","5,482 ","4,677 ","2,920 ","2,412 ",,,,,,,,,
10880,"Allegan, MI",39.2,"29,224 ","8,575 ","12,201 ","14,691 ","18,121 ","14,158 ","8,140 ","6,298 ",,,,,,,,,
10940,"Alma, MI",38.7,"9,117 ","4,819 ","5,414 ","5,585 ","6,297 ","4,973 ","3,209 ","3,062 ",,,,,,,,,
10980,"Alpena, MI",45.6,"6,189 ","2,180 ","2,916 ","3,233 ","5,020 ","4,295 ","2,978 ","2,787 ",,,,,,,,,
11060,"Altus, OK",34.6,"6,907 ","2,839 ","3,604 ","3,205 ","3,550 ","2,918 ","1,880 ","1,543 ",,,,,,,,,
11140,"Americus, GA",34.3,"9,804 ","4,752 ","4,647 ","4,619 ","4,874 ","4,333 ","2,733 ","2,067 ",,,,,,,,,
11220,"Amsterdam, NY",40.8,"11,801 ","4,107 ","5,732 ","6,122 ","7,403 ","6,725 ","3,751 ","4,578 ",,,,,,,,,
11380,"Andrews, TX",33.4,"4,312 ","1,414 ","1,962 ","1,780 ","2,156 ","1,499 ",895 ,768 ,,,,,,,,,
11420,"Angola, IN",40.2,"7,835 ","3,602 ","3,494 ","4,321 ","5,100 ","4,743 ","2,992 ","2,098 ",,,,,,,,,
11580,"Arcadia, FL",38.1,"7,835 ","3,707 ","4,607 ","4,173 ","4,348 ","3,964 ","3,567 ","2,661 ",,,,,,,,,
11620,"Ardmore, OK",38.6,"14,541 ","4,341 ","7,072 ","7,024 ","8,198 ","7,108 ","4,829 ","3,867 ",,,,,,,,,
11660,"Arkadelphia, AR",33.5,"4,480 ","4,946 ","2,370 ","2,360 ","2,898 ","2,531 ","1,764 ","1,646 ",,,,,,,,,
11740,"Ashland, OH",39.3,"12,676 ","5,475 ","5,879 ","6,324 ","7,596 ","6,773 ","4,516 ","3,900 ",,,,,,,,,
11780,"Ashtabula, OH",41.0,"24,007 ","8,007 ","11,052 ","13,098 ","15,807 ","13,649 ","8,438 ","7,439 ",,,,,,,,,
11820,"Astoria, OR",43.2,"7,601 ","3,289 ","4,251 ","4,085 ","5,494 ","6,159 ","3,470 ","2,690 ",,,,,,,,,
11860,"Atchison, KS",36.3,"4,093 ","2,395 ","1,764 ","1,850 ","2,337 ","1,884 ","1,324 ","1,277 ",,,,,,,,,
11900,"Athens, OH",26.3,"10,249 ","20,810 ","7,643 ","6,168 ","6,980 ","6,369 ","3,661 ","2,877 ",,,,,,,,,
11940,"Athens, TN",41.6,"11,795 ","4,208 ","5,691 ","6,863 ","7,795 ","7,101 ","5,084 ","3,729 ",,,,,,,,,
11980,"Athens, TX",42.8,"17,842 ","6,214 ","8,179 ","9,113 ","11,214 ","10,938 ","8,707 ","6,325 ",,,,,,,,,
12140,"Auburn, IN",38.1,"11,136 ","3,425 ","4,933 ","5,567 ","6,518 ","5,104 ","3,029 ","2,511 ",,,,,,,,,
12180,"Auburn, NY",41.5,"17,298 ","6,972 ","9,424 ","10,328 ","13,132 ","10,637 ","6,192 ","6,043 ",,,,,,,,,
12300,"Augusta-Waterville, ME",42.8,"25,308 ","10,485 ","13,291 ","15,857 ","20,516 ","17,734 ","10,019 ","8,941 ",,,,,,,,,
12380,"Austin, MN",39.2,"9,883 ","3,161 ","4,710 ","4,479 ","5,522 ","4,590 ","2,874 ","3,944 ",,,,,,,,,
12460,"Bainbridge, GA",37.7,"7,082 ","2,592 ","3,351 ","3,544 ","4,063 ","3,331 ","2,146 ","1,733 ",,,,,,,,,
12660,"Baraboo, WI",40.0,"14,767 ","4,662 ","7,734 ","8,044 ","9,545 ","7,936 ","4,769 ","4,519 ",,,,,,,,,
12740,"Barre, VT",42.3,"12,320 ","5,418 ","6,427 ","7,901 ","9,856 ","8,995 ","4,606 ","4,011 ",,,,,,,,,
12780,"Bartlesville, OK",41.1,"11,953 ","4,202 ","5,786 ","5,788 ","7,515 ","6,649 ","4,534 ","4,549 ",,,,,,,,,
12820,"Bastrop, LA",39.1,"6,918 ","2,412 ","3,393 ","3,204 ","4,046 ","3,696 ","2,214 ","2,096 ",,,,,,,,,
12860,"Batavia, NY",41.5,"13,259 ","5,527 ","6,544 ","7,648 ","10,052 ","7,659 ","4,782 ","4,608 ",,,,,,,,,
12900,"Batesville, AR",39.0,"8,792 ","3,301 ","4,379 ","4,616 ","5,246 ","4,583 ","3,136 ","2,594 ",,,,,,,,,
13060,"Bay City, TX",38.4,"9,671 ","3,187 ","4,215 ","4,075 ","5,607 ","4,698 ","2,974 ","2,275 ",,,,,,,,,
13100,"Beatrice, NE",43.7,"5,125 ","1,580 ","2,276 ","2,532 ","3,527 ","2,945 ","2,003 ","2,323 ",,,,,,,,,
13180,"Beaver Dam, WI",40.7,"19,579 ","6,831 ","11,432 ","12,151 ","14,830 ","10,685 ","6,571 ","6,680 ",,,,,,,,,
13220,"Beckley, WV",41.1,"16,380 ","6,297 ","10,082 ","10,357 ","11,210 ","11,872 ","6,732 ","5,929 ",,,,,,,,,
13260,"Bedford, IN",41.6,"10,872 ","3,289 ","5,094 ","5,875 ","7,056 ","6,386 ","4,188 ","3,374 ",,,,,,,,,
13300,"Beeville, TX",35.4,"6,989 ","3,558 ","5,204 ","4,680 ","4,700 ","3,294 ","1,885 ","1,551 ",,,,,,,,,
13340,"Bellefontaine, OH",39.9,"11,619 ","3,424 ","5,142 ","5,768 ","7,015 ","6,130 ","3,759 ","3,001 ",,,,,,,,,
13420,"Bemidji, MN",33.2,"11,108 ","6,498 ","5,458 ","4,448 ","5,904 ","5,272 ","3,041 ","2,713 ",,,,,,,,,
13500,"Bennettsville, SC",38.8,"6,323 ","2,437 ","4,173 ","4,065 ","4,375 ","3,781 ","2,243 ","1,536 ",,,,,,,,,
13540,"Bennington, VT",45.1,"7,603 ","3,222 ","3,392 ","4,282 ","6,041 ","5,590 ","3,562 ","3,433 ",,,,,,,,,
13620,"Berlin, NH-VT",46.6,"7,449 ","2,626 ","3,734 ","4,885 ","6,682 ","6,366 ","3,993 ","3,626 ",,,,,,,,,
13660,"Big Rapids, MI",34.0,"8,546 ","8,950 ","4,263 ","4,072 ","5,218 ","5,172 ","3,843 ","2,734 ",,,,,,,,,
13700,"Big Spring, TX",38.5,"7,857 ","3,668 ","4,676 ","4,161 ","6,092 ","3,943 ","2,444 ","2,171 ",,,,,,,,,
13860,"Bishop, CA",45.6,"3,900 ","1,241 ","2,020 ","1,969 ","2,961 ","2,920 ","1,818 ","1,717 ",,,,,,,,,
13940,"Blackfoot, ID",31.8,"15,048 ","3,827 ","5,793 ","5,131 ","5,799 ","4,795 ","2,890 ","2,324 ",,,,,,,,,
14100,"Bloomsburg-Berwick, PA",40.4,"16,430 ","12,487 ","8,604 ","10,114 ","12,491 ","11,230 ","7,102 ","7,104 ",,,,,,,,,
14140,"Bluefield, WV-VA",42.8,"21,967 ","9,071 ","12,268 ","13,246 ","15,539 ","16,281 ","10,206 ","8,764 ",,,,,,,,,
14180,"Blytheville, AR",34.9,"13,104 ","4,196 ","5,972 ","5,599 ","6,567 ","5,357 ","3,183 ","2,502 ",,,,,,,,,
14220,"Bogalusa, LA",38.7,"11,863 ","3,856 ","5,843 ","5,568 ","6,977 ","6,225 ","3,919 ","2,917 ",,,,,,,,,
14300,"Bonham, TX",41.0,"7,503 ","2,801 ","4,098 ","4,321 ","5,119 ","4,308 ","3,187 ","2,578 ",,,,,,,,,
14340,"Boone, IA",40.8,"6,279 ","2,001 ","3,143 ","3,056 ","4,110 ","3,523 ","2,056 ","2,138 ",,,,,,,,,
14380,"Boone, NC",28.4,"7,074 ","16,263 ","5,243 ","4,669 ","5,744 ","5,757 ","3,630 ","2,699 ",,,,,,,,,
14420,"Borger, TX",37.8,"5,828 ","1,734 ","2,740 ","2,564 ","3,181 ","2,837 ","1,667 ","1,599 ",,,,,,,,,
14580,"Bozeman, MT",32.5,"18,733 ","14,198 ","15,159 ","11,184 ","11,897 ","9,872 ","4,668 ","3,802 ",,,,,,,,,
14620,"Bradford, PA",41.5,"9,149 ","4,028 ","4,855 ","5,772 ","6,620 ","5,645 ","3,714 ","3,667 ",,,,,,,,,
14660,"Brainerd, MN",43.9,"20,575 ","6,509 ","9,804 ","9,905 ","13,537 ","13,144 ","10,096 ","7,497 ",,,,,,,,,
14700,"Branson, MO",44.5,"17,459 ","6,918 ","8,551 ","9,520 ","11,953 ","12,456 ","10,511 ","6,509 ",,,,,,,,,
14780,"Brenham, TX",41.6,"7,450 ","3,566 ","3,457 ","3,666 ","4,813 ","4,567 ","3,122 ","3,077 ",,,,,,,,,
14820,"Brevard, NC",48.8,"5,832 ","2,778 ","2,949 ","3,372 ","4,493 ","5,127 ","4,636 ","3,903 ",,,,,,,,,
14940,"Brigham City, UT",30.6,"16,978 ","4,088 ","7,070 ","5,607 ","6,148 ","4,521 ","3,009 ","2,554 ",,,,,,,,,
15020,"Brookhaven, MS",37.8,"9,103 ","2,881 ","4,257 ","4,353 ","4,972 ","4,359 ","2,608 ","2,336 ",,,,,,,,,
15060,"Brookings, OR",53.5,"3,511 ","1,209 ","1,692 ","1,984 ","3,346 ","4,361 ","3,561 ","2,700 ",,,,,,,,,
15100,"Brookings, SD",26.3,"6,038 ","9,129 ","4,421 ","2,995 ","3,358 ","2,854 ","1,615 ","1,555 ",,,,,,,,,
15140,"Brownsville, TN",39.2,"4,810 ","1,551 ","2,193 ","2,224 ","2,894 ","2,532 ","1,425 ","1,158 ",,,,,,,,,
15220,"Brownwood, TX",40.1,"9,121 ","3,457 ","4,254 ","4,380 ","5,314 ","4,976 ","3,705 ","2,899 ",,,,,,,,,
15340,"Bucyrus, OH",41.9,"10,133 ","3,276 ","4,789 ","5,447 ","6,462 ","5,881 ","4,134 ","3,662 ",,,,,,,,,
15420,"Burley, ID",33.6,"13,480 ","3,620 ","5,164 ","4,701 ","5,528 ","4,605 ","3,174 ","2,749 ",,,,,,,,,
15460,"Burlington, IA-IL",42.4,"10,836 ","3,468 ","5,454 ","5,475 ","7,173 ","6,622 ","4,381 ","4,247 ",,,,,,,,,
15580,"Butte-Silver Bow, MT",41.3,"7,184 ","3,693 ","3,858 ","3,856 ","5,317 ","4,678 ","2,974 ","2,640 ",,,,,,,,,
15620,"Cadillac, MI",41.4,"11,564 ","3,546 ","5,185 ","5,653 ","7,442 ","6,414 ","4,348 ","3,432 ",,,,,,,,,
15660,"Calhoun, GA",36.0,"14,875 ","4,845 ","7,104 ","8,005 ","7,752 ","6,182 ","3,934 ","2,489 ",,,,,,,,,
15700,"Cambridge, MD",43.3,"7,068 ","2,564 ","3,537 ","3,872 ","5,181 ","4,625 ","3,186 ","2,585 ",,,,,,,,,
15740,"Cambridge, OH",40.9,"9,615 ","3,139 ","4,406 ","4,987 ","6,056 ","5,458 ","3,576 ","2,850 ",,,,,,,,,
15780,"Camden, AR",42.3,"7,247 ","2,552 ","3,366 ","3,573 ","4,919 ","4,457 ","2,832 ","2,542 ",,,,,,,,,
15820,"Campbellsville, KY",39.4,"5,465 ","2,844 ","2,795 ","2,823 ","3,577 ","3,085 ","2,170 ","1,753 ",,,,,,,,,
15860,"Cañon City, CO",43.6,"8,211 ","3,318 ","6,366 ","6,454 ","7,485 ","6,746 ","4,586 ","3,658 ",,,,,,,,,
15900,"Canton, IL",41.9,"7,753 ","2,949 ","4,574 ","4,771 ","5,450 ","4,880 ","3,361 ","3,331 ",,,,,,,,,
16060,"Carbondale, IL",29.1,"10,738 ","14,977 ","8,653 ","5,901 ","6,692 ","6,255 ","3,560 ","3,442 ",,,,,,,,,
16100,"Carlsbad-Artesia, NM",37.3,"14,035 ","4,698 ","6,802 ","6,283 ","7,757 ","6,713 ","3,917 ","3,624 ",,,,,,,,,
16260,"Cedar City, UT",26.8,"13,944 ","7,690 ","6,717 ","4,590 ","4,621 ","4,068 ","2,728 ","1,805 ",,,,,,,,,
16340,"Cedartown, GA",36.2,"11,046 ","3,779 ","5,270 ","5,308 ","5,783 ","4,754 ","3,204 ","2,331 ",,,,,,,,,
16380,"Celina, OH",39.4,"10,773 ","3,169 ","4,492 ","4,727 ","6,134 ","5,215 ","3,040 ","3,264 ",,,,,,,,,
16420,"Central City, KY",40.9,"6,821 ","2,745 ","3,768 ","4,164 ","4,676 ","4,215 ","2,891 ","2,219 ",,,,,,,,,
16460,"Centralia, IL",41.4,"9,238 ","3,221 ","4,353 ","4,524 ","5,938 ","5,240 ","3,593 ","3,330 ",,,,,,,,,
16500,"Centralia, WA",41.5,"17,460 ","6,311 ","8,470 ","8,569 ","10,971 ","10,598 ","7,285 ","5,791 ",,,,,,,,,
16540,"Chambersburg, PA",40.1,"35,740 ","11,958 ","17,271 ","19,660 ","21,638 ","18,672 ","12,932 ","11,747 ",,,,,,,,,
16660,"Charleston-Mattoon, IL",33.4,"12,540 ","13,564 ","7,415 ","6,530 ","8,297 ","7,306 ","4,658 ","4,611 ",,,,,,,,,
16900,"Chester, SC",40.3,"7,928 ","2,819 ","3,597 ","4,365 ","5,105 ","4,491 ","2,797 ","2,038 ",,,,,,,,,
17060,"Chillicothe, OH",39.8,"17,585 ","6,113 ","10,073 ","11,224 ","12,756 ","9,793 ","6,052 ","4,468 ",,,,,,,,,
17200,"Claremont, NH",43.9,"9,202 ","3,009 ","4,527 ","5,784 ","7,347 ","6,656 ","3,971 ","3,246 ",,,,,,,,,
17220,"Clarksburg, WV",42.0,"20,362 ","6,956 ","11,263 ","12,290 ","14,559 ","13,285 ","8,239 ","7,242 ",,,,,,,,,
17260,"Clarksdale, MS",32.8,"7,664 ","2,854 ","3,144 ","2,927 ","3,490 ","2,886 ","1,716 ","1,470 ",,,,,,,,,
17340,"Clearlake, CA",45.0,"13,672 ","4,975 ","6,603 ","7,095 ","10,255 ","10,625 ","6,553 ","4,887 ",,,,,,,,,
17380,"Cleveland, MS",34.0,"8,643 ","4,335 ","4,441 ","3,891 ","4,485 ","4,237 ","2,322 ","1,791 ",,,,,,,,,
17500,"Clewiston, FL",32.8,"10,886 ","4,265 ","5,576 ","5,266 ","5,008 ","3,648 ","2,608 ","1,883 ",,,,,,,,,
17540,"Clinton, IA",41.4,"11,590 ","3,995 ","5,391 ","5,788 ","7,740 ","6,345 ","4,210 ","4,057 ",,,,,,,,,
17580,"Clovis, NM",31.5,"13,717 ","5,429 ","7,235 ","5,728 ","6,108 ","4,633 ","2,976 ","2,550 ",,,,,,,,,
17700,"Coffeyville, KS",39.9,"8,399 ","3,442 ","4,065 ","3,901 ","5,052 ","4,456 ","3,120 ","3,036 ",,,,,,,,,
17740,"Coldwater, MI",39.8,"10,836 ","3,632 ","5,410 ","5,902 ","7,044 ","5,765 ","3,788 ","2,871 ",,,,,,,,,
17940,"Columbia, TN",38.4,"19,657 ","6,661 ","10,734 ","10,290 ","12,524 ","10,611 ","5,858 ","4,621 ",,,,,,,,,
18060,"Columbus, MS",36.0,"15,055 ","6,450 ","7,644 ","7,384 ","8,500 ","7,042 ","4,193 ","3,511 ",,,,,,,,,
18100,"Columbus, NE",38.2,"8,514 ","2,546 ","3,860 ","3,782 ","4,881 ","3,852 ","2,347 ","2,455 ",,,,,,,,,
18180,"Concord, NH",41.4,"31,946 ","13,055 ","16,161 ","19,841 ","25,270 ","20,164 ","10,467 ","9,541 ",,,,,,,,,
18220,"Connersville, IN",40.8,"5,818 ","1,796 ","2,711 ","3,097 ","3,412 ","3,399 ","2,165 ","1,879 ",,,,,,,,,
18260,"Cookeville, TN",38.4,"23,067 ","13,267 ","12,527 ","13,096 ","14,387 ","13,367 ","9,417 ","6,914 ",,,,,,,,,
18300,"Coos Bay, OR",47.3,"11,930 ","4,846 ","6,499 ","6,339 ","9,492 ","10,451 ","7,553 ","5,933 ",,,,,,,,,
18340,"Corbin, KY",38.1,"8,509 ","3,938 ","4,058 ","4,572 ","5,040 ","4,436 ","3,009 ","2,075 ",,,,,,,,,
18380,"Cordele, GA",38.1,"6,122 ","2,016 ","2,739 ","2,836 ","3,289 ","3,164 ","1,760 ","1,513 ",,,,,,,,,
18420,"Corinth, MS",39.2,"9,021 ","2,914 ","4,561 ","4,885 ","5,157 ","4,631 ","3,400 ","2,488 ",,,,,,,,,
18460,"Cornelia, GA",38.6,"10,304 ","3,837 ","5,402 ","5,666 ","5,929 ","5,304 ","3,745 ","2,854 ",,,,,,,,,
18500,"Corning, NY",41.4,"23,198 ","7,687 ","10,944 ","12,364 ","15,449 ","13,630 ","8,220 ","7,498 ",,,,,,,,,
18620,"Corsicana, TX",37.1,"12,923 ","4,259 ","5,464 ","5,898 ","6,617 ","5,711 ","3,856 ","3,007 ",,,,,,,,,
18660,"Cortland, NY",35.8,"10,411 ","8,588 ","5,249 ","5,635 ","7,044 ","5,951 ","3,460 ","2,998 ",,,,,,,,,
18740,"Coshocton, OH",40.8,"8,879 ","2,867 ","4,115 ","4,545 ","5,579 ","4,924 ","3,302 ","2,690 ",,,,,,,,,
18820,"Crawfordsville, IN",39.4,"9,139 ","3,690 ","4,195 ","4,789 ","5,815 ","4,568 ","3,231 ","2,697 ",,,,,,,,,
18860,"Crescent City, CA",39.1,"6,138 ","2,519 ","4,081 ","3,832 ","4,450 ","3,717 ","2,153 ","1,720 ",,,,,,,,,
18900,"Crossville, TN",48.3,"10,679 ","3,711 ","5,073 ","6,123 ","7,478 ","8,436 ","8,647 ","5,906 ",,,,,,,,,
18940,"Crowley, LA",35.7,"16,863 ","5,811 ","7,760 ","7,405 ","9,110 ","6,938 ","4,404 ","3,482 ",,,,,,,,,
18980,"Cullman, AL",39.9,"18,641 ","6,920 ","9,578 ","10,350 ","11,787 ","10,320 ","7,400 ","5,410 ",,,,,,,,,
19020,"Culpeper, VA",38.2,"12,085 ","3,628 ","5,741 ","6,667 ","7,348 ","5,522 ","3,347 ","2,351 ",,,,,,,,,
19220,"Danville, KY",40.0,"12,258 ","4,970 ","5,910 ","7,136 ","7,743 ","6,869 ","4,579 ","3,709 ",,,,,,,,,
19300,"Daphne-Fairhope-Foley, AL",41.1,"41,898 ","13,834 ","20,956 ","23,553 ","26,921 ","24,535 ","17,803 ","12,765 ",,,,,,,,,
19540,"Decatur, IN",34.0,"10,714 ","2,944 ","3,938 ","3,942 ","4,396 ","3,703 ","2,303 ","2,447 ",,,,,,,,,
19580,"Defiance, OH",39.4,"9,603 ","3,398 ","4,473 ","4,743 ","5,818 ","5,145 ","3,129 ","2,728 ",,,,,,,,,
19620,"Del Rio, TX",32.3,"14,564 ","5,083 ","6,399 ","6,285 ","5,665 ","4,831 ","3,391 ","2,661 ",,,,,,,,,
19700,"Deming, NM",39.5,"6,645 ","2,179 ","2,604 ","2,643 ","3,014 ","3,103 ","2,684 ","2,223 ",,,,,,,,,
19760,"DeRidder, LA",36.6,"9,295 ","3,010 ","4,737 ","4,741 ","4,990 ","4,259 ","2,759 ","1,863 ",,,,,,,,,
19860,"Dickinson, ND",38.7,"5,324 ","3,016 ","3,230 ","2,609 ","3,797 ","2,980 ","1,776 ","2,250 ",,,,,,,,,
19900,"Dillon, SC",36.7,"8,574 ","2,910 ","3,907 ","3,911 ","4,573 ","4,028 ","2,400 ","1,759 ",,,,,,,,,
19940,"Dixon, IL",42.0,"7,734 ","2,916 ","4,232 ","4,696 ","5,985 ","4,824 ","2,932 ","2,712 ",,,,,,,,,
19980,"Dodge City, KS",30.4,"10,470 ","3,664 ","4,926 ","4,205 ","4,175 ","3,031 ","1,640 ","1,737 ",,,,,,,,,
20060,"Douglas, GA",34.5,"13,531 ","5,188 ","6,952 ","7,053 ","6,874 ","5,552 ","3,398 ","2,183 ",,,,,,,,,
20140,"Dublin, GA",38.4,"14,565 ","4,877 ","7,275 ","7,696 ","8,473 ","7,255 ","4,609 ","3,664 ",,,,,,,,,
20180,"DuBois, PA",42.9,"16,296 ","6,444 ","9,291 ","11,280 ","13,150 ","10,923 ","7,346 ","6,912 ",,,,,,,,,
20300,"Dumas, TX",30.7,"6,999 ","2,151 ","3,081 ","2,794 ","2,740 ","2,032 ","1,119 ",988 ,,,,,,,,,
20340,"Duncan, OK",40.6,"10,824 ","3,438 ","5,395 ","5,109 ","6,606 ","5,878 ","4,090 ","3,708 ",,,,,,,,,
20380,"Dunn, NC",33.5,"31,827 ","11,618 ","16,292 ","16,448 ","14,937 ","11,609 ","7,063 ","4,884 ",,,,,,,,,
20420,"Durango, CO",38.4,"10,512 ","6,072 ","6,902 ","6,415 ","7,956 ","7,498 ","3,632 ","2,347 ",,,,,,,,,
20460,"Durant, OK",37.2,"9,913 ","4,954 ","5,348 ","4,932 ","5,526 ","5,063 ","3,836 ","2,844 ",,,,,,,,,
20540,"Dyersburg, TN",39.3,"9,552 ","3,037 ","4,452 ","5,088 ","5,753 ","4,936 ","3,162 ","2,355 ",,,,,,,,,
20580,"Eagle Pass, TX",30.0,"18,323 ","5,547 ","6,463 ","6,907 ","6,139 ","5,152 ","3,226 ","2,501 ",,,,,,,,,
20620,"East Liverpool-Salem, OH",42.3,"23,584 ","8,223 ","11,989 ","13,976 ","17,055 ","15,221 ","9,377 ","8,416 ",,,,,,,,,
20660,"Easton, MD",47.4,"7,375 ","2,508 ","3,459 ","4,209 ","5,555 ","5,718 ","4,894 ","4,064 ",,,,,,,,,
20700,"East Stroudsburg, PA",40.3,"40,574 ","17,683 ","15,889 ","22,756 ","29,431 ","21,808 ","12,623 ","9,078 ",,,,,,,,,
20780,"Edwards, CO",34.1,"14,622 ","5,138 ","10,895 ","10,117 ","8,655 ","6,495 ","2,642 ",943 ,,,,,,,,,
20820,"Effingham, IL",39.2,"8,442 ","2,908 ","4,164 ","4,013 ","5,350 ","4,169 ","2,643 ","2,553 ",,,,,,,,,
20900,"El Campo, TX",37.2,"11,072 ","3,576 ","5,020 ","4,755 ","5,871 ","4,967 ","3,125 ","2,894 ",,,,,,,,,
20980,"El Dorado, AR",40.1,"10,061 ","3,229 ","4,965 ","5,100 ","6,266 ","5,537 ","3,398 ","3,083 ",,,,,,,,,
21020,"Elizabeth City, NC",39.2,"14,525 ","6,745 ","7,560 ","7,970 ","9,606 ","8,005 ","5,493 ","4,190 ",,,,,,,,,
21120,"Elk City, OK",35.4,"5,338 ","2,160 ","3,438 ","2,794 ","3,191 ","2,385 ","1,450 ","1,363 ",,,,,,,,,
21220,"Elko, NV",33.7,"14,711 ","4,762 ","6,719 ","6,603 ","7,721 ","5,889 ","2,882 ","1,518 ",,,,,,,,,
21260,"Ellensburg, WA",31.9,"7,484 ","9,438 ","4,777 ","4,110 ","5,072 ","4,822 ","3,064 ","2,148 ",,,,,,,,,
21380,"Emporia, KS",33.6,"8,555 ","5,664 ","4,575 ","3,909 ","4,839 ","4,134 ","2,451 ","2,353 ",,,,,,,,,
