CBSA_code,MSA,Median,Under18,y18to24,y25to34,y35to44,y45to54,y55to64,y65to74,y75,,,,,,,,,
34140,"Moscow, ID",28.3,"6,969 ","9,451 ","5,224 ","3,624 ","4,214 ","3,904 ","2,148 ","1,710 ",,,,,,,,,
34180,"Moses Lake, WA",32.1,"27,225 ","8,915 ","11,689 ","10,672 ","10,825 ","9,263 ","5,852 ","4,679 ",,,,,,,,,
34220,"Moultrie, GA",34.8,"12,584 ","4,349 ","5,926 ","5,989 ","5,835 ","4,952 ","3,337 ","2,526 ",,,,,,,,,
34260,"Mountain Home, AR",50.6,"7,506 ","2,454 ","3,616 ","4,089 ","5,649 ","6,540 ","6,396 ","5,263 ",,,,,,,,,
34300,"Mountain Home, ID",30.0,"7,675 ","3,450 ","4,238 ","3,159 ","3,365 ","2,435 ","1,583 ","1,133 ",,,,,,,,,
34340,"Mount Airy, NC",41.2,"17,217 ","5,490 ","7,866 ","10,201 ","10,885 ","9,764 ","6,750 ","5,500 ",,,,,,,,,
34380,"Mount Pleasant, MI",25.1,"12,634 ","22,405 ","8,007 ","6,365 ","7,616 ","6,457 ","3,704 ","3,123 ",,,,,,,,,
34420,"Mount Pleasant, TX",32.5,"9,883 ","3,163 ","4,132 ","4,199 ","3,945 ","3,281 ","2,071 ","1,660 ",,,,,,,,,
34460,"Mount Sterling, KY",38.8,"10,830 ","3,536 ","5,485 ","6,190 ","6,497 ","5,754 ","3,552 ","2,552 ",,,,,,,,,
34500,"Mount Vernon, IL",41.0,"10,527 ","3,899 ","5,762 ","5,904 ","6,882 ","6,351 ","4,213 ","3,746 ",,,,,,,,,
34540,"Mount Vernon, OH",38.3,"14,701 ","7,161 ","6,471 ","7,173 ","8,830 ","7,598 ","4,861 ","4,126 ",,,,,,,,,
34660,"Murray, KY",34.0,"6,712 ","7,782 ","4,439 ","3,836 ","4,512 ","4,290 ","3,200 ","2,420 ",,,,,,,,,
34700,"Muscatine, IA",38.5,"14,107 ","4,215 ","6,492 ","6,840 ","8,170 ","6,761 ","3,967 ","3,580 ",,,,,,,,,
34780,"Muskogee, OK",37.6,"17,511 ","6,592 ","9,234 ","8,440 ","10,019 ","8,786 ","5,611 ","4,797 ",,,,,,,,,
34860,"Nacogdoches, TX",29.8,"15,061 ","12,984 ","7,962 ","6,616 ","7,551 ","6,728 ","4,131 ","3,491 ",,,,,,,,,
35020,"Natchez, MS-LA",39.8,"12,428 ","4,464 ","6,727 ","6,236 ","8,093 ","7,029 ","4,318 ","3,824 ",,,,,,,,,
35060,"Natchitoches, LA",33.3,"9,600 ","6,083 ","4,838 ","4,245 ","4,812 ","4,659 ","2,935 ","2,394 ",,,,,,,,,
35100,"New Bern, NC",38.2,"28,765 ","14,247 ","15,987 ","13,908 ","17,299 ","16,173 ","11,370 ","9,053 ",,,,,,,,,
35140,"Newberry, SC",39.9,"8,544 ","3,748 ","4,191 ","4,598 ","5,368 ","5,100 ","3,372 ","2,587 ",,,,,,,,,
35220,"New Castle, IN",41.4,"11,044 ","3,841 ","5,626 ","6,710 ","7,674 ","6,566 ","4,327 ","3,674 ",,,,,,,,,
35260,"New Castle, PA",43.6,"19,352 ","7,464 ","9,423 ","10,970 ","13,990 ","12,781 ","8,014 ","9,114 ",,,,,,,,,
35340,"New Iberia, LA",35.6,"19,842 ","6,943 ","9,335 ","8,915 ","11,008 ","8,283 ","4,990 ","3,924 ",,,,,,,,,
35420,"New Philadelphia-Dover, OH",40.9,"21,964 ","7,074 ","10,672 ","11,324 ","13,949 ","12,427 ","7,762 ","7,410 ",,,,,,,,,
35460,"Newport, TN",42.9,"7,651 ","2,690 ","3,803 ","4,709 ","5,553 ","5,291 ","3,623 ","2,342 ",,,,,,,,,
35500,"Newton, IA",41.6,"8,417 ","2,582 ","4,367 ","4,727 ","5,889 ","4,771 ","3,076 ","3,013 ",,,,,,,,,
35580,"New Ulm, MN",43.3,"5,698 ","2,357 ","2,748 ","2,715 ","4,117 ","3,359 ","2,126 ","2,773 ",,,,,,,,,
35700,"Nogales, AZ",35.6,"14,560 ","4,012 ","4,801 ","5,760 ","6,443 ","5,620 ","3,691 ","2,533 ",,,,,,,,,
35740,"Norfolk, NE",38.2,"12,296 ","4,456 ","5,779 ","5,293 ","7,462 ","5,692 ","3,431 ","3,862 ",,,,,,,,,
35820,"North Platte, NE",39.4,"9,428 ","2,899 ","4,551 ","4,406 ","5,386 ","5,036 ","2,944 ","2,940 ",,,,,,,,,
35860,"North Vernon, IN",38.4,"7,530 ","2,353 ","3,111 ","4,082 ","4,332 ","3,516 ","2,246 ","1,355 ",,,,,,,,,
35900,"North Wilkesboro, NC",42.4,"15,536 ","4,963 ","7,416 ","9,196 ","10,785 ","9,666 ","6,820 ","4,958 ",,,,,,,,,
35940,"Norwalk, OH",38.4,"15,667 ","4,658 ","7,021 ","7,734 ","8,998 ","7,464 ","4,397 ","3,687 ",,,,,,,,,
36020,"Oak Harbor, WA",43.2,"16,294 ","6,876 ","9,144 ","8,465 ","10,981 ","12,307 ","8,494 ","5,945 ",,,,,,,,,
36060,"Oak Hill, WV",43.0,"9,456 ","3,597 ","5,362 ","5,831 ","6,910 ","7,081 ","4,090 ","3,712 ",,,,,,,,,
36180,"Ocean Pines, MD",48.1,"9,423 ","3,448 ","4,678 ","5,746 ","7,999 ","8,199 ","6,774 ","5,187 ",,,,,,,,,
36300,"Ogdensburg-Massena, NY",37.5,"23,805 ","16,767 ","12,524 ","13,280 ","16,132 ","13,883 ","8,384 ","7,169 ",,,,,,,,,
36340,"Oil City, PA",44.3,"11,832 ","3,999 ","5,655 ","6,467 ","8,978 ","8,169 ","5,119 ","4,765 ",,,,,,,,,
36380,"Okeechobee, FL",38.6,"9,584 ","3,645 ","5,058 ","4,968 ","5,401 ","4,549 ","3,902 ","2,889 ",,,,,,,,,
36460,"Olean, NY",40.7,"18,801 ","7,736 ","8,525 ","9,467 ","12,356 ","11,013 ","6,538 ","5,881 ",,,,,,,,,
36580,"Oneonta, NY",40.9,"11,618 ","10,094 ","5,748 ","6,702 ","9,242 ","8,574 ","5,450 ","4,831 ",,,,,,,,,
36620,"Ontario, OR-ID",36.5,"14,488 ","4,829 ","6,692 ","6,536 ","7,061 ","6,174 ","4,506 ","3,650 ",,,,,,,,,
36660,"Opelousas-Eunice, LA",36.8,"22,680 ","7,427 ","10,014 ","9,668 ","12,159 ","9,984 ","6,382 ","5,070 ",,,,,,,,,
36700,"Orangeburg, SC",38.1,"21,439 ","11,477 ","10,415 ","10,211 ","12,938 ","12,287 ","7,919 ","5,815 ",,,,,,,,,
36820,"Oskaloosa, IA",38.9,"5,441 ","2,167 ","2,612 ","2,578 ","3,226 ","2,759 ","1,718 ","1,880 ",,,,,,,,,
36860,"Ottawa-Streator, IL",41.5,"35,652 ","12,266 ","17,743 ","18,826 ","24,240 ","20,108 ","12,931 ","13,142 ",,,,,,,,,
36900,"Ottumwa, IA",39.8,"8,119 ","3,435 ","4,323 ","4,159 ","5,150 ","4,583 ","2,840 ","3,016 ",,,,,,,,,
36940,"Owatonna, MN",38.5,"9,650 ","2,596 ","4,506 ","4,759 ","5,449 ","4,346 ","2,589 ","2,681 ",,,,,,,,,
37020,"Owosso, MI",40.3,"17,059 ","6,020 ","7,656 ","9,222 ","11,341 ","9,245 ","5,588 ","4,517 ",,,,,,,,,
37060,"Oxford, MS",27.7,"8,760 ","12,741 ","6,617 ","4,873 ","5,069 ","4,333 ","2,748 ","2,210 ",,,,,,,,,
37140,"Paducah, KY-IL",42.2,"22,005 ","7,203 ","11,305 ","12,384 ","15,139 ","13,712 ","9,025 ","7,989 ",,,,,,,,,
37220,"Pahrump, NV",48.4,"9,088 ","2,743 ","3,573 ","4,416 ","6,661 ","7,164 ","6,656 ","3,645 ",,,,,,,,,
37260,"Palatka, FL",43.4,"16,785 ","6,061 ","7,747 ","7,987 ","11,014 ","10,700 ","7,965 ","6,105 ",,,,,,,,,
37300,"Palestine, TX",39.1,"11,475 ","4,695 ","9,237 ","9,506 ","9,397 ","6,810 ","4,181 ","3,157 ",,,,,,,,,
37420,"Pampa, TX",38.9,"5,807 ","1,782 ","3,029 ","3,007 ","3,352 ","2,726 ","1,941 ","1,820 ",,,,,,,,,
37500,"Paragould, AR",37.9,"10,590 ","3,662 ","5,204 ","5,683 ","5,921 ","4,996 ","3,434 ","2,600 ",,,,,,,,,
37540,"Paris, TN",44.3,"7,028 ","2,234 ","3,315 ","3,882 ","4,778 ","4,729 ","3,674 ","2,690 ",,,,,,,,,
37580,"Paris, TX",39.7,"12,095 ","4,551 ","5,505 ","6,276 ","6,954 ","6,136 ","4,655 ","3,621 ",,,,,,,,,
37660,"Parsons, KS",40.5,"5,262 ","1,926 ","2,325 ","2,457 ","3,262 ","2,788 ","1,824 ","1,763 ",,,,,,,,,
37740,"Payson, AZ",47.9,"11,471 ","3,769 ","4,501 ","5,156 ","7,517 ","8,733 ","7,255 ","5,195 ",,,,,,,,,
37780,"Pecos, TX",35.4,"3,142 ","1,564 ","2,121 ","2,026 ","1,962 ","1,314 ",894 ,760 ,,,,,,,,,
37800,"Pella, IA",38.6,"8,362 ","3,398 ","3,590 ","3,929 ","4,860 ","3,978 ","2,622 ","2,570 ",,,,,,,,,
37820,"Pendleton-Hermiston, OR",35.8,"23,390 ","7,939 ","11,302 ","11,026 ","11,705 ","10,622 ","6,093 ","4,985 ",,,,,,,,,
37940,"Peru, IN",39.5,"8,393 ","3,069 ","4,678 ","5,227 ","5,622 ","4,766 ","2,811 ","2,337 ",,,,,,,,,
38020,"Phoenix Lake-Cedar Ridge, CA",47.3,"9,682 ","4,228 ","6,077 ","6,018 ","8,597 ","9,469 ","6,187 ","5,107 ",,,,,,,,,
38100,"Picayune, MS",38.9,"13,732 ","5,191 ","6,386 ","7,018 ","7,991 ","7,380 ","4,904 ","3,232 ",,,,,,,,,
38180,"Pierre, SD",40.1,"4,758 ","1,381 ","2,611 ","2,523 ","3,169 ","2,792 ","1,473 ","1,281 ",,,,,,,,,
38200,"Pierre Part, LA",38.9,"5,756 ","2,104 ","2,834 ","2,960 ","3,635 ","2,987 ","1,803 ","1,342 ",,,,,,,,,
38260,"Pittsburg, KS",32.6,"8,725 ","6,825 ","5,005 ","4,107 ","4,794 ","4,215 ","2,707 ","2,756 ",,,,,,,,,
38380,"Plainview, TX",32.2,"10,434 ","4,080 ","4,790 ","4,453 ","4,645 ","3,436 ","2,251 ","2,184 ",,,,,,,,,
38420,"Platteville, WI",36.4,"10,886 ","8,690 ","5,384 ","5,220 ","7,067 ","5,987 ","3,917 ","4,057 ",,,,,,,,,
38460,"Plattsburgh, NY",39.1,"15,890 ","11,087 ","10,157 ","10,646 ","13,394 ","10,002 ","5,901 ","5,051 ",,,,,,,,,
38500,"Plymouth, IN",38.4,"12,649 ","3,776 ","5,242 ","5,892 ","6,846 ","5,742 ","3,523 ","3,381 ",,,,,,,,,
38580,"Point Pleasant, WV-OH",41.1,"13,284 ","4,666 ","6,804 ","7,065 ","9,059 ","7,786 ","5,480 ","4,114 ",,,,,,,,,
38620,"Ponca City, OK",39.3,"11,781 ","3,942 ","5,490 ","5,003 ","6,503 ","5,911 ","4,073 ","3,859 ",,,,,,,,,
38700,"Pontiac, IL",40.8,"8,758 ","3,230 ","4,806 ","4,884 ","6,299 ","4,831 ","3,084 ","3,058 ",,,,,,,,,
38740,"Poplar Bluff, MO",40.6,"9,971 ","3,540 ","5,012 ","5,159 ","6,241 ","5,606 ","3,918 ","3,347 ",,,,,,,,,
38780,"Portales, NM",29.7,"5,270 ","3,278 ","2,589 ","2,132 ","2,276 ","1,938 ","1,267 ","1,096 ",,,,,,,,,
38820,"Port Angeles, WA",49.0,"12,989 ","5,186 ","7,051 ","6,944 ","9,977 ","12,068 ","9,216 ","7,973 ",,,,,,,,,
39020,"Portsmouth, OH",38.8,"18,090 ","7,778 ","9,998 ","10,144 ","11,223 ","9,949 ","6,681 ","5,636 ",,,,,,,,,
39060,"Pottsville, PA",43.2,"29,738 ","10,847 ","17,111 ","20,361 ","23,061 ","20,343 ","12,900 ","13,928 ",,,,,,,,,
39220,"Price, UT",34.4,"5,722 ","2,246 ","2,882 ","2,197 ","2,779 ","2,674 ","1,519 ","1,384 ",,,,,,,,,
39260,"Prineville, OR",45.6,"4,600 ","1,289 ","2,132 ","2,307 ","3,077 ","3,370 ","2,532 ","1,671 ",,,,,,,,,
39420,"Pullman, WA",24.4,"6,741 ","16,302 ","5,945 ","3,670 ","4,215 ","3,646 ","2,228 ","2,029 ",,,,,,,,,
39500,"Quincy, IL-MO",40.4,"17,856 ","7,225 ","8,820 ","9,058 ","11,321 ","9,623 ","6,529 ","6,882 ",,,,,,,,,
39700,"Raymondville, TX",32.1,"5,931 ","2,731 ","3,341 ","2,809 ","2,593 ","2,142 ","1,391 ","1,196 ",,,,,,,,,
39780,"Red Bluff, CA",39.5,"16,160 ","5,316 ","7,088 ","7,316 ","9,254 ","8,258 ","5,720 ","4,351 ",,,,,,,,,
39860,"Red Wing, MN",41.9,"10,950 ","3,217 ","5,288 ","5,463 ","7,485 ","6,186 ","3,723 ","3,871 ",,,,,,,,,
39940,"Rexburg, ID",23.4,"13,902 ","14,681 ","7,016 ","3,852 ","4,130 ","3,261 ","2,183 ","1,753 ",,,,,,,,,
39980,"Richmond, IN",40.2,"15,883 ","6,431 ","7,829 ","8,562 ","10,103 ","8,780 ","5,895 ","5,434 ",,,,,,,,,
40080,"Richmond-Berea, KY",34.9,"21,807 ","15,188 ","13,099 ","13,137 ","13,584 ","11,316 ","6,875 ","4,966 ",,,,,,,,,
40100,"Rio Grande City-Roma, TX",29.0,"20,678 ","6,595 ","7,814 ","7,954 ","6,537 ","5,105 ","3,628 ","2,657 ",,,,,,,,,
40180,"Riverton, WY",38.5,"10,212 ","3,518 ","4,839 ","4,500 ","5,753 ","5,496 ","3,253 ","2,552 ",,,,,,,,,
40260,"Roanoke Rapids, NC",42.8,"17,218 ","6,292 ","7,990 ","9,120 ","12,000 ","10,998 ","7,177 ","5,995 ",,,,,,,,,
40300,"Rochelle, IL",40.7,"13,244 ","4,118 ","5,603 ","7,019 ","8,696 ","6,695 ","4,466 ","3,656 ",,,,,,,,,
40460,"Rockingham, NC",38.7,"11,380 ","4,261 ","5,447 ","6,162 ","6,598 ","6,100 ","3,777 ","2,914 ",,,,,,,,,
40500,"Rockland, ME",46.2,"7,710 ","2,503 ","4,025 ","4,949 ","6,421 ","6,534 ","3,983 ","3,611 ",,,,,,,,,
40540,"Rock Springs, WY",32.8,"11,869 ","4,333 ","7,020 ","5,309 ","6,484 ","5,148 ","2,146 ","1,497 ",,,,,,,,,
40620,"Rolla, MO",33.8,"9,792 ","7,781 ","5,533 ","4,802 ","6,120 ","4,971 ","3,298 ","2,859 ",,,,,,,,,
40700,"Roseburg, OR",46.1,"22,094 ","8,117 ","10,808 ","11,277 ","15,661 ","17,140 ","12,196 ","10,374 ",,,,,,,,,
40740,"Roswell, NM",34.7,"18,383 ","6,653 ","7,968 ","7,298 ","8,605 ","7,445 ","4,753 ","4,540 ",,,,,,,,,
40760,"Ruidoso, NM",49.4,"3,888 ","1,231 ","1,772 ","2,033 ","3,270 ","3,798 ","2,817 ","1,688 ",,,,,,,,,
40780,"Russellville, AR",35.9,"20,072 ","10,928 ","10,100 ","10,252 ","11,452 ","9,605 ","6,460 ","5,070 ",,,,,,,,,
40820,"Ruston, LA",30.6,"13,309 ","12,915 ","8,413 ","6,379 ","7,301 ","6,689 ","4,323 ","3,680 ",,,,,,,,,
40860,"Rutland, VT",44.3,"11,882 ","6,037 ","6,106 ","7,387 ","10,398 ","9,575 ","5,559 ","4,698 ",,,,,,,,,
40940,"Safford, AZ",32.1,"13,038 ","5,148 ","6,348 ","5,546 ","5,643 ","4,657 ","2,915 ","2,362 ",,,,,,,,,
41220,"St. Marys, GA",31.3,"13,652 ","6,559 ","7,277 ","6,563 ","6,921 ","4,985 ","3,033 ","1,523 ",,,,,,,,,
41260,"St. Marys, PA",45.1,"6,651 ","1,911 ","3,032 ","4,343 ","5,464 ","4,479 ","2,988 ","3,078 ",,,,,,,,,
41460,"Salina, KS",38.4,"15,485 ","5,501 ","7,630 ","7,388 ","9,070 ","7,555 ","4,620 ","4,448 ",,,,,,,,,
41580,"Salisbury, NC",39.1,"32,942 ","12,465 ","16,679 ","18,435 ","20,601 ","17,313 ","10,831 ","9,162 ",,,,,,,,,
41820,"Sanford, NC",37.4,"14,860 ","4,841 ","7,505 ","7,717 ","8,167 ","6,839 ","4,361 ","3,576 ",,,,,,,,,
42300,"Sault Ste. Marie, MI",39.5,"7,751 ","4,234 ","4,966 ","5,253 ","5,863 ","4,826 ","3,106 ","2,521 ",,,,,,,,,
42380,"Sayre, PA",43.4,"14,238 ","4,480 ","6,378 ","7,599 ","9,948 ","8,827 ","6,094 ","5,058 ",,,,,,,,,
42420,"Scottsbluff, NE",39.2,"9,306 ","3,273 ","4,510 ","4,082 ","5,216 ","4,922 ","3,038 ","3,313 ",,,,,,,,,
42460,"Scottsboro, AL",41.4,"11,985 ","4,135 ","5,903 ","7,079 ","7,981 ","7,371 ","5,323 ","3,450 ",,,,,,,,,
42500,"Scottsburg, IN",39.3,"5,812 ","2,045 ","2,833 ","3,410 ","3,731 ","3,105 ","1,944 ","1,301 ",,,,,,,,,
42580,"Seaford, DE",45.4,"40,307 ","14,366 ","20,656 ","22,219 ","28,390 ","30,134 ","24,259 ","16,814 ",,,,,,,,,
42620,"Searcy, AR",36.0,"18,433 ","9,879 ","9,319 ","9,526 ","10,564 ","8,507 ","6,070 ","4,778 ",,,,,,,,,
42700,"Sebring, FL",51.5,"17,972 ","6,493 ","8,612 ","8,856 ","11,709 ","13,322 ","16,367 ","15,455 ",,,,,,,,,
42740,"Sedalia, MO",37.1,"10,784 ","3,977 ","5,339 ","4,950 ","6,128 ","4,820 ","3,117 ","3,086 ",,,,,,,,,
42780,"Selinsgrove, PA",39.2,"8,894 ","4,969 ","4,094 ","4,923 ","5,683 ","4,995 ","3,286 ","2,858 ",,,,,,,,,
42820,"Selma, AL",37.7,"11,595 ","4,018 ","4,989 ","5,021 ","6,514 ","5,518 ","3,530 ","2,635 ",,,,,,,,,
42860,"Seneca, SC",43.4,"15,707 ","6,225 ","7,729 ","8,956 ","10,635 ","10,915 ","8,447 ","5,659 ",,,,,,,,,
42900,"Seneca Falls, NY",41.0,"7,519 ","3,318 ","4,203 ","4,398 ","5,513 ","4,828 ","2,829 ","2,643 ",,,,,,,,,
42940,"Sevierville, TN",40.9,"19,892 ","7,440 ","10,431 ","12,176 ","13,641 ","12,392 ","8,568 ","5,349 ",,,,,,,,,
42980,"Seymour, IN",38.7,"10,416 ","3,263 ","5,476 ","5,715 ","6,339 ","5,099 ","3,314 ","2,754 ",,,,,,,,,
43060,"Shawnee, OK",37.0,"17,355 ","7,104 ","8,565 ","8,522 ","9,766 ","8,195 ","5,678 ","4,257 ",,,,,,,,,
43140,"Shelby, NC",40.3,"22,998 ","8,939 ","10,417 ","13,152 ","14,738 ","13,157 ","8,356 ","6,321 ",,,,,,,,,
43180,"Shelbyville, TN",36.4,"12,069 ","3,842 ","5,803 ","6,188 ","6,185 ","5,137 ","3,450 ","2,384 ",,,,,,,,,
43220,"Shelton, WA",44.4,"12,374 ","4,586 ","6,903 ","6,951 ","9,171 ","9,602 ","6,564 ","4,548 ",,,,,,,,,
43260,"Sheridan, WY",41.9,"6,485 ","2,313 ","3,409 ","3,334 ","4,499 ","4,528 ","2,479 ","2,069 ",,,,,,,,,
43320,"Show Low, AZ",34.7,"31,973 ","10,186 ","11,935 ","11,815 ","14,365 ","12,934 ","8,867 ","5,374 ",,,,,,,,,
43380,"Sidney, OH",37.9,"13,502 ","3,761 ","5,687 ","6,500 ","7,546 ","6,065 ","3,388 ","2,974 ",,,,,,,,,
43420,"Sierra Vista-Douglas, AZ",39.7,"30,250 ","12,113 ","16,479 ","14,688 ","17,582 ","17,546 ","13,290 ","9,398 ",,,,,,,,,
43460,"Sikeston, MO",38.9,"9,850 ","3,248 ","4,683 ","4,886 ","5,714 ","4,938 ","3,303 ","2,569 ",,,,,,,,,
43500,"Silver City, NM",45.9,"6,473 ","2,260 ","2,890 ","2,831 ","3,945 ","4,816 ","3,509 ","2,790 ",,,,,,,,,
43540,"Silverthorne, CO",36.4,"4,884 ","2,791 ","5,620 ","4,666 ","4,284 ","3,591 ","1,694 ",464 ,,,,,,,,,
43660,"Snyder, TX",36.8,"4,234 ","1,644 ","2,253 ","2,044 ","2,394 ","1,969 ","1,225 ","1,158 ",,,,,,,,,
43700,"Somerset, KY",41.1,"14,358 ","4,822 ","7,393 ","8,339 ","9,366 ","8,544 ","5,887 ","4,354 ",,,,,,,,,
43740,"Somerset, PA",44.3,"15,131 ","5,741 ","8,656 ","10,147 ","12,449 ","11,187 ","7,115 ","7,316 ",,,,,,,,,
43860,"Southern Pines-Pinehurst, NC",45.0,"19,149 ","5,474 ","9,009 ","10,543 ","11,945 ","12,141 ","10,082 ","9,904 ",,,,,,,,,
43940,"Spearfish, SD",41.0,"4,720 ","3,206 ","2,754 ","2,397 ","3,510 ","3,517 ","1,992 ","2,001 ",,,,,,,,,
43980,"Spencer, IA",42.5,"3,830 ","1,177 ","1,973 ","1,830 ","2,533 ","2,258 ","1,364 ","1,702 ",,,,,,,,,
44020,"Spirit Lake, IA",48.1,"3,227 ",921 ,"1,729 ","1,783 ","2,537 ","2,758 ","1,834 ","1,878 ",,,,,,,,,
44260,"Starkville, MS",25.4,"8,706 ","14,659 ","6,705 ","4,238 ","4,960 ","4,012 ","2,421 ","1,970 ",,,,,,,,,
44340,"Statesboro, GA",25.9,"14,393 ","19,579 ","8,758 ","7,238 ","7,628 ","6,220 ","3,752 ","2,649 ",,,,,,,,,
44380,"Statesville-Mooresville, NC",38.9,"40,585 ","12,424 ","18,158 ","23,866 ","25,087 ","18,872 ","11,900 ","8,545 ",,,,,,,,,
44420,"Staunton-Waynesboro, VA",42.1,"25,266 ","9,516 ","13,886 ","15,077 ","18,437 ","16,224 ","11,021 ","9,075 ",,,,,,,,,
44500,"Stephenville, TX",31.0,"8,448 ","7,368 ","4,697 ","4,045 ","4,649 ","3,904 ","2,558 ","2,221 ",,,,,,,,,
44540,"Sterling, CO",38.4,"4,542 ","2,551 ","3,266 ","2,896 ","3,438 ","2,695 ","1,619 ","1,702 ",,,,,,,,,
44580,"Sterling, IL",41.8,"13,740 ","4,546 ","6,161 ","7,083 ","8,890 ","7,831 ","5,166 ","5,081 ",,,,,,,,,
44620,"Stevens Point, WI",35.8,"14,547 ","11,477 ","8,431 ","7,991 ","10,180 ","8,438 ","4,723 ","4,232 ",,,,,,,,,
44660,"Stillwater, OK",27.3,"14,626 ","20,467 ","11,373 ","7,378 ","8,459 ","6,986 ","4,337 ","3,724 ",,,,,,,,,
44740,"Storm Lake, IA",37.1,"5,056 ","2,367 ","2,254 ","2,190 ","2,964 ","2,374 ","1,263 ","1,792 ",,,,,,,,,
44780,"Sturgis, MI",38.7,"15,875 ","4,936 ","7,206 ","7,401 ","8,986 ","7,788 ","4,916 ","4,187 ",,,,,,,,,
44860,"Sulphur Springs, TX",38.8,"8,994 ","2,947 ","4,014 ","4,397 ","5,009 ","4,352 ","3,020 ","2,428 ",,,,,,,,,
44900,"Summerville, GA",39.3,"5,858 ","2,221 ","3,378 ","3,619 ","3,868 ","3,270 ","2,098 ","1,703 ",,,,,,,,,
44980,"Sunbury, PA",43.4,"19,443 ","7,244 ","10,701 ","11,850 ","14,576 ","13,198 ","8,676 ","8,840 ",,,,,,,,,
45000,"Susanville, CA",37.1,"6,293 ","3,718 ","6,337 ","5,513 ","5,447 ","4,113 ","1,984 ","1,490 ",,,,,,,,,
45020,"Sweetwater, TX",39.0,"3,935 ","1,330 ","1,658 ","1,788 ","2,006 ","1,980 ","1,361 ","1,158 ",,,,,,,,,
45140,"Tahlequah, OK",34.5,"11,333 ","6,515 ","5,874 ","5,263 ","6,153 ","5,511 ","3,732 ","2,606 ",,,,,,,,,
45180,"Talladega-Sylacauga, AL",39.3,"19,285 ","7,104 ","9,980 ","11,236 ","12,234 ","10,861 ","6,734 ","4,857 ",,,,,,,,,
45260,"Tallulah, LA",34.6,"3,022 ","1,157 ","1,925 ","1,462 ","1,723 ","1,370 ",764 ,670 ,,,,,,,,,
45340,"Taos, NM",45.2,"6,782 ","2,261 ","3,359 ","3,959 ","5,127 ","5,822 ","3,429 ","2,198 ",,,,,,,,,
45380,"Taylorville, IL",41.6,"7,776 ","2,822 ","3,985 ","4,346 ","5,375 ","4,400 ","3,049 ","3,047 ",,,,,,,,,
45520,"The Dalles, OR",41.7,"5,848 ","2,004 ","2,867 ","2,795 ","3,493 ","3,756 ","2,264 ","2,186 ",,,,,,,,,
45540,"The Villages, FL",62.7,"8,512 ","3,434 ","6,452 ","7,473 ","8,574 ","18,445 ","26,733 ","13,797 ",,,,,,,,,
45580,"Thomaston, GA",40.3,"6,417 ","2,351 ","3,017 ","3,489 ","4,057 ","3,570 ","2,434 ","1,818 ",,,,,,,,,
45620,"Thomasville, GA",39.6,"11,137 ","3,680 ","5,134 ","5,619 ","6,699 ","5,711 ","3,739 ","3,001 ",,,,,,,,,
45640,"Thomasville-Lexington, NC",40.3,"38,872 ","12,181 ","18,260 ","23,791 ","25,460 ","20,926 ","13,583 ","9,805 ",,,,,,,,,
45660,"Tiffin, OH",38.8,"13,368 ","6,109 ","6,419 ","6,545 ","8,475 ","7,404 ","4,142 ","4,283 ",,,,,,,,,
45700,"Tifton, GA",34.5,"10,360 ","4,825 ","5,100 ","4,933 ","5,322 ","4,455 ","2,843 ","2,280 ",,,,,,,,,
45740,"Toccoa, GA",40.7,"5,952 ","2,542 ","2,814 ","3,163 ","3,772 ","3,584 ","2,507 ","1,841 ",,,,,,,,,
45860,"Torrington, CT",44.4,"40,952 ","12,768 ","17,549 ","25,454 ","34,541 ","28,321 ","15,944 ","14,398 ",,,,,,,,,
45900,"Traverse City, MI",43.6,"31,006 ","10,502 ","15,508 ","17,267 ","23,144 ","21,381 ","13,288 ","11,276 ",,,,,,,,,
45980,"Troy, AL",31.4,"6,682 ","6,987 ","3,969 ","3,505 ","3,925 ","3,620 ","2,436 ","1,775 ",,,,,,,,,
46020,"Truckee-Grass Valley, CA",47.6,"19,106 ","6,537 ","9,654 ","10,485 ","15,826 ","17,982 ","10,598 ","8,576 ",,,,,,,,,
46100,"Tullahoma, TN",40.6,"23,230 ","8,849 ","11,019 ","12,592 ","14,822 ","13,099 ","9,319 ","7,280 ",,,,,,,,,
46180,"Tupelo, MS",36.8,"35,586 ","12,057 ","17,383 ","18,229 ","19,245 ","15,487 ","10,247 ","8,034 ",,,,,,,,,
46260,"Tuskegee, AL",36.3,"4,420 ","3,805 ","2,227 ","2,255 ","2,840 ","2,874 ","1,660 ","1,371 ",,,,,,,,,
46300,"Twin Falls, ID",33.8,"28,092 ","9,693 ","13,528 ","11,389 ","12,817 ","10,872 ","7,053 ","6,160 ",,,,,,,,,
46380,"Ukiah, CA",41.5,"19,461 ","7,022 ","10,704 ","10,268 ","12,476 ","14,417 ","7,556 ","5,937 ",,,,,,,,,
46420,"Union, SC",41.9,"6,600 ","2,278 ","3,053 ","3,747 ","4,476 ","4,038 ","2,637 ","2,132 ",,,,,,,,,
46460,"Union City, TN-KY",41.6,"8,637 ","2,960 ","4,406 ","5,060 ","5,659 ","5,346 ","3,673 ","2,879 ",,,,,,,,,
46500,"Urbana, OH",39.7,"10,040 ","3,369 ","4,312 ","5,392 ","6,119 ","5,107 ","3,368 ","2,390 ",,,,,,,,,
